am_sid,am_cat,sciname,iucn_sid,pop_trend,pop_cat,spp_group,id_no,iucn_subpop,spatial_source,cat_score,trend_score,status_gl,status_pr,status_gl_score,status_pr_score,iucn_score
NA,NA,Scomber japonicus colias,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Scomber japonicus japonicus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Scomber japonicus marplatensis,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Scomber japonicus peruanus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Scomber joanesaba,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Scomber macrophthalmus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Scomber maculatus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Scomber peruanus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Scomber pneumatophorus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Scomber saba,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Scomber scombrus japonicus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Scomber undulatus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
Fis-29588,NT,Acipenser medirostris,233,Stable,NT,NA,NA,NA,am,0.8,0.0,G3,S1N,0.4,0.8,0.2
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0.0,G4,S2,0.2,0.6,0.0
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0.0,G4T1Q,S1,NA,0.8,0.0
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0.0,G4T3T4,S1,NA,0.8,0.0
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0.0,G4T1Q,S1,NA,0.8,0.0
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0.0,G4T2,S2,NA,0.6,0.0
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0.0,G4T1,S1,NA,0.8,0.0
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0.0,G4T2,S2,NA,0.6,0.0
Fis-29263,LC,Alepisaurus ferox,154820,Unknown,LC,NA,NA,NA,am,0.0,NA,GNR,SNR,NA,NA,0.0
Fis-23899,VU,Alopias vulpinus,39339,Decreasing,VU,NA,NA,NA,am,0.4,-0.5,GNR,SNR,NA,NA,0.4
Fis-23904,NA,Anoplogaster cornuta,18123960,Unknown,LC,NA,NA,NA,am,0.0,NA,G5,SNR,0.0,NA,0.0
Fis-136946,NA,Arctozenus risso,194997,Unknown,LC,NA,NA,NA,am,0.0,NA,GNR,SNR,NA,NA,0.0
Fis-32104,LC,Argyropelecus hemigymnus,154998,Stable,LC,NA,NA,NA,am,0.0,0.0,NA,NA,NA,NA,0.0
Fis-28109,NA,Barbantus curvifrons,18155933,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-30920,NA,Barbourisia rufa,21110276,Unknown,LC,NA,NA,NA,am,0.0,NA,GNR,SNR,NA,NA,0.0
Fis-24310,DD,Bathyraja interrupta,161402,Unknown,LC,NA,NA,NA,am,0.0,NA,GNR,SNR,NA,NA,0.0
Fis-49913,NA,Benthalbella infans,13485675,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-26206,NA,Benthosema suborbitale,15598524,Stable,LC,NA,NA,NA,am,0.0,0.0,NA,NA,NA,NA,0.0
Fis-29731,NA,Beryx decadactylus,198578,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-26997,LC,Callorhinchus callorynchus,63107,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-23071,VU,Carcharodon carcharias,3855,Unknown,VU,NA,NA,NA,am,0.4,NA,GNR,SNR,NA,NA,0.4
Fis-22747,VU,Cetorhinus maximus,4292,Decreasing,VU,NA,NA,NA,am,0.4,-0.5,GNR,SNR,NA,NA,0.4
Fis-29801,NA,Chauliodus sloani,190324,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-24514,LC,Clinocottus globiceps,155094,Unknown,LC,NA,NA,NA,am,0.0,NA,GNR,SNR,NA,NA,0.0
Fis-29877,NA,Cryptopsaras couesii,190067,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-31240,NA,Cyclothone acclinidens,18252612,Stable,LC,NA,NA,NA,am,0.0,0.0,NA,NA,NA,NA,0.0
Fis-29880,NA,Cyclothone braueri,198757,Stable,LC,NA,NA,NA,am,0.0,0.0,NA,NA,NA,NA,0.0
Fis-23454,NA,Cyclothone microdon,190133,Stable,LC,NA,NA,NA,am,0.0,0.0,NA,NA,NA,NA,0.0
Fis-23454,NA,Cyclothone microdon,194902,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-32102,NA,Cyclothone pallida,18252619,Stable,LC,NA,NA,NA,am,0.0,0.0,GNR,SNR,NA,NA,0.0
Fis-29881,LC,Cymatogaster aggregata,192929,Stable,LC,NA,NA,NA,am,0.0,0.0,G5,SNR,0.0,NA,0.0
Fis-32362,LC,Derichthys serpentinus,155093,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-26531,NA,Diogenichthys atlanticus,198614,Stable,LC,NA,NA,NA,am,0.0,0.0,NA,NA,NA,NA,0.0
Fis-27275,NA,Diretmoides pauciradiatus,21110056,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-32809,NT,Discopyge tschudii,44993,Decreasing,NT,NA,NA,NA,am,0.2,-0.5,NA,NA,NA,NA,0.2
Fis-31237,NA,Ectreposebastes imus,15622831,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-23484,NA,Electrona risso,198615,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-29948,LC,Engraulis mordax,183856,Stable,LC,NA,NA,NA,am,0.0,0.0,GNR,SNR,NA,NA,0.0
Fis-48258,NA,Entosphenus tridentatus,NA,NA,NA,NA,NA,NA,am,0.0,NA,G4,S5,0.2,0.0,NA
Fis-24555,LC,Eopsetta jordani,154977,Stable,LC,NA,NA,NA,am,0.0,0.0,GNR,SNR,NA,NA,0.0
Fis-30017,NA,Exocoetus obtusirostris,190163,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-30039,LC,Gasterosteus aculeatus,8951,Stable,LC,NA,NA,NA,am,0.0,0.0,G5,S5,0.0,0.0,0.0
Fis-30039,LC,Gasterosteus aculeatus,8951,Stable,LC,NA,NA,NA,am,0.6,0.0,G5T2,S2,NA,0.6,0.0
Fis-30043,NA,Gibbonsia montereyensis,178902,Unknown,LC,NA,NA,NA,am,0.0,NA,GNR,SNR,NA,NA,0.0
Fis-13152,NA,Guentherus altivela,13462250,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-23157,NT,Hexanchus griseus,10030,Unknown,NT,NA,NA,NA,am,0.2,NA,GNR,SNR,NA,NA,0.2
Fis-35686,LC,Hippoglossina macrops,183761,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-28112,NA,Holtbyrnia innesi,21104612,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-31166,NA,Hoplostethus mediterraneus,198579,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-24068,LC,Hydrolagus colliei,60191,Stable,LC,NA,NA,NA,am,0.0,0.0,GNR,SNR,NA,NA,0.0
Fis-25165,NA,Hygophum reinhardtii,15598887,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-30824,LC,Icelinus filamentosus,155216,Unknown,LC,NA,NA,NA,am,0.0,NA,GNR,SNR,NA,NA,0.0
Fis-29423,VU,Isurus paucus,60225,Decreasing,VU,NA,NA,NA,am,0.4,-0.5,NA,NA,NA,NA,0.4
Fis-48267,LC,Lampetra ayresii,202625,Unknown,LC,NA,NA,NA,am,0.2,NA,G4,S4,0.2,0.2,0.0
Fis-23580,NA,Lampris guttatus,195038,Unknown,LC,NA,NA,NA,am,0.0,NA,GNR,SNR,NA,NA,0.0
Fis-30832,NA,Leptocottus armatus,202670,Stable,LC,NA,NA,NA,am,0.0,0.0,G5,SNR,0.0,NA,0.0
Fis-28135,LC,Lestidiops ringens,154635,Unknown,LC,NA,NA,NA,am,0.0,NA,GNR,SNR,NA,NA,0.0
Fis-23605,NA,Lobianchia gemellarii,190425,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-30255,NA,Luvarus imperialis,190116,Unknown,LC,NA,NA,NA,am,0.0,NA,GNR,SNR,NA,NA,0.0
Fis-24759,LC,Lyopsetta exilis,154845,Stable,LC,NA,NA,NA,am,0.0,0.0,GNR,SNR,NA,NA,0.0
Fis-22897,LC,Macroramphosus scolopax,155030,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-47643,NA,Magnisudis atlantica,13485635,Unknown,LC,NA,NA,NA,am,0.0,NA,GNR,SNR,NA,NA,0.0
Fis-64697,NA,Melanocetus johnsonii,18127840,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-139729,NA,Melanolagus bericoides,190485,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-34827,NA,Melanostomias bartonbeani,18257303,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-22908,LC,Merluccius productus,183411,Unknown,LC,NA,NA,NA,am,0.0,NA,GNR,SNR,NA,NA,0.0
Fis-29454,LC,Mugil cephalus,135567,Stable,LC,NA,NA,NA,am,0.0,0.0,NA,NA,NA,NA,0.0
Fis-23192,NA,Naucrates ductor,190452,Stable,LC,NA,NA,NA,am,0.0,0.0,GNR,SNR,NA,NA,0.0
Fis-32421,NA,Nesiarchus nasutus,18158583,Stable,LC,NA,NA,NA,am,0.0,0.0,NA,NA,NA,NA,0.0
Fis-24151,NA,Nomeus gronovii,16545183,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-30362,NA,Notacanthus chemnitzii,195852,Unknown,LC,NA,NA,NA,am,0.0,NA,GNR,SNR,NA,NA,0.0
Fis-25178,NA,Notolychnus valdiviae,190261,Stable,LC,NA,NA,NA,am,0.0,0.0,NA,NA,NA,NA,0.0
Fis-156254,NA,Oncorhynchus clarkii,NA,NA,NA,NA,NA,NA,am,0.2,NA,G4,S4,0.2,0.2,NA
Fis-22915,NA,Oncorhynchus gorbuscha,NA,NA,NA,NA,NA,NA,am,0.0,NA,G5,S5,0.0,0.0,NA
Fis-22916,NA,Oncorhynchus keta,NA,NA,NA,NA,NA,NA,am,0.0,NA,G5,S5,0.0,0.0,NA
Fis-22917,NA,Oncorhynchus kisutch,NA,NA,NA,NA,NA,NA,am,0.2,NA,G4,S4,0.2,0.2,NA
Fis-22919,NA,Oncorhynchus mykiss,NA,NA,NA,NA,NA,NA,am,0.0,NA,G5,S5,0.0,0.0,NA
Fis-22920,LC,Oncorhynchus nerka,135301,Stable,LC,NA,NA,NA,am,0.2,0.0,G5,S4,0.0,0.2,0.0
Fis-22921,NA,Oncorhynchus tshawytscha,NA,NA,NA,NA,NA,NA,am,0.2,NA,G5,S4,0.0,0.2,NA
Fis-23215,LC,Peprilus simillimus,183337,Unknown,LC,NA,NA,NA,am,0.0,NA,GNR,SNR,NA,NA,0.0
Fis-24895,LC,Pholis ornata,154866,Unknown,LC,NA,NA,NA,am,0.0,NA,GNR,SNR,NA,NA,0.0
Fis-24899,LC,Platichthys stellatus,19014407,Stable,LC,NA,NA,NA,am,0.0,0.0,G5,SNR,0.0,NA,0.0
Fis-34615,NA,Platytroctes apus,190217,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-30514,LC,Porichthys notatus,183724,Unknown,LC,NA,NA,NA,am,0.0,NA,GNR,SNR,NA,NA,0.0
Fis-23222,NT,Prionace glauca,39381,Unknown,NT,NA,NA,NA,am,0.2,NA,GNR,SNR,NA,NA,0.2
Fis-25421,NA,Promethichthys prometheus,16509297,Stable,LC,NA,NA,NA,am,0.0,0.0,NA,NA,NA,NA,0.0
Fis-20033,LC,Pteroplatytrygon violacea,161731,Unknown,LC,NA,NA,NA,am,0.0,NA,GNR,SNR,NA,NA,0.0
Fis-24923,LC,Pungitius pungitius,18878,Stable,LC,NA,NA,NA,am,0.0,0.0,G5,SU,0.0,NA,0.0
Fis-30562,NT,Raja binoculata,44183,Unknown,NT,NA,NA,NA,am,0.2,NA,G4,SNR,0.2,NA,0.2
Fis-24312,LC,Raja rhina,161595,Stable,LC,NA,NA,NA,am,0.0,0.0,GNR,SNR,NA,NA,0.0
Fis-24314,LC,Raja stellulata,161629,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-30575,NA,Regalecus glesne,190378,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-150167,NA,Regalecus russelii,60483137,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-24930,LC,Remora brachyptera,155068,Stable,LC,NA,NA,NA,am,0.0,0.0,NA,NA,NA,NA,0.0
Fis-23759,NA,Remora remora,198651,Stable,LC,NA,NA,NA,am,0.0,0.0,NA,NA,NA,NA,0.0
Fis-24933,LC,Rhacochilus vacca,155179,Unknown,LC,NA,NA,NA,am,0.0,NA,GNR,SNR,NA,NA,0.0
Fis-30919,NA,Rondeletia loricata,60483273,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-30588,NA,Ruvettus pretiosus,190432,Stable,LC,NA,NA,NA,am,0.0,0.0,NA,NA,NA,NA,0.0
Fis-24332,NA,Salvelinus malma,NA,NA,NA,NA,NA,NA,am,0.2,NA,G5,S4,0.0,0.2,NA
Fis-49922,NA,Scopelarchus analis,190316,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-30643,CR,Sebastes paucispinis,NA,NA,CR,NA,NA,NA,am,0.8,NA,G4,SNR,0.2,NA,0.8
Fis-30888,EN,Sebastolobus alascanus,29609,NA,EN,NA,NA,NA,am,0.6,NA,GNR,SNR,NA,NA,0.6
Fis-29523,NA,Seriola lalandi,195097,Stable,LC,NA,NA,NA,am,0.0,0.0,GNR,SNR,NA,NA,0.0
Fis-64212,NA,Serrivomer beanii,190315,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-23277,VU,Sphyrna zygaena,39388,Decreasing,VU,NA,NA,NA,am,0.4,-0.5,NA,NA,NA,NA,0.4
Fis-24354,LC,Spirinchus thaleichthys,184099,Unknown,LC,NA,NA,NA,am,0.2,NA,G5,S4,0.0,0.2,0.0
Fis-29541,NT,Squatina californica,39328,Unknown,NT,NA,NA,NA,am,0.2,NA,NA,NA,NA,NA,0.2
Fis-30693,NA,Syngnathus leptorhynchus,65374916,Unknown,LC,NA,NA,NA,am,0.0,NA,GNR,SNR,NA,NA,0.0
Fis-30711,NA,Tetragonurus cuvieri,198716,Stable,LC,NA,NA,NA,am,0.0,0.0,GNR,SNR,NA,NA,0.0
Fis-22963,LC,Thaleichthys pacificus,202415,Unknown,LC,NA,NA,NA,am,0.5,NA,G5,S2S3,0.0,0.5,0.0
Fis-28170,NA,Valenciennellus tripunctulatus,18253303,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-23893,NA,Zu cristatus,190346,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
SLB-71490,LC,Abraliopsis felis,163094,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
SLB-70962,NA,Argonauta hians,163211,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
W-Msc-139422,LC,Bathothauma lyromma,163338,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
SLB-71510,LC,Berryteuthis magister,176070,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
SLB-70969,NA,Bolitaena pygmaea,163312,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
SLB-71422,LC,Chiroteuthis veranyi,176066,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
SLB-71465,LC,Discoteuthis discus,163256,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
SLB-71435,LC,Egea inermis,162909,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
SLB-71523,LC,Gonatus onyx,162950,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
SLB-190538,LC,Grimalditeuthis bonplandii,NA,NA,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
SLB-70957,NA,Haliphron atlanticus,163207,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
W-Msc-138849,NA,Japetella diaphana,162986,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
W-Msc-341818,LC,Liocranchia reinhardti,163218,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
W-Msc-181382,LC,Ommastrephes bartramii,163163,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
ITS-Mam-180469,DD,Orcinus orca,15421,Unknown,DD,NA,NA,NA,am,0.4,NA,G4G5,S3,0.1,0.4,NA
ITS-Mam-180469,DD,Orcinus orca,15421,Unknown,DD,NA,NA,NA,am,0.6,NA,G4G5TUQ,S2,NA,0.6,NA
ITS-Mam-180469,DD,Orcinus orca,15421,Unknown,DD,NA,NA,NA,am,0.6,NA,G4G5T3Q,S2,NA,0.6,NA
ITS-Mam-180469,DD,Orcinus orca,15421,Unknown,DD,NA,NA,NA,am,0.8,NA,G4G5T1,S1,NA,0.8,NA
ITS-Mam-180469,DD,Orcinus orca,15421,Unknown,DD,NA,NA,NA,am,0.6,NA,G4G5T2,S2,NA,0.6,NA
W-Msc-157031,LC,Pyroteuthis margaritifera,163353,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
W-Msc-140609,LC,Taningia danae,163267,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
W-Msc-141962,NA,Vitreledonella richardi,162988,Unknown,LC,NA,NA,NA,am,0.0,NA,NA,NA,NA,NA,0.0
Fis-23129,NT,Galeocerdo cuvier,39378,Unknown,NT,NA,NA,NA,am,0.2,NA,NA,NA,NA,NA,0.2
Fis-31020,NA,Ceratias holboelli,18127741,Unknown,LC,NA,NA,NA,am,0.0,NA,GNR,SNR,NA,NA,0.0
