am_sid,am_cat,sciname,iucn_sid,pop_trend,pop_cat,spp_group,id_no,iucn_subpop,spatial_source,cat_score,trend_score,status_gl,status_pr,status_gl_score,status_pr_score,iucn_score
NA,NA,Conus taitensis,192428,Unknown,LC,CONESNAILS,192428,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus ferrugineus,192538,Unknown,LC,CONESNAILS,192538,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus chiangi,192697,Unknown,LC,CONESNAILS,192697,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus chrysocestus,192810,NA,LC,CONESNAILS,192810,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus xanthicus,192810,NA,LC,CONESNAILS,192810,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus chusaki,192321,Stable,LC,CONESNAILS,192321,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Conus floridus,192321,Stable,LC,CONESNAILS,192321,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Conus chytreus,192418,Stable,LC,CONESNAILS,192418,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Conus magellanicus,192436,Unknown,LC,CONESNAILS,192436,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus floccatus,192813,Unknown,LC,CONESNAILS,192813,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus citrinus,192869,Unknown,LC,CONESNAILS,192869,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus nebulosus,192869,Unknown,LC,CONESNAILS,192869,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus spurius,192869,Unknown,LC,CONESNAILS,192869,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus filicinctus,192873,Unknown,LC,CONESNAILS,192873,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus macarae,192873,Unknown,LC,CONESNAILS,192873,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus voluminalis,192873,Unknown,LC,CONESNAILS,192873,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus clarus,192663,Unknown,LC,CONESNAILS,192663,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus segravei,192663,Unknown,LC,CONESNAILS,192663,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus claudiae,192461,Stable,LC,CONESNAILS,192461,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Conus clerii,192502,Unknown,LC,CONESNAILS,192502,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus cloveri,192687,Stable,EN,CONESNAILS,192687,NA,iucn,0.6,0,NA,NA,NA,NA,0.6
NA,NA,Conus soaresi,192687,Stable,EN,CONESNAILS,192687,NA,iucn,0.6,0,NA,NA,NA,NA,0.6
NA,NA,Conus citrinus,192601,Unknown,LC,CONESNAILS,192601,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus cocceus,192601,Unknown,LC,CONESNAILS,192601,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus fabula,192754,Unknown,LC,CONESNAILS,192754,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus scabriusculus,192754,Unknown,LC,CONESNAILS,192754,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus colorovariegatus,192825,Unknown,LC,CONESNAILS,192825,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus neptunus,192825,Unknown,LC,CONESNAILS,192825,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus colubrinus,192712,Unknown,LC,CONESNAILS,192712,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus elisae,192712,Unknown,LC,CONESNAILS,192712,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus episcopus,192712,Unknown,LC,CONESNAILS,192712,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus praelatus,192712,Unknown,LC,CONESNAILS,192712,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus racemosus,192712,Unknown,LC,CONESNAILS,192712,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus rubiginosus,192712,Unknown,LC,CONESNAILS,192712,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus rubropennatus,192712,Unknown,LC,CONESNAILS,192712,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus stellatus,192712,Unknown,LC,CONESNAILS,192712,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus columba,192822,Unknown,LC,CONESNAILS,192822,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus mauritianus,192822,Unknown,LC,CONESNAILS,192822,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus papillosus,192822,Unknown,LC,CONESNAILS,192822,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus puncticulatus,192822,Unknown,LC,CONESNAILS,192822,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus pygmaeus,192822,Unknown,LC,CONESNAILS,192822,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus comatosa,192320,Unknown,LC,CONESNAILS,192320,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus elegans,192320,Unknown,LC,CONESNAILS,192320,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus schepmani,192320,Unknown,LC,CONESNAILS,192320,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus compressus,192435,Unknown,VU,CONESNAILS,192435,NA,iucn,0.4,NA,NA,NA,NA,NA,0.4
NA,NA,Conus comptus,192696,NA,LC,CONESNAILS,192696,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus regalitatis,192696,NA,LC,CONESNAILS,192696,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus dilectus,192316,NA,LC,CONESNAILS,192316,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus gloriamaris,192316,NA,LC,CONESNAILS,192316,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus panniculus,192316,NA,LC,CONESNAILS,192316,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus tigrinus,192316,NA,LC,CONESNAILS,192316,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus verriculum,192316,NA,LC,CONESNAILS,192316,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus concolor,192604,NA,LC,CONESNAILS,192604,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus gilvus,192604,NA,LC,CONESNAILS,192604,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus hyaena,192604,NA,LC,CONESNAILS,192604,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus mutabilis,192604,NA,LC,CONESNAILS,192604,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus conspersus,192647,Unknown,LC,CONESNAILS,192647,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus daphne,192647,Unknown,LC,CONESNAILS,192647,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus convolutus,192819,Unknown,LC,CONESNAILS,192819,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus corallinus,192416,Unknown,LC,CONESNAILS,192416,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus cordigera,192711,Unknown,LC,CONESNAILS,192711,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus coromandelicus,192481,Unknown,LC,CONESNAILS,192481,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus coronalis,192636,Unknown,LC,CONESNAILS,192636,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus crioulus,192771,Stable,LC,CONESNAILS,192771,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Conus crotchii,192544,Stable,EN,CONESNAILS,192544,NA,iucn,0.6,0,NA,NA,NA,NA,0.6
NA,NA,Conus cumingii,192433,NA,LC,CONESNAILS,192433,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus cumingii,192679,NA,LC,CONESNAILS,192679,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus signae,192679,NA,LC,CONESNAILS,192679,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus virgatus,192679,NA,LC,CONESNAILS,192679,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus curassaviensis,192535,Unknown,NT,CONESNAILS,192535,NA,iucn,0.2,NA,NA,NA,NA,NA,0.2
NA,NA,Conus curralensis,192348,Stable,NT,CONESNAILS,192348,NA,iucn,0.2,0,NA,NA,NA,NA,0.2
NA,NA,Conus cuvieri,192878,NA,VU,CONESNAILS,192878,NA,iucn,0.4,NA,NA,NA,NA,NA,0.4
NA,NA,Conus cyanostoma,192382,Unknown,LC,CONESNAILS,192382,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus dalli,192542,Unknown,LC,CONESNAILS,192542,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus damottai,192631,Unknown,LC,CONESNAILS,192631,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus dampierensis,192740,Unknown,LC,CONESNAILS,192740,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus darkini,192508,Unknown,LC,CONESNAILS,192508,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus dayriti,192644,Unknown,LC,CONESNAILS,192644,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus decoratus,192350,Decreasing,VU,CONESNAILS,192350,NA,iucn,0.4,-0.5,NA,NA,NA,NA,0.4
NA,NA,Conus delanoyae,15307971,Stable,LC,CONESNAILS,15307971,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Conus delessertii,192630,Unknown,LC,CONESNAILS,192630,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus sozoni,192630,Unknown,LC,CONESNAILS,192630,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus delucai,192710,Unknown,LC,CONESNAILS,192710,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus denizi,15307967,NA,NT,CONESNAILS,15307967,NA,iucn,0.2,NA,NA,NA,NA,NA,0.2
NA,NA,Conus derrubado,192469,Stable,NT,CONESNAILS,192469,NA,iucn,0.2,0,NA,NA,NA,NA,0.2
NA,NA,Conus desidiosus,15307969,Unknown,LC,CONESNAILS,15307969,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus deynzerorum,192818,Unknown,LC,CONESNAILS,192818,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus diadema,192361,Unknown,LC,CONESNAILS,192361,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus prytanis,192361,Unknown,LC,CONESNAILS,192361,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus dictator,192685,Stable,LC,CONESNAILS,192685,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Conus diminutus,192584,Stable,NT,CONESNAILS,192584,NA,iucn,0.2,0,NA,NA,NA,NA,0.2
NA,NA,Conus dispar,192539,Unknown,LC,CONESNAILS,192539,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus pica,192470,Unknown,LC,CONESNAILS,192470,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus dondani,192802,Unknown,LC,CONESNAILS,192802,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus dorotheae,192358,Unknown,NT,CONESNAILS,192358,NA,iucn,0.2,NA,NA,NA,NA,NA,0.2
NA,NA,Conus dorreensis,192364,Unknown,LC,CONESNAILS,192364,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus pontificalis,192364,Unknown,LC,CONESNAILS,192364,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus drangai,192355,NA,LC,CONESNAILS,192355,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus orion,192355,NA,LC,CONESNAILS,192355,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus duffyi,192388,Unknown,VU,CONESNAILS,192388,NA,iucn,0.4,NA,NA,NA,NA,NA,0.4
NA,NA,Conus dusaveli,192518,Unknown,LC,CONESNAILS,192518,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus polyglotta,192611,Unknown,LC,CONESNAILS,192611,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus echinophilus,192487,Decreasing,EN,CONESNAILS,192487,NA,iucn,0.6,-0.5,NA,NA,NA,NA,0.6
NA,NA,Conus echo,192450,Unknown,LC,CONESNAILS,192450,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus zonatus,192351,Unknown,LC,CONESNAILS,192351,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus magnottei,192464,Unknown,LC,CONESNAILS,192464,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus elegans,192861,Unknown,LC,CONESNAILS,192861,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus emersoni,192442,Unknown,LC,CONESNAILS,192442,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus empressae,192423,Unknown,LC,CONESNAILS,192423,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus encaustus,192512,Unknown,LC,CONESNAILS,192512,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus eucoronatus,192767,Stable,LC,CONESNAILS,192767,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Conus eugrammatus,192859,Unknown,LC,CONESNAILS,192859,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus lapulapui,192859,Unknown,LC,CONESNAILS,192859,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus nasui,192859,Unknown,LC,CONESNAILS,192859,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus timorensis,192838,Unknown,LC,CONESNAILS,192838,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus eversoni,192836,Unknown,LC,CONESNAILS,192836,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus evorai,192368,Stable,NT,CONESNAILS,192368,NA,iucn,0.2,0,NA,NA,NA,NA,0.2
NA,NA,Conus excelsus,192441,Unknown,LC,CONESNAILS,192441,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus eximius,192407,Unknown,LC,CONESNAILS,192407,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus explorator,192256,Unknown,NT,CONESNAILS,192256,NA,iucn,0.2,NA,NA,NA,NA,NA,0.2
NA,NA,Conus exquisitus,192379,Unknown,LC,CONESNAILS,192379,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus fantasmalis,192329,Stable,LC,CONESNAILS,192329,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Conus genuanus,192608,Unknown,LC,CONESNAILS,192608,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus felitae,192438,Stable,VU,CONESNAILS,192438,NA,iucn,0.4,0,NA,NA,NA,NA,0.4
NA,NA,Conus taeniatus,192620,NA,LC,CONESNAILS,192620,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus fernandesi,192823,Unknown,EN,CONESNAILS,192823,NA,iucn,0.6,NA,NA,NA,NA,NA,0.6
NA,NA,Conus figulinus,192714,Unknown,LC,CONESNAILS,192714,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus fijiensis,192606,Unknown,LC,CONESNAILS,192606,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus fijisulcatus,192787,Unknown,LC,CONESNAILS,192787,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus filmeri,192494,Unknown,LC,CONESNAILS,192494,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus fischoederi,192322,Unknown,LC,CONESNAILS,192322,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus flavus,192266,Unknown,LC,CONESNAILS,192266,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus flavusalbus,192669,Unknown,LC,CONESNAILS,192669,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus pergrandis,192753,Unknown,LC,CONESNAILS,192753,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus fosteri,192444,Unknown,LC,CONESNAILS,192444,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus franciscoi,192877,Unknown,LC,CONESNAILS,192877,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus fulmen,192835,Unknown,LC,CONESNAILS,192835,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus furnae,15307975,Unknown,LC,CONESNAILS,15307975,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus verdensis,15307975,Unknown,LC,CONESNAILS,15307975,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus fuscoflavus,192858,Stable,LC,CONESNAILS,192858,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Conus lugubris,192286,Decreasing,CR,CONESNAILS,192286,NA,iucn,0.8,-0.5,NA,NA,NA,NA,0.8
NA,NA,Conus gabelishi,192851,Unknown,LC,CONESNAILS,192851,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus gabrielae,192467,Unknown,LC,CONESNAILS,192467,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus garciai,192628,Unknown,LC,CONESNAILS,192628,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus gauguini,192272,Unknown,NT,CONESNAILS,192272,NA,iucn,0.2,NA,NA,NA,NA,NA,0.2
NA,NA,Conus maldivus,192460,Unknown,LC,CONESNAILS,192460,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus spiculum,192460,Unknown,LC,CONESNAILS,192460,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus spirogloxus,192460,Unknown,LC,CONESNAILS,192460,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus gigasulcatus,192371,Unknown,LC,CONESNAILS,192371,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus gilvus,192317,Unknown,LC,CONESNAILS,192317,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus violaceus,192722,Unknown,LC,CONESNAILS,192722,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus glaucus,192411,Unknown,LC,CONESNAILS,192411,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus glenni,192262,Unknown,LC,CONESNAILS,192262,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus gloriamaris,192642,Unknown,LC,CONESNAILS,192642,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus gondwanensis,192862,Unknown,LC,CONESNAILS,192862,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus hopwoodi,192718,Unknown,LC,CONESNAILS,192718,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus gradatulus,192307,Unknown,LC,CONESNAILS,192307,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus papillaris,192307,Unknown,LC,CONESNAILS,192307,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus grahami,192808,Stable,LC,CONESNAILS,192808,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Conus grangeri,192560,Unknown,LC,CONESNAILS,192560,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus roseus,192624,Unknown,LC,CONESNAILS,192624,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus guanche,192845,Unknown,LC,CONESNAILS,192845,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus guidopoppei,192801,Unknown,LC,CONESNAILS,192801,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus guttatus,192548,Unknown,LC,CONESNAILS,192548,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus neoguttatus,192548,Unknown,LC,CONESNAILS,192548,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus harlandi,192749,Unknown,LC,CONESNAILS,192749,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus havanensis,192347,Unknown,LC,CONESNAILS,192347,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus hedgesi,192765,Unknown,LC,CONESNAILS,192765,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus iodostoma,192765,Unknown,LC,CONESNAILS,192765,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus helgae,192791,Unknown,LC,CONESNAILS,192791,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus henckesi,192412,Unknown,VU,CONESNAILS,192412,NA,iucn,0.4,NA,NA,NA,NA,NA,0.4
NA,NA,Conus hennequini,192437,Unknown,VU,CONESNAILS,192437,NA,iucn,0.4,NA,NA,NA,NA,NA,0.4
NA,NA,Conus hirasei,192635,Unknown,LC,CONESNAILS,192635,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus hivanus,192682,Unknown,LC,CONESNAILS,192682,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus raoulensis,192498,Unknown,LC,CONESNAILS,192498,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus hybridus,192709,Decreasing,EN,CONESNAILS,192709,NA,iucn,0.6,-0.5,NA,NA,NA,NA,0.6
NA,NA,Conus hypochlorus,192671,Unknown,LC,CONESNAILS,192671,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus insculptus,192671,Unknown,LC,CONESNAILS,192671,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus iberogermanicus,192841,Stable,LC,CONESNAILS,192841,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Conus irregularis,192841,Stable,LC,CONESNAILS,192841,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Conus immelmani,192541,Decreasing,VU,CONESNAILS,192541,NA,iucn,0.4,-0.5,NA,NA,NA,NA,0.4
NA,NA,Conus fuscatus,192593,Unknown,LC,CONESNAILS,192593,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus inconstans,192484,Unknown,LC,CONESNAILS,192484,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus mayaguensis,192484,Unknown,LC,CONESNAILS,192484,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus infinitus,192571,Stable,LC,CONESNAILS,192571,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Conus infrenatus,192725,Unknown,LC,CONESNAILS,192725,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus ximenes,192816,NA,LC,CONESNAILS,192816,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus ione,192842,Unknown,LC,CONESNAILS,192842,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus isabelarum,192288,Stable,LC,CONESNAILS,192288,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Conus janus,192759,Unknown,LC,CONESNAILS,192759,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus latifasciatus,192759,Unknown,LC,CONESNAILS,192759,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus jeanmartini,192314,Unknown,VU,CONESNAILS,192314,NA,iucn,0.4,NA,NA,NA,NA,NA,0.4
NA,NA,Conus jickelii,192547,Unknown,LC,CONESNAILS,192547,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus josephinae,192475,Decreasing,NT,CONESNAILS,192475,NA,iucn,0.2,-0.5,NA,NA,NA,NA,0.2
NA,NA,Conus thomae,192263,Unknown,LC,CONESNAILS,192263,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus jucundus,192621,Unknown,LC,CONESNAILS,192621,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus judaeus,192665,Unknown,LC,CONESNAILS,192665,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus julieandreae,192598,Unknown,LC,CONESNAILS,192598,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus julii,192406,Unknown,VU,CONESNAILS,192406,NA,iucn,0.4,NA,NA,NA,NA,NA,0.4
NA,NA,Conus kalafuti,192346,Unknown,LC,CONESNAILS,192346,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus kanakinus,192509,Unknown,LC,CONESNAILS,192509,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus longurionis,192285,Unknown,LC,CONESNAILS,192285,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus kermadecensis,192269,Unknown,LC,CONESNAILS,192269,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus tropicensis,192269,Unknown,LC,CONESNAILS,192269,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus kersteni,192354,Stable,NT,CONESNAILS,192354,NA,iucn,0.2,0,NA,NA,NA,NA,0.2
NA,NA,Conus kevani,192480,Unknown,LC,CONESNAILS,192480,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus kintoki,192623,Unknown,LC,CONESNAILS,192623,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus kirkandersi,192643,Unknown,NT,CONESNAILS,192643,NA,iucn,0.2,NA,NA,NA,NA,NA,0.2
NA,NA,Conus coralinus,192268,Unknown,LC,CONESNAILS,192268,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus klemae,192268,Unknown,LC,CONESNAILS,192268,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus wittigi,192677,Unknown,LC,CONESNAILS,192677,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus korni,192863,NA,LC,CONESNAILS,192863,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus kremerorum,192519,Unknown,LC,CONESNAILS,192519,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus kulkulcan,192817,Unknown,LC,CONESNAILS,192817,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus kuroharai,192302,Unknown,LC,CONESNAILS,192302,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus lamarckii,192497,Unknown,EN,CONESNAILS,192497,NA,iucn,0.6,NA,NA,NA,NA,NA,0.6
NA,NA,Conus mercator,192497,Unknown,EN,CONESNAILS,192497,NA,iucn,0.6,NA,NA,NA,NA,NA,0.6
NA,NA,Conus reticulatus,192497,Unknown,EN,CONESNAILS,192497,NA,iucn,0.6,NA,NA,NA,NA,NA,0.6
NA,NA,Conus lamberti,192575,Unknown,LC,CONESNAILS,192575,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus lani,192278,Unknown,LC,CONESNAILS,192278,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus largillierti,192488,Unknown,LC,CONESNAILS,192488,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Conus laterculatus,192592,Unknown,LC,CONESNAILS,192592,NA,iucn,0,NA,NA,NA,NA,NA,0
