am_sid,am_cat,sciname,iucn_sid,pop_trend,pop_cat,spp_group,id_no,iucn_subpop,spatial_source,cat_score,trend_score,status_gl,status_pr,status_gl_score,status_pr_score,iucn_score
NA,NA,Parastichopus californicus,180436,Stable,LC,SEACUCUMBERS,180436,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Synallactes challengeri,19743170,Unknown,LC,SEACUCUMBERS,19743170,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Phyllospadix scouleri,173367,Stable,LC,SEAGRASSES,173367,NA,iucn,0,0,G5,S5,0,0,0
NA,NA,Phyllospadix serrulatus,173366,Stable,LC,SEAGRASSES,173366,NA,iucn,0.2,0,G4,S4,0.2,0.2,0
NA,NA,Phyllospadix torreyi,173320,Stable,LC,SEAGRASSES,173320,NA,iucn,0.2,0,G4G5,S4,0.1,0.2,0
NA,NA,Zostera japonica,173348,Increasing,LC,SEAGRASSES,173348,NA,iucn,0,0.5,GNR,SNA,NA,NA,0
NA,NA,Zostera marina,153538,Decreasing,LC,SEAGRASSES,153538,NA,iucn,0,-0.5,G5,S5,0,0,0
NA,NA,Zostera stenophylla,153538,Decreasing,LC,SEAGRASSES,153538,NA,iucn,0,-0.5,NA,NA,NA,NA,0
NA,NA,Zostera pacifica,173373,Unknown,LC,SEAGRASSES,173373,NA,iucn,0,NA,NA,NA,NA,NA,0
ITS-Mam-180547,EN,Enhydra lutris,7750,Decreasing,EN,TERRESTRIAL_MAMMALS,7750,NA,iucn,0.4,-0.5,G4,S3,0.2,0.4,0.6
NA,NA,Lontra canadensis,12302,Stable,LC,TERRESTRIAL_MAMMALS,12302,NA,iucn,0,0,G5,S5,0,0,0
NA,NA,Lutra canadensis,12302,Stable,LC,TERRESTRIAL_MAMMALS,12302,NA,iucn,0,0,NA,NA,NA,NA,0
Fis-22777,LC,Katsuwonus pelamis,170310,Stable,LC,TUNAS_BILLFISHES,170310,NA,iucn,0,0,GNR,SNR,NA,NA,0
Fis-133251,LC,Scomber colias,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
Fis-29507,LC,Scomber japonicus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,GNR,SNR,NA,NA,0
Fis-22832,NT,Thunnus alalunga,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,NA,iucn,0.2,-0.5,GNR,SNR,NA,NA,0.2
Fis-22836,VU,Thunnus obesus,21859,Decreasing,VU,TUNAS_BILLFISHES,21859,NA,iucn,0.4,-0.5,NA,NA,NA,NA,0.4
Fis-123736,LC,Thunnus orientalis,170341,Decreasing,VU,TUNAS_BILLFISHES,170341,NA,iucn,0.4,-0.5,GNR,SNR,NA,NA,0.4
Fis-49220,EN,Thunnus thynnus,170341,Decreasing,VU,TUNAS_BILLFISHES,170341,NA,iucn,0.4,-0.5,NA,NA,NA,NA,0.4
Fis-21631,LC,Sarda chiliensis,170352,Decreasing,LC,TUNAS_BILLFISHES,170352,NA,iucn,0,-0.5,GNR,SNR,NA,NA,0
NA,NA,Euthynnus pelamis,170310,Stable,LC,TUNAS_BILLFISHES,170310,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Scomber pelamides,170310,Stable,LC,TUNAS_BILLFISHES,170310,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Scomber pelamis,170310,Stable,LC,TUNAS_BILLFISHES,170310,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Thynnus vagans,170310,Stable,LC,TUNAS_BILLFISHES,170310,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Germo germon,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,NA,iucn,0.2,-0.5,NA,NA,NA,NA,0.2
NA,NA,Orcynus pacificus,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,NA,iucn,0.2,-0.5,NA,NA,NA,NA,0.2
NA,NA,Scomber alalunga,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,NA,iucn,0.2,-0.5,NA,NA,NA,NA,0.2
NA,NA,Scomber alatunga,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,NA,iucn,0.2,-0.5,NA,NA,NA,NA,0.2
NA,NA,Scomber albicans,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,NA,iucn,0.2,-0.5,NA,NA,NA,NA,0.2
NA,NA,Scomber germo,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,NA,iucn,0.2,-0.5,NA,NA,NA,NA,0.2
NA,NA,Scomber germon,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,NA,iucn,0.2,-0.5,NA,NA,NA,NA,0.2
NA,NA,Thunnus germo,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,NA,iucn,0.2,-0.5,NA,NA,NA,NA,0.2
NA,NA,Thunnus pacificus,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,NA,iucn,0.2,-0.5,NA,NA,NA,NA,0.2
NA,NA,Thynnus alalonga,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,NA,iucn,0.2,-0.5,NA,NA,NA,NA,0.2
NA,NA,Thynnus alalunga,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,NA,iucn,0.2,-0.5,NA,NA,NA,NA,0.2
NA,NA,Thynnus pacificus,21856,Decreasing,NT,TUNAS_BILLFISHES,21856,NA,iucn,0.2,-0.5,NA,NA,NA,NA,0.2
NA,NA,Orcynus schlegelii,170341,Decreasing,VU,TUNAS_BILLFISHES,170341,NA,iucn,0.4,-0.5,NA,NA,NA,NA,0.4
NA,NA,Thunnus saliens,170341,Decreasing,VU,TUNAS_BILLFISHES,170341,NA,iucn,0.4,-0.5,NA,NA,NA,NA,0.4
NA,NA,Thynnus orientalis,170341,Decreasing,VU,TUNAS_BILLFISHES,170341,NA,iucn,0.4,-0.5,NA,NA,NA,NA,0.4
NA,NA,Pelamys chiliensis,170352,Decreasing,LC,TUNAS_BILLFISHES,170352,NA,iucn,0,-0.5,NA,NA,NA,NA,0
NA,NA,Pneumatophorus colias,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Pneumatophorus diego,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Pneumatophorus grex,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Pneumatophorus japonicus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Pneumatophorus japonicus japonicus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Pneumatophorus japonicus marplatensis,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Pneumatophorus peruanus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Scomber capensis,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Scomber dekayi,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Scomber diego,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Scomber gigas,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Scomber gracilis,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Scomber grex,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Scomber janesaba,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Scomber japonicus colias,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Scomber japonicus japonicus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Scomber japonicus marplatensis,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Scomber japonicus peruanus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Scomber joanesaba,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Scomber macrophthalmus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Scomber maculatus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Scomber peruanus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Scomber pneumatophorus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Scomber saba,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Scomber scombrus japonicus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Scomber undulatus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Thunnus mebachi,21859,Decreasing,VU,TUNAS_BILLFISHES,21859,NA,iucn,0.4,-0.5,NA,NA,NA,NA,0.4
NA,NA,Thynnus obesus,21859,Decreasing,VU,TUNAS_BILLFISHES,21859,NA,iucn,0.4,-0.5,NA,NA,NA,NA,0.4
NA,NA,Thynnus sibi,21859,Decreasing,VU,TUNAS_BILLFISHES,21859,NA,iucn,0.4,-0.5,NA,NA,NA,NA,0.4
Fis-50764,NA,Abyssobrotula galatheae,60469175,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-29588,NT,Acipenser medirostris,233,Stable,NT,NA,NA,NA,am,0.8,0,G3,S1N,0.4,0.8,0.2
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0
Fis-29594,LC,Acipenser transmontanus,234,Stable,LC,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0
Fis-26565,NA,Aldrovandia affinis,190356,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-27254,NA,Aldrovandia phalacra,195838,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-29601,NA,Alepisaurus brevirostris,60469186,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-29263,LC,Alepisaurus ferox,154820,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-23899,VU,Alopias vulpinus,39339,Decreasing,VU,NA,NA,NA,am,0.4,-0.5,GNR,SNR,NA,NA,0.4
Fis-131852,LC,Amblyraja hyperborea,63119,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23904,NA,Anoplogaster cornuta,18123960,Unknown,LC,NA,NA,NA,am,0,NA,G5,SNR,0,NA,0
Fis-23905,NA,Antimora rostrata,190385,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-136946,NA,Arctozenus risso,194997,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-32104,LC,Argyropelecus hemigymnus,154998,Stable,LC,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-34848,NA,Aristostomias tittmanni,190353,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-24450,LC,Atherinops affinis,183957,Stable,LC,NA,NA,NA,am,0,0,GNR,SNR,NA,NA,0
Fis-24451,LC,Atractoscion nobilis,183848,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-25456,NA,Avocettina infans,190350,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-27598,NA,Bajacalifornia megalops,15147816,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-28109,NA,Barbantus curvifrons,18155933,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30920,NA,Barbourisia rufa,21110276,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-32457,LC,Bassozetus robustus,154973,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-24308,LC,Bathyraja aleutica,161661,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-24310,DD,Bathyraja interrupta,161402,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-52119,LC,Bathyraja lindbergi,161430,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-24311,LC,Bathyraja parmifera,161471,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-24315,LC,Bathyraja trachura,161375,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-49913,NA,Benthalbella infans,13485675,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-26206,NA,Benthosema suborbitale,15598524,Stable,LC,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-29731,NA,Beryx decadactylus,198578,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-28239,NA,Bolinichthys photothorax,190317,Stable,LC,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-26997,LC,Callorhinchus callorynchus,63107,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23071,VU,Carcharodon carcharias,3855,Unknown,VU,NA,NA,NA,am,0.4,NA,GNR,SNR,NA,NA,0.4
Fis-24482,LC,Caulolatilus princeps,183991,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-53389,NA,Caulophryne jordani,190447,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-50370,NA,Caulophryne polynema,190447,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-50370,NA,Caulophryne polynema,21112867,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-50569,NA,Ceratias uranoscopus,21112879,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-22747,VU,Cetorhinus maximus,4292,Decreasing,VU,NA,NA,NA,am,0.4,-0.5,GNR,SNR,NA,NA,0.4
Fis-29801,NA,Chauliodus sloani,190324,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-52159,NA,Chiasmodon subniger,190109,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30783,LC,Citharichthys fragilis,184042,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-24514,LC,Clinocottus globiceps,155094,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-126093,NA,Conocara salmoneum,15148566,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-48198,LC,Coregonus autumnalis,NA,NA,LC,NA,NA,NA,am,0.7,NA,G5,S1S2,0,0.7,0
Fis-29858,LC,Coregonus sardinella,NA,NA,LC,NA,NA,NA,am,0.4,NA,G5,S3,0,0.4,0
Fis-29358,LC,Coryphaena equiselis,170350,Stable,LC,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-25475,NA,Coryphaenoides armatus,18125776,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-50841,NA,Coryphaenoides leptolepis,15522140,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-25017,LC,Cosmocampus arctus,183353,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-29877,NA,Cryptopsaras couesii,190067,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-32810,NA,Cubiceps caeruleus,190384,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-31240,NA,Cyclothone acclinidens,18252612,Stable,LC,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-29880,NA,Cyclothone braueri,198757,Stable,LC,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-23454,NA,Cyclothone microdon,190133,Stable,LC,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-23454,NA,Cyclothone microdon,194902,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-32102,NA,Cyclothone pallida,18252619,Stable,LC,NA,NA,NA,am,0,0,GNR,SNR,NA,NA,0
Fis-32103,NA,Cyclothone pseudopallida,18252629,Stable,LC,NA,NA,NA,am,0,0,GNR,SNR,NA,NA,0
Fis-33181,NA,Cyema atrum,18227109,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-29881,LC,Cymatogaster aggregata,192929,Stable,LC,NA,NA,NA,am,0,0,G5,SNR,0,NA,0
Fis-28451,NA,Decapterus muroadsi,20431538,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-32362,LC,Derichthys serpentinus,155093,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-33804,NA,Diceratias pileatus,190089,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-26531,NA,Diogenichthys atlanticus,198614,Stable,LC,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-27275,NA,Diretmoides pauciradiatus,21110056,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-32809,NT,Discopyge tschudii,44993,Decreasing,NT,NA,NA,NA,am,0.2,-0.5,NA,NA,NA,NA,0.2
Fis-139531,NA,Dolopichthys allector,42830260,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-50449,NA,Dolopichthys longicornis,190278,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-27300,NA,Dysomma brevirostre,194989,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-33821,NA,Echiostoma barbatum,18256560,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-31237,NA,Ectreposebastes imus,15622831,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23484,NA,Electrona risso,198615,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-29948,LC,Engraulis mordax,183856,Stable,LC,NA,NA,NA,am,0,0,GNR,SNR,NA,NA,0
Fis-48258,NA,Entosphenus tridentatus,NA,NA,NA,NA,NA,NA,am,0,NA,G4,S5,0.2,0,NA
Fis-24555,LC,Eopsetta jordani,154977,Stable,LC,NA,NA,NA,am,0,0,GNR,SNR,NA,NA,0
Fis-24609,NA,Eumecichthys fiski,190107,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-31004,NA,Eurypharynx pelecanoides,18227119,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-49902,NA,Evermannella indica,13462713,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30017,NA,Exocoetus obtusirostris,190163,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-25233,VU,Galeorhinus galeus,39352,Decreasing,VU,NA,NA,NA,am,0.4,-0.5,GNR,SNR,NA,NA,0.4
Fis-30039,LC,Gasterosteus aculeatus,8951,Stable,LC,NA,NA,NA,am,0,0,G5,S5,0,0,0
Fis-30039,LC,Gasterosteus aculeatus,8951,Stable,LC,NA,NA,NA,am,0.6,0,G5T2,S2,NA,0.6,0
Fis-23135,NT,Genyonemus lineatus,154755,Decreasing,NT,NA,NA,NA,am,0.2,-0.5,GNR,SNR,NA,NA,0.2
Fis-30042,NA,Gibbonsia metzi,178917,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-30043,NA,Gibbonsia montereyensis,178902,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-13152,NA,Guentherus altivela,13462250,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-50614,NA,Haplophryne mollis,60470770,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-31217,LC,Harriotta raleighana,60140,Stable,LC,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-24768,LC,Hemilepidotus papilio,154722,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-27984,NA,Herwigia kreffti,15148858,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-34782,NA,Heterophotus ophistoma,21133028,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23157,NT,Hexanchus griseus,10030,Unknown,NT,NA,NA,NA,am,0.2,NA,GNR,SNR,NA,NA,0.2
Fis-35686,LC,Hippoglossina macrops,183761,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-28112,NA,Holtbyrnia innesi,21104612,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-31166,NA,Hoplostethus mediterraneus,198579,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-34831,NA,Howella brodiei,20665743,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-24068,LC,Hydrolagus colliei,60191,Stable,LC,NA,NA,NA,am,0,0,GNR,SNR,NA,NA,0
Fis-25165,NA,Hygophum reinhardtii,15598887,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-24699,LC,Hypsopsetta guttulata,NA,NA,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30824,LC,Icelinus filamentosus,155216,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-33178,NA,Ilyophis brunneus,199068,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-58485,VU,Isurus oxyrinchus,39341,Decreasing,VU,NA,NA,NA,am,0.4,-0.5,GNR,SNR,NA,NA,0.4
Fis-29423,VU,Isurus paucus,60225,Decreasing,VU,NA,NA,NA,am,0.4,-0.5,NA,NA,NA,NA,0.4
Fis-50466,NA,Kali macrura,60471825,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-120470,LC,Kuronezumia bubonis,154969,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-29426,LC,Lamna ditropis,39342,Stable,LC,NA,NA,NA,am,0,0,GNR,SNR,NA,NA,0
Fis-52896,LC,Lampanyctus jordani,154674,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-48267,LC,Lampetra ayresii,202625,Unknown,LC,NA,NA,NA,am,0.2,NA,G4,S4,0.2,0.2,0
Fis-23580,NA,Lampris guttatus,195038,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-27226,NA,Lamprogrammus brunswigi,60471877,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-33227,NA,Leptochilichthys agassizii,15601934,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30832,NA,Leptocottus armatus,202670,Stable,LC,NA,NA,NA,am,0,0,G5,SNR,0,NA,0
Fis-28135,LC,Lestidiops ringens,154635,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-63912,LC,Lethenteron camtschaticum,135719,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-50633,NA,Linophryne pennibarbata,21112898,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-24741,LC,Liopsetta glacialis,135574,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23605,NA,Lobianchia gemellarii,190425,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-49079,NA,Lophodolos acanthognathus,190157,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-50465,LC,Lophodolos indicus,154698,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30255,NA,Luvarus imperialis,190116,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-30261,LC,Lycodes jugoricus,154953,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-24759,LC,Lyopsetta exilis,154845,Stable,LC,NA,NA,NA,am,0,0,GNR,SNR,NA,NA,0
Fis-22897,LC,Macroramphosus scolopax,155030,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-47643,NA,Magnisudis atlantica,13485635,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-33790,NA,Malacosteus niger,190149,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-34595,NA,Maulisia argipalla,57453720,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-24766,LC,Medialuna californiensis,183618,Stable,LC,NA,NA,NA,am,0,0,GNR,SNR,NA,NA,0
Fis-50301,NA,Melamphaes simus,21132822,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-64697,NA,Melanocetus johnsonii,18127840,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-50380,NA,Melanocetus murrayi,42830239,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-139729,NA,Melanolagus bericoides,190485,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-34827,NA,Melanostomias bartonbeani,18257303,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-49729,NA,Mentodus facilis,60479648,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-22908,LC,Merluccius productus,183411,Unknown,LC,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-50469,NA,Microlophichthys microlophus,42830277,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23637,NA,Microstoma microstoma,198628,Unknown,LC,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
