am_sid,iucn_sid,map_iucn_sid,map_subpop,sciname,spp_group,spatial_source,cat_code,cat_score,pop_trend,trend_score
Fis-54508,155322,NA,NA,Plectrogenium nanum,NA,am,LC,0,unknown,NA
Fis-52119,161430,161430,NA,Bathyraja lindbergi,CHONDRICHTHYES,am,LC,0,stable,0
Fis-28825,161486,161486,NA,Bathyraja spinosissima,CHONDRICHTHYES,am,LC,0,unknown,NA
Fis-52110,161594,161594,NA,Bathyraja violacea,CHONDRICHTHYES,am,DD,NA,NA,NA
Fis-20033,161731,161731,NA,Pteroplatytrygon violacea,CHONDRICHTHYES,am,LC,0,unknown,NA
W-Msc-342190,162562,NA,NA,Heteroteuthis hawaiiensis,NA,am,DD,NA,NA,NA
W-Msc-139424,162906,NA,NA,Helicocranchia pfefferi,NA,am,DD,NA,NA,NA
SLB-71435,162909,NA,NA,Egea inermis,NA,am,LC,0,unknown,NA
SLB-71429,162910,NA,NA,Chtenopteryx sicula,NA,am,DD,NA,NA,NA
W-Msc-342313,162926,NA,NA,Eucleoteuthis luminosa,NA,am,LC,0,unknown,NA
W-Msc-410348,162939,NA,NA,Cirrothauma magna,NA,am,DD,NA,NA,NA
W-Msc-181386,162941,NA,NA,Cranchia scabra,NA,am,LC,0,unknown,NA
SLB-71450,162948,NA,NA,Liguriella podophthalma,NA,am,DD,NA,NA,NA
SLB-71523,162950,NA,NA,Gonatus onyx,NA,am,LC,0,unknown,NA
W-Msc-138849,162986,NA,NA,Japetella diaphana,NA,am,LC,0,unknown,NA
W-Msc-141962,162988,NA,NA,Vitreledonella richardi,NA,am,LC,0,unknown,NA
SLB-71492,163063,NA,NA,Abraliopsis hoylei,NA,am,DD,NA,NA,NA
W-Msc-342092,163065,NA,NA,Opisthoteuthis californiana,NA,am,DD,NA,NA,NA
W-Msc-342386,163067,NA,NA,Sandalops melancholicus,NA,am,DD,NA,NA,NA
W-Msc-138803,163080,NA,NA,Argonauta argo,NA,am,LC,0,unknown,NA
W-Msc-342242,163089,NA,NA,Pyroteuthis addolux,NA,am,LC,0,unknown,NA
SLB-71490,163094,NA,NA,Abraliopsis felis,NA,am,LC,0,unknown,NA
W-Msc-138852,163095,NA,NA,Brachioteuthis riisei,NA,am,DD,NA,NA,NA
W-Msc-181382,163163,NA,NA,Ommastrephes bartramii,NA,am,LC,0,unknown,NA
SLB-70957,163207,NA,NA,Haliphron atlanticus,NA,am,LC,0,unknown,NA
W-Msc-341818,163218,NA,NA,Liocranchia reinhardti,NA,am,LC,0,unknown,NA
W-Msc-141680,163228,NA,NA,Thysanoteuthis rhombus,NA,am,LC,0,unknown,NA
SLB-71509,163247,NA,NA,Berryteuthis anonychus,NA,am,LC,0,unknown,NA
SLB-71465,163256,NA,NA,Discoteuthis discus,NA,am,LC,0,unknown,NA
W-Msc-140609,163267,NA,NA,Taningia danae,NA,am,LC,0,unknown,NA
W-Msc-342337,163294,NA,NA,Hyaloteuthis pelagica,NA,am,LC,0,unknown,NA
W-Msc-139422,163338,NA,NA,Bathothauma lyromma,NA,am,LC,0,unknown,NA
W-Msc-181379,163347,NA,NA,Octopoteuthis sicula,NA,am,DD,NA,NA,NA
W-Msc-157031,163353,NA,NA,Pyroteuthis margaritifera,NA,am,LC,0,unknown,NA
W-Msc-140649,163375,NA,NA,Onychoteuthis banksii,NA,am,DD,NA,NA,NA
Fis-138631,165701,165701,NA,Prognathodes falcifer,BUTTERFLYFISH,am,LC,0,unknown,NA
Fis-22735,170331,170331,NA,Acanthocybium solandri,TUNAS_BILLFISHES,am,LC,0,stable,0
Fis-22739,170344,170344,NA,Auxis thazard,TUNAS_BILLFISHES,am,LC,0,stable,0
Fis-29358,170350,NA,NA,Coryphaena equiselis,NA,am,LC,0,stable,0
Fis-22738,170355,170355,NA,Auxis rochei,TUNAS_BILLFISHES,am,LC,0,stable,0
SLB-71422,176066,NA,NA,Chiroteuthis veranyi,NA,am,LC,0,unknown,NA
SLB-71510,176070,NA,NA,Berryteuthis magister,NA,am,LC,0,unknown,NA
W-Msc-341869,176079,NA,NA,Stigmatoteuthis dofleini,NA,am,LC,0,unknown,NA
W-Msc-342067,176085,NA,NA,Todarodes pacificus,NA,am,LC,0,unknown,NA
Fis-30668,178105,NA,NA,Sphyraena argentea,NA,am,LC,0,unknown,NA
Fis-30043,178902,NA,NA,Gibbonsia montereyensis,NA,am,LC,0,unknown,NA
Fis-30042,178917,NA,NA,Gibbonsia metzi,NA,am,LC,0,unknown,NA
Fis-29645,183283,183283,NA,Pronotogrammus multifasciatus,MARINEFISH_PART_1,am,LC,0,unknown,NA
Fis-23215,183337,NA,NA,Peprilus simillimus,NA,am,LC,0,unknown,NA
Fis-30867,183346,NA,NA,Pleuronichthys ritteri,NA,am,LC,0,unknown,NA
Fis-25017,183353,NA,NA,Cosmocampus arctus,NA,am,LC,0,unknown,NA
Fis-24832,183355,NA,NA,Ophidion scrippsae,NA,am,LC,0,unknown,NA
Fis-22908,183411,NA,NA,Merluccius productus,NA,am,LC,0,unknown,NA
Fis-24699,183514,NA,NA,Pleuronichthys guttulatus,NA,am,LC,0,unknown,NA
Fis-26911,183593,NA,NA,Porichthys margaritatus,NA,am,LC,0,unknown,NA
Fis-24766,183618,NA,NA,Medialuna californiensis,NA,am,LC,0,stable,0
Fis-30868,183696,NA,NA,Pleuronichthys verticalis,NA,am,LC,0,unknown,NA
Fis-30514,183724,NA,NA,Porichthys notatus,NA,am,LC,0,unknown,NA
Fis-22970,183729,NA,NA,Trachurus symmetricus,NA,am,LC,0,unknown,NA
Fis-30655,183750,NA,NA,Seriphus politus,NA,am,LC,0,unknown,NA
Fis-35686,183761,NA,NA,Hippoglossina macrops,NA,am,LC,0,unknown,NA
Fis-24451,183848,NA,NA,Atractoscion nobilis,NA,am,LC,0,unknown,NA
Fis-29948,183856,NA,NA,Engraulis mordax,NA,am,LC,0,stable,0
Fis-24925,183926,NA,NA,Quietula y-cauda,NA,am,LC,0,unknown,NA
Fis-24450,183957,NA,NA,Atherinops affinis,NA,am,LC,0,stable,0
Fis-24482,183991,NA,NA,Caulolatilus princeps,NA,am,LC,0,unknown,NA
Fis-30783,184042,NA,NA,Citharichthys fragilis,NA,am,LC,0,unknown,NA
Fis-54081,184056,NA,NA,Sardinops sagax ssp. sagax,NA,am,LC,0,unknown,NA
Fis-24354,184099,NA,NA,Spirinchus thaleichthys,NA,am,LC,0,unknown,NA
ITS-660110,185038,185038,NA,Pentacheles laevis,LOBSTERS,am,LC,0,stable,0
ITS-660111,185061,185061,NA,Pentacheles snyderi,LOBSTERS,am,LC,0,unknown,NA
SLB-173556,185064,185064,NA,Stereomastis auriculata,LOBSTERS,am,LC,0,unknown,NA
SLB-184805,185067,185067,NA,Polycheles tanneri,LOBSTERS,am,LC,0,unknown,NA
Fis-53989,187583,187583,NA,Bodianus cylindriatus,WRASSE,am,LC,0,unknown,NA
Fis-29877,190067,NA,NA,Cryptopsaras couesii,NA,am,LC,0,unknown,NA
Fis-33804,190089,NA,NA,Diceratias pileatus,NA,am,LC,0,unknown,NA
Fis-24609,190107,NA,NA,Eumecichthys fiski,NA,am,LC,0,unknown,NA
Fis-52159,190109,NA,NA,Chiasmodon subniger,NA,am,LC,0,unknown,NA
Fis-30255,190116,NA,NA,Luvarus imperialis,NA,am,LC,0,unknown,NA
Fis-23454,190133,NA,NA,Cyclothone microdon,NA,am,LC,0,stable,0
Fis-31235,190147,NA,NA,Searsia koefoedi,NA,am,LC,0,unknown,NA
Fis-33790,190149,NA,NA,Malacosteus niger,NA,am,LC,0,unknown,NA
Fis-49079,190157,NA,NA,Lophodolos acanthognathus,NA,am,LC,0,unknown,NA
Fis-30017,190163,NA,NA,Exocoetus obtusirostris,NA,am,LC,0,unknown,NA
Fis-34615,190217,NA,NA,Platytroctes apus,NA,am,LC,0,unknown,NA
Fis-25469,190239,NA,NA,Poromitra crassiceps,NA,am,LC,0,unknown,NA
Fis-25178,190261,NA,NA,Notolychnus valdiviae,NA,am,LC,0,stable,0
Fis-34410,190264,NA,NA,Rouleina maderensis,NA,am,LC,0,unknown,NA
Fis-50449,190278,NA,NA,Dolopichthys longicornis,NA,am,LC,0,unknown,NA
Fis-23582,190287,NA,NA,Lepidocybium flavobrunneum,NA,am,LC,0,unknown,NA
Fis-34206,190298,NA,NA,Photostylus pycnopterus,NA,am,LC,0,unknown,NA
Fis-64212,190315,NA,NA,Serrivomer beanii,NA,am,LC,0,unknown,NA
Fis-49922,190316,NA,NA,Scopelarchus analis,NA,am,LC,0,unknown,NA
Fis-28239,190317,NA,NA,Bolinichthys photothorax,NA,am,LC,0,stable,0
Fis-29801,190324,NA,NA,Chauliodus sloani,NA,am,LC,0,unknown,NA
Fis-23893,190346,NA,NA,Zu cristatus,NA,am,LC,0,unknown,NA
Fis-25456,190350,NA,NA,Avocettina infans,NA,am,LC,0,unknown,NA
Fis-34848,190353,NA,NA,Aristostomias tittmanni,NA,am,LC,0,unknown,NA
Fis-26565,190356,NA,NA,Aldrovandia affinis,NA,am,LC,0,unknown,NA
Fis-30575,190378,NA,NA,Regalecus glesne,NA,am,LC,0,unknown,NA
Fis-32810,190384,NA,NA,Cubiceps caeruleus,NA,am,LC,0,unknown,NA
Fis-23905,190385,NA,NA,Antimora rostrata,NA,am,LC,0,unknown,NA
Fis-26349,190403,NA,NA,Polyacanthonotus challengeri,NA,am,LC,0,unknown,NA
Fis-23639,190422,NA,NA,Mola mola,NA,am,VU,0.4,decreasing,-0.5
Fis-23605,190425,NA,NA,Lobianchia gemellarii,NA,am,LC,0,unknown,NA
Fis-30588,190432,NA,NA,Ruvettus pretiosus,NA,am,LC,0,stable,0
Fis-53389,190447,NA,NA,Caulophryne jordani,NA,am,LC,0,unknown,NA
Fis-23192,190452,NA,NA,Naucrates ductor,NA,am,LC,0,stable,0
Fis-136019,190464,190464,NA,Lagocephalus lagocephalus,PUFFERFISH,am,LC,0,unknown,NA
Fis-139729,190485,NA,NA,Melanolagus bericoides,NA,am,LC,0,unknown,NA
Fis-29881,192929,NA,NA,Cymatogaster aggregata,NA,am,LC,0,stable,0
Fis-27300,194989,NA,NA,Dysomma brevirostre,NA,am,LC,0,unknown,NA
Fis-136946,194997,NA,NA,Arctozenus risso,NA,am,LC,0,unknown,NA
Fis-23580,195038,NA,NA,Lampris guttatus,NA,am,LC,0,unknown,NA
Fis-29523,195097,NA,NA,Seriola lalandi,NA,am,LC,0,stable,0
Fis-27254,195838,NA,NA,Aldrovandia phalacra,NA,am,LC,0,unknown,NA
Fis-30362,195852,NA,NA,Notacanthus chemnitzii,NA,am,LC,0,unknown,NA
Fis-24017,196019,NA,NA,Eptatretus deani,NA,am,DD,NA,NA,NA
Fis-131623,196032,NA,NA,Eptatretus mcconnaugheyi,NA,am,DD,NA,NA,NA
Fis-24018,196044,NA,NA,Eptatretus stoutii,NA,am,DD,NA,NA,NA
Fis-32714,196052,NA,NA,Myxine circifrons,NA,am,LC,0,unknown,NA
Fis-131582,196058,NA,NA,Myxine hubbsi,NA,am,LC,0,unknown,NA
Fis-29731,198578,NA,NA,Beryx decadactylus,NA,am,LC,0,unknown,NA
Fis-31166,198579,NA,NA,Hoplostethus mediterraneus,NA,am,LC,0,unknown,NA
Fis-26531,198614,NA,NA,Diogenichthys atlanticus,NA,am,LC,0,stable,0
Fis-23484,198615,NA,NA,Electrona risso,NA,am,LC,0,unknown,NA
Fis-23637,198628,NA,NA,Microstoma microstoma,NA,am,LC,0,unknown,NA
Fis-24929,198650,NA,NA,Remora australis,NA,am,LC,0,stable,0
Fis-23759,198651,NA,NA,Remora remora,NA,am,LC,0,stable,0
Fis-30711,198716,NA,NA,Tetragonurus cuvieri,NA,am,LC,0,stable,0
Fis-29880,198757,NA,NA,Cyclothone braueri,NA,am,LC,0,stable,0
Fis-23888,198758,NA,NA,Vinciguerria attenuata,NA,am,LC,0,unknown,NA
Fis-33178,199068,NA,NA,Ilyophis brunneus,NA,am,LC,0,unknown,NA
Fis-32379,199187,NA,NA,Stemonidium hypomelas,NA,am,LC,0,unknown,NA
Fis-26350,199249,NA,NA,Histiobranchus bathybius,NA,am,DD,NA,NA,NA
Fis-22922,202413,NA,NA,Osmerus mordax,NA,am,LC,0,unknown,NA
Fis-22963,202415,NA,NA,Thaleichthys pacificus,NA,am,LC,0,unknown,NA
Fis-48267,202625,NA,NA,Lampetra ayresii,NA,am,LC,0,unknown,NA
Fis-30832,202670,NA,NA,Leptocottus armatus,NA,am,LC,0,stable,0
Fis-13152,13462250,NA,NA,Guentherus altivela,NA,am,LC,0,unknown,NA
Fis-49902,13462713,NA,NA,Evermannella melanoderma,NA,am,LC,0,unknown,NA
Fis-49909,13462731,NA,NA,Odontostomops normalops,NA,am,LC,0,unknown,NA
Fis-47643,13485635,NA,NA,Magnisudis atlantica,NA,am,LC,0,unknown,NA
Fis-49913,13485675,NA,NA,Benthalbella infans,NA,am,LC,0,unknown,NA
Fis-27598,15147816,NA,NA,Bajacalifornia megalops,NA,am,LC,0,unknown,NA
Fis-126093,15148566,NA,NA,Conocara salmoneum,NA,am,LC,0,unknown,NA
Fis-27984,15148858,NA,NA,Herwigia kreffti,NA,am,LC,0,unknown,NA
Fis-26352,15149121,NA,NA,Rouleina attrita,NA,am,LC,0,unknown,NA
Fis-50841,15522140,NA,NA,Coryphaenoides leptolepis,NA,am,LC,0,unknown,NA
Fis-26206,15598524,NA,NA,Benthosema suborbitale,NA,am,LC,0,stable,0
Fis-25165,15598887,NA,NA,Hygophum reinhardtii,NA,am,LC,0,unknown,NA
Fis-24154,15601872,NA,NA,Notoscopelus resplendens,NA,am,LC,0,stable,0
Fis-32350,15601909,NA,NA,Neoscopelus macrolepidotus,NA,am,LC,0,unknown,NA
Fis-33227,15601934,NA,NA,Leptochilichthys agassizii,NA,am,LC,0,unknown,NA
Fis-31237,15622831,NA,NA,Ectreposebastes imus,NA,am,LC,0,unknown,NA
Fis-30341,16509242,NA,NA,Nealotus tripes,NA,am,LC,0,stable,0
Fis-25421,16509297,NA,NA,Promethichthys prometheus,NA,am,LC,0,stable,0
Fis-23904,18123960,NA,NA,Anoplogaster cornuta,NA,am,LC,0,unknown,NA
Fis-25475,18125776,NA,NA,Coryphaenoides armatus,NA,am,LC,0,unknown,NA
Fis-31020,18127741,NA,NA,Ceratias holboelli,NA,am,LC,0,unknown,NA
Fis-64697,18127840,NA,NA,Melanocetus johnsonii,NA,am,LC,0,unknown,NA
Fis-50491,18128749,NA,NA,Oneirodes eschrichtii,NA,am,LC,0,unknown,NA
Fis-27245,18139045,NA,NA,Spectrunculus grandis,NA,am,LC,0,unknown,NA
Fis-26351,18140291,NA,NA,Narcetes stomias,NA,am,LC,0,stable,0
Fis-32336,18155920,NA,NA,Opisthoproctus soleatus,NA,am,LC,0,unknown,NA
Fis-28109,18155933,NA,NA,Barbantus curvifrons,NA,am,LC,0,unknown,NA
Fis-32421,18158583,NA,NA,Nesiarchus nasutus,NA,am,LC,0,stable,0
Fis-57570,18180983,NA,NA,Pachycara bulbiceps,NA,am,LC,0,unknown,NA
Fis-33181,18227109,NA,NA,Cyema atrum,NA,am,LC,0,unknown,NA
Fis-31004,18227119,NA,NA,Eurypharynx pelecanoides,NA,am,LC,0,unknown,NA
Fis-31240,18252612,NA,NA,Cyclothone acclinidens,NA,am,LC,0,stable,0
Fis-32102,18252619,NA,NA,Cyclothone pallida,NA,am,LC,0,stable,0
Fis-32103,18252629,NA,NA,Cyclothone pseudopallida,NA,am,LC,0,stable,0
Fis-32330,18253296,NA,NA,Sternoptyx diaphana,NA,am,LC,0,unknown,NA
Fis-28170,18253303,NA,NA,Valenciennellus tripunctulatus,NA,am,LC,0,unknown,NA
Fis-33821,18256560,NA,NA,Echiostoma barbatum,NA,am,LC,0,unknown,NA
Fis-34827,18257303,NA,NA,Melanostomias bartonbeani,NA,am,LC,0,unknown,NA
Fis-28178,18257501,NA,NA,Rhadinesthes decimus,NA,am,LC,0,unknown,NA
Fis-24899,19014407,NA,NA,Platichthys stellatus,NA,am,LC,0,stable,0
Fis-28451,20431538,NA,NA,Decapterus muroadsi,NA,am,LC,0,unknown,NA
Fis-49921,20662028,NA,NA,Scopelarchoides danae,NA,am,LC,0,unknown,NA
Fis-28112,21104612,NA,NA,Holtbyrnia innesi,NA,am,LC,0,unknown,NA
Fis-27275,21110056,NA,NA,Diretmoides pauciradiatus,NA,am,LC,0,unknown,NA
Fis-30920,21110276,NA,NA,Barbourisia rufa,NA,am,LC,0,unknown,NA
Fis-50370,21112867,NA,NA,Caulophryne polynema,NA,am,LC,0,unknown,NA
Fis-50569,21112879,NA,NA,Ceratias uranoscopus,NA,am,LC,0,unknown,NA
Fis-50633,21112898,NA,NA,Linophryne pennibarbata,NA,am,LC,0,unknown,NA
Fis-50301,21132822,NA,NA,Melamphaes simus,NA,am,LC,0,unknown,NA
Fis-34782,21133028,NA,NA,Heterophotus ophistoma,NA,am,LC,0,unknown,NA
Fis-49750,21133058,NA,NA,Neonesthes microcephalus,NA,am,LC,0,unknown,NA
ITS-175160,22680409,22680409,NA,Somateria spectabilis,BOTW_marine,am,LC,0,decreasing,-0.5
ITS-175153,22680415,22680415,NA,Polysticta stelleri,BOTW_marine,am,VU,0.4,decreasing,-0.5
ITS-660062,22694218,22694218,NA,Catharacta maccormicki,BOTW_marine,am,LC,0,stable,0
ITS-176793,22694245,22694245,NA,Stercorarius parasiticus,BOTW_marine,am,LC,0,stable,0
ITS-176794,22694251,22694251,NA,Stercorarius longicaudus,BOTW_marine,am,LC,0,stable,0
ITS-176808,22694343,22694343,NA,Larus hyperboreus,BOTW_marine,am,LC,0,stable,0
ITS-176811,22694346,22694346,NA,Larus glaucoides,BOTW_marine,am,LC,0,stable,0
ITS-176866,22694479,22694479,NA,Xema sabini,BOTW_marine,am,LC,0,stable,0
ITS-176931,22694552,22694552,NA,Thalasseus elegans,BOTW_marine,am,NT,0.2,stable,0
ITS-176890,22694629,22694629,NA,Sterna paradisaea,BOTW_marine,am,LC,0,decreasing,-0.5
ITS-176887,22694646,22694646,NA,Sterna forsteri,BOTW_marine,am,LC,0,increasing,0.5
ITS-824103,22694716,22694716,NA,Onychoprion aleuticus,BOTW_marine,am,LC,0,stable,0
ITS-177021,22694918,22694918,NA,Aethia pygmaea,BOTW_marine,am,LC,0,decreasing,-0.5
ITS-174728,22696887,22696887,NA,Phalacrocorax urile,BOTW_marine,am,LC,0,decreasing,-0.5
ITS-174684,22697611,22697611,NA,Pelecanus erythrorhynchos,BOTW_marine,am,LC,0,increasing,0.5
ITS-174763,22697724,22697724,NA,Fregata magnificens,BOTW_marine,am,LC,0,increasing,0.5
ITS-174594,22697852,22697852,NA,Macronectes giganteus,BOTW_marine,am,LC,0,increasing,0.5
ITS-174550,22698175,22698175,NA,Ardenna pacifica,BOTW_marine,am,LC,0,decreasing,-0.5
ITS-174525,22698305,22698305,NA,Diomedea exulans,BOTW_marine,am,VU,0.4,decreasing,-0.5
ITS-554453,22698375,22698375,NA,Thalassarche melanophris,BOTW_marine,am,NT,0.2,decreasing,-0.5
ITS-175163,22724836,22724836,NA,Melanitta fusca,BOTW_marine,am,VU,0.4,decreasing,-0.5
ITS-175171,22724879,22724879,NA,Melanitta nigra,BOTW_marine,am,LC,0,unknown,NA
Fis-50380,42830239,NA,NA,Melanocetus murrayi,NA,am,LC,0,unknown,NA
Fis-139531,42830260,NA,NA,Dolopichthys allector,NA,am,LC,0,unknown,NA
Fis-50469,42830277,NA,NA,Microlophichthys microlophus,NA,am,LC,0,unknown,NA
Fis-50636,42830286,NA,NA,Photocorynus spiniceps,NA,am,LC,0,unknown,NA
Fis-34595,57453720,NA,NA,Maulisia argipalla,NA,am,LC,0,unknown,NA
Fis-50764,60469175,NA,NA,Abyssobrotula galatheae,NA,am,LC,0,unknown,NA
Fis-29601,60469186,NA,NA,Alepisaurus brevirostris,NA,am,LC,0,unknown,NA
Fis-132165,60469264,NA,NA,Bassozetus levistomatus,NA,am,LC,0,unknown,NA
Fis-143859,60469615,NA,NA,Caulophryne pelagica,NA,am,DD,NA,NA,NA
Fis-50462,60470361,NA,NA,Dolopichthys pullatus,NA,am,DD,NA,NA,NA
Fis-50600,60470687,NA,NA,Gigantactis vanhoeffeni,NA,am,DD,NA,NA,NA
Fis-50614,60470770,NA,NA,Haplophryne mollis,NA,am,LC,0,unknown,NA
Fis-50466,60471825,NA,NA,Kali macrura,NA,am,LC,0,unknown,NA
Fis-112702,60471850,NA,NA,Laemonema robustum,NA,am,DD,NA,NA,NA
Fis-27226,60471877,NA,NA,Lamprogrammus brunswigi,NA,am,LC,0,unknown,NA
Fis-50635,60472409,NA,NA,Linophryne racemifera,NA,am,DD,NA,NA,NA
Fis-33155,60477122,NA,NA,Melamphaes longivelis,NA,am,DD,NA,NA,NA
Fis-51000,60477337,NA,NA,Melamphaes polylepis,NA,am,DD,NA,NA,NA
Fis-49729,60479648,NA,NA,Mentodus facilis,NA,am,LC,0,unknown,NA
Fis-168166,60482374,NA,NA,Pentherichthys atratus,NA,am,LC,0,unknown,NA
Fis-139713,60482562,NA,NA,Phyllorhinichthys micractis,NA,am,LC,0,unknown,NA
Fis-150167,60483137,NA,NA,Regalecus russelii,NA,am,LC,0,unknown,NA
Fis-30919,60483273,NA,NA,Rondeletia loricata,NA,am,LC,0,unknown,NA
ITS-176824,62030608,62030608,NA,Larus argentatus,BOTW_marine,am,LC,0,decreasing,-0.5
Fis-29704,65134524,NA,NA,Aulorhynchus flavidus,NA,am,LC,0,unknown,NA
Fis-30693,65374916,NA,NA,Syngnathus leptorhynchus,NA,am,LC,0,unknown,NA
Fis-27745,67899637,NA,NA,Ostichthys kaianus,NA,am,LC,0,unknown,NA
Fis-55752,69743659,NA,NA,Chascanopsetta prorigera,NA,am,LC,0,unknown,NA
Fis-47586,69778452,NA,NA,Parabothus coarctatus,NA,am,LC,0,unknown,NA
ITS-96967,NA,NA,NA,Pandalus borealis,NA,am,NE,NA,NA,NA
Fis-22919,NA,NA,NA,Oncorhynchus mykiss,NA,am,NE,NA,NA,NA
Fis-22915,NA,NA,NA,Oncorhynchus gorbuscha,NA,am,NE,NA,NA,NA
Fis-22916,NA,NA,NA,Oncorhynchus keta,NA,am,NE,NA,NA,NA
Fis-22921,NA,NA,NA,Oncorhynchus tshawytscha,NA,am,NE,NA,NA,NA
Fis-22917,NA,NA,NA,Oncorhynchus kisutch,NA,am,NE,NA,NA,NA
Fis-22900,NA,NA,NA,Mallotus villosus,NA,am,NE,NA,NA,NA
Fis-22880,NA,NA,NA,Hypomesus pretiosus,NA,am,NE,NA,NA,NA
Fis-22864,NA,NA,NA,Cololabis saira,NA,am,NE,NA,NA,NA
Fis-29393,NA,NA,NA,Gadus macrocephalus,NA,am,NE,NA,NA,NA
Fis-22874,NA,NA,NA,Eleginus gracilis,NA,am,NE,NA,NA,NA
Fis-22964,NA,NA,NA,Theragra chalcogramma,NA,am,NE,NA,NA,NA
Fis-23014,NA,NA,NA,Arctoscopus japonicus,NA,am,NE,NA,NA,NA
Fis-23264,NA,NA,NA,Sebastes entomelas,NA,am,NE,NA,NA,NA
Fis-23265,NA,NA,NA,Sebastes flavidus,NA,am,NE,NA,NA,NA
Fis-23262,NA,NA,NA,Sebastes alutus,NA,am,NE,NA,NA,NA
Fis-29457,NA,NA,NA,Ophiodon elongatus,NA,am,NE,NA,NA,NA
Fis-22996,NA,NA,NA,Anoplopoma fimbria,NA,am,NE,NA,NA,NA
Fis-29418,NA,NA,NA,Hippoglossus stenolepis,NA,am,NE,NA,NA,NA
Fis-23237,NA,NA,NA,Reinhardtius hippoglossoides,NA,am,NE,NA,NA,NA
Fis-23030,NA,NA,NA,Atheresthes stomias,NA,am,NE,NA,NA,NA
Fis-29299,NA,NA,NA,Atheresthes evermanni,NA,am,NE,NA,NA,NA
Fis-29417,NA,NA,NA,Hippoglossoides elassodon,NA,am,NE,NA,NA,NA
Fis-11256,NA,NA,NA,Limanda aspera,NA,am,NE,NA,NA,NA
Fis-153539,NA,NA,NA,Clupea pallasii pallasii,NA,am,NE,NA,NA,NA
Fis-23635,NA,NA,NA,Microgadus proximus,NA,am,NE,NA,NA,NA
Fis-30085,NA,NA,NA,Halargyreus johnsonii,NA,am,NE,NA,NA,NA
Fis-24151,NA,NA,NA,Nomeus gronovii,NA,am,NE,NA,NA,NA
Fis-48258,NA,NA,NA,Entosphenus tridentatus,NA,am,NE,NA,NA,NA
Fis-156254,NA,NA,NA,Oncorhynchus clarkii,NA,am,NE,NA,NA,NA
Fis-24332,NA,NA,NA,Salvelinus malma,NA,am,NE,NA,NA,NA
Fis-23897,NA,NA,NA,Allosmerus elongatus,NA,am,NE,NA,NA,NA
Fis-24353,NA,NA,NA,Spirinchus starksi,NA,am,NE,NA,NA,NA
Fis-29725,NA,NA,NA,Leuroglossus stilbius,NA,am,NE,NA,NA,NA
Fis-30273,NA,NA,NA,Macropinna microstoma,NA,am,NE,NA,NA,NA
Fis-30707,NA,NA,NA,Tactostoma macropus,NA,am,NE,NA,NA,NA
Fis-29800,NA,NA,NA,Chauliodus macouni,NA,am,NE,NA,NA,NA
Fis-23929,NA,NA,NA,Benthalbella dentata,NA,am,NE,NA,NA,NA
Fis-23950,NA,NA,NA,Ceratoscopelus townsendi,NA,am,NE,NA,NA,NA
Fis-24003,NA,NA,NA,Diogenichthys laternatus,NA,am,NE,NA,NA,NA
Fis-149472,NA,NA,NA,Nannobrachium regale,NA,am,NE,NA,NA,NA
Fis-24300,NA,NA,NA,Protomyctophum crockeri,NA,am,NE,NA,NA,NA
Fis-24371,NA,NA,NA,Tarletonbeania crenularis,NA,am,NE,NA,NA,NA
Fis-24636,NA,NA,NA,Gobiesox maeandricus,NA,am,NE,NA,NA,NA
Fis-24935,NA,NA,NA,Rimicola muscarum,NA,am,NE,NA,NA,NA
Fis-57562,NA,NA,NA,Nezumia stelgidolepis,NA,am,NE,NA,NA,NA
Fis-24471,NA,NA,NA,Brosmophycis marginata,NA,am,NE,NA,NA,NA
Fis-24432,NA,NA,NA,Lycodes cortezianus,NA,am,NE,NA,NA,NA
Fis-24469,NA,NA,NA,Bothrocara pusillum,NA,am,NE,NA,NA,NA
Fis-30256,NA,NA,NA,Lycodapus fierasfer,NA,am,NE,NA,NA,NA
Fis-30257,NA,NA,NA,Lycodapus mandibularis,NA,am,NE,NA,NA,NA
Fis-30258,NA,NA,NA,Lycodapus parviceps,NA,am,NE,NA,NA,NA
Fis-30259,NA,NA,NA,Lycodes brevipes,NA,am,NE,NA,NA,NA
Fis-30260,NA,NA,NA,Lycodes diapterus,NA,am,NE,NA,NA,NA
Fis-30263,NA,NA,NA,Lycodes palearis,NA,am,NE,NA,NA,NA
Fis-24756,NA,NA,NA,Lycodes polaris,NA,am,NE,NA,NA,NA
Fis-30268,NA,NA,NA,Lycodes turneri,NA,am,NE,NA,NA,NA
Fis-14540,NA,NA,NA,Lycodes pacificus,NA,am,NE,NA,NA,NA
Fis-30269,NA,NA,NA,Lyconema barbatum,NA,am,NE,NA,NA,NA
Fis-30736,NA,NA,NA,Trachipterus altivelis,NA,am,NE,NA,NA,NA
Fis-30737,NA,NA,NA,Trachipterus fukuzakii,NA,am,NE,NA,NA,NA
Fis-29736,NA,NA,NA,Brama japonica,NA,am,NE,NA,NA,NA
Fis-30708,NA,NA,NA,Taractes asper,NA,am,NE,NA,NA,NA
Fis-24418,NA,NA,NA,Amphistichus rhodoterus,NA,am,NE,NA,NA,NA
Fis-29735,NA,NA,NA,Brachyistius frenatus,NA,am,NE,NA,NA,NA
Fis-29938,NA,NA,NA,Embiotoca lateralis,NA,am,NE,NA,NA,NA
Fis-30134,NA,NA,NA,Hyperprosopon argenteum,NA,am,NE,NA,NA,NA
