layer,dir_prep,filename,ingest,name_data_fld,name,units,description,date,prep_script,target,target_element,dimension
cwbi_fn,ohibc:prep/_resilience/v2017/output,cwb_score_fn.csv,TRUE,cwb_score,Community Well-Being Index First Nations,scaled 0-1,Community Well-Being Index across OHIBC First Nations census subdivisions reporting on four components and overall index,Fri Aug 18 10:50:06 2017 -0700,ohibc:prep/_resilience/v2017/data_prep_cwb.Rmd,AO,herring_spawn,resilience
element_wts_ao_components,ohibc:calc_ohibc/master/dummy_layers,element_wts_ao_components.csv,TRUE,ao_comp_status,Weights of FN Resource Access Opportunities components,scaled 0-1,Status of each component,Fri Sep 22 14:54:22 2017,element weighting layers are generated within functions.R,AO,NA,pressure
element_wts_ao_components,ohibc:calc_ohibc/master/dummy_layers,element_wts_ao_components.csv,TRUE,ao_comp_status,Weights of FN Resource Access Opportunities components,scaled 0-1,Status of each component,Fri Sep 22 14:54:22 2017,element weighting layers are generated within functions.R,AO,NA,resilience
element_wts_cp_km2_x_exposure_x_protection,ohibc:calc_ohibc/master/dummy_layers,element_wts_cp_km2_x_exposure_x_protection.csv,TRUE,cp_km2_x_exposure_x_protection,Coastal protection weights,extent*exposure*protection,"Habitat extent multiplied by habitat protection rank for: coral, mangrove (offshore and inland 1km), saltmarsh, sea ice (shoreline), and seagrass",Fri Sep 22 14:54:22 2017,element weighting layers are generated within functions.R,CP,NA,pressure
element_wts_cp_km2_x_exposure_x_protection,ohibc:calc_ohibc/master/dummy_layers,element_wts_cp_km2_x_exposure_x_protection.csv,TRUE,cp_km2_x_exposure_x_protection,Coastal protection weights,extent*exposure*protection,"Habitat extent multiplied by habitat protection rank for: coral, mangrove (offshore and inland 1km), saltmarsh, sea ice (shoreline), and seagrass",Fri Sep 22 14:54:22 2017,element weighting layers are generated within functions.R,CP,NA,resilience
element_wts_cs_km2_x_storage,ohibc:calc_ohibc/master/dummy_layers,element_wts_cs_km2_x_storage.csv,TRUE,cs_km2_x_storage,Carbon storage weights,extent*storage,"Habitat extent multiplied by carbon storage capacity for:  mangrove (offshore and inland 1km), saltmarsh, and sea ice",Fri Sep 22 14:54:22 2017,element weighting layers are generated within functions.R,CS,NA,pressure
element_wts_cs_km2_x_storage,ohibc:calc_ohibc/master/dummy_layers,element_wts_cs_km2_x_storage.csv,TRUE,cs_km2_x_storage,Carbon storage weights,extent*storage,"Habitat extent multiplied by carbon storage capacity for:  mangrove (offshore and inland 1km), saltmarsh, and sea ice",Fri Sep 22 14:54:22 2017,element weighting layers are generated within functions.R,CS,NA,resilience
element_wts_hab_pres_abs,ohibc:calc_ohibc/master/dummy_layers,element_wts_hab_pres_abs.csv,TRUE,hab_presence,Habitat weights,boolean,List of habitats in each region,Fri Sep 22 14:54:22 2017,element weighting layers are generated within functions.R,HAB,NA,pressure
element_wts_hab_pres_abs,ohibc:calc_ohibc/master/dummy_layers,element_wts_hab_pres_abs.csv,TRUE,hab_presence,Habitat weights,boolean,List of habitats in each region,Fri Sep 22 14:54:22 2017,element weighting layers are generated within functions.R,HAB,NA,resilience
fis_ram_b_bmsy,ohibc:prep/fis/v2017/output,ram_b_bmsy.csv,TRUE,value,B/Bmsy estimates obtained using RAM data,B/Bmsy,The ratio of fish population abundance compared to the abundance required to deliver maximum sustainable yield,Mon Jul 10 15:45:17 2017 -0700,ohibc:prep/fis/v2017/1_data_prep_fis_ram.Rmd,FIS,NA,status
fis_ram_b_bmsy,ohibc:prep/fis/v2017/output,ram_b_bmsy.csv,TRUE,value,B/Bmsy estimates obtained using RAM data,B/Bmsy,The ratio of fish population abundance compared to the abundance required to deliver maximum sustainable yield,Tue May 2 09:52:52 2017 -0700,ohibc:prep/fis/v2017/data_prep_fis_ram.Rmd,FIS,NA,status
fis_ram_catch,ohibc:prep/fis/v2017/output,ram_catch.csv,TRUE,value,Catch estimates obtained using RAM data,tonnes,Estimate of total annual catch for a given fishery,Mon Jul 10 15:45:17 2017 -0700,ohibc:prep/fis/v2017/1_data_prep_fis_ram.Rmd,FIS,NA,status
fis_ram_catch,ohibc:prep/fis/v2017/output,ram_catch.csv,TRUE,value,Catch estimates obtained using RAM data,tonnes,Estimate of total annual catch for a given fishery,Tue May 2 09:52:52 2017 -0700,ohibc:prep/fis/v2017/data_prep_fis_ram.Rmd,FIS,NA,status
fis_ram_f_fmsy,ohibc:prep/fis/v2017/output,ram_f_fmsy.csv,TRUE,value,F/Fmsy estimates obtained using RAM data,F/Fmsy,The ratio of fishery harvest relative to the fishery harvest at maximum sustainable yield,Mon Jul 10 15:45:17 2017 -0700,ohibc:prep/fis/v2017/1_data_prep_fis_ram.Rmd,FIS,NA,status
fis_ram_f_fmsy,ohibc:prep/fis/v2017/output,ram_f_fmsy.csv,TRUE,value,F/Fmsy estimates obtained using RAM data,F/Fmsy,The ratio of fishery harvest relative to the fishery harvest at maximum sustainable yield,Tue May 2 09:52:52 2017 -0700,ohibc:prep/fis/v2017/data_prep_fis_ram.Rmd,FIS,NA,status
fis_stock_area,ohibc:prep/fis/v2017/output,ram_stock_area.csv,TRUE,a_prop,Proportional area of stock within each OHIBC region,proportion,Spatialized stock area for weighting RAM-reported catch across OHIBC regions.,Mon Jul 10 15:45:17 2017 -0700,ohibc:prep/fis/v2017/2_data_prep_fis_ram_spatial.Rmd,FIS,NA,status
fis_stock_area,ohibc:prep/fis/v2017/output,ram_stock_area.csv,TRUE,a_prop,Proportional area of stock within each OHIBC region,proportion,Spatialized stock area for weighting RAM-reported catch across OHIBC regions.,Mon Jul 10 15:45:17 2017 -0700,ohibc:prep/fis/v2017/3_data_prep_fis_ram_spatial.Rmd,FIS,NA,status
fp_art_lb,ohibc:calc_ohibc/master/dummy_layers,fp_art_lb_gl2016.csv,TRUE,pressure_score,Low bycatch due to artisanal fishing,scaled 0-1,"Extent of artisanal fishing (including: artisanal, subsistence, and recreational catch)",NA,NA,AO,salmon,pressure
fp_art_lb,ohibc:calc_ohibc/master/dummy_layers,fp_art_lb_gl2016.csv,TRUE,pressure_score,Low bycatch due to artisanal fishing,scaled 0-1,"Extent of artisanal fishing (including: artisanal, subsistence, and recreational catch)",NA,NA,AO,fn_licenses,pressure
fp_art_lb,ohibc:calc_ohibc/master/dummy_layers,fp_art_lb_gl2016.csv,TRUE,pressure_score,Low bycatch due to artisanal fishing,scaled 0-1,"Extent of artisanal fishing (including: artisanal, subsistence, and recreational catch)",NA,NA,FIS,NA,pressure
fp_art_lb,ohibc:calc_ohibc/master/dummy_layers,fp_art_lb_gl2016.csv,TRUE,pressure_score,Low bycatch due to artisanal fishing,scaled 0-1,"Extent of artisanal fishing (including: artisanal, subsistence, and recreational catch)",NA,NA,HAB,soft_bottom,pressure
fp_art_lb,ohibc:calc_ohibc/master/dummy_layers,fp_art_lb_gl2016.csv,TRUE,pressure_score,Low bycatch due to artisanal fishing,scaled 0-1,"Extent of artisanal fishing (including: artisanal, subsistence, and recreational catch)",NA,NA,HAB,ebsa,pressure
fp_art_lb,ohibc:calc_ohibc/master/dummy_layers,fp_art_lb_gl2016.csv,TRUE,pressure_score,Low bycatch due to artisanal fishing,scaled 0-1,"Extent of artisanal fishing (including: artisanal, subsistence, and recreational catch)",NA,NA,SAL,NA,pressure
fp_art_lb,ohibc:calc_ohibc/master/dummy_layers,fp_art_lb_gl2016.csv,TRUE,pressure_score,Low bycatch due to artisanal fishing,scaled 0-1,"Extent of artisanal fishing (including: artisanal, subsistence, and recreational catch)",NA,NA,SPP,NA,pressure
fp_com_hb,ohibc:calc_ohibc/master/dummy_layers,fp_com_hb_gl2016.csv,TRUE,pressure_score,High bycatch due to commercial fishing,scaled 0-1,Modeled destructive commercial fishing practices by 5 gear types and scaled by Net Primary Productivity,NA,NA,AO,salmon,pressure
fp_com_hb,ohibc:calc_ohibc/master/dummy_layers,fp_com_hb_gl2016.csv,TRUE,pressure_score,High bycatch due to commercial fishing,scaled 0-1,Modeled destructive commercial fishing practices by 5 gear types and scaled by Net Primary Productivity,NA,NA,AO,fn_licenses,pressure
fp_com_hb,ohibc:calc_ohibc/master/dummy_layers,fp_com_hb_gl2016.csv,TRUE,pressure_score,High bycatch due to commercial fishing,scaled 0-1,Modeled destructive commercial fishing practices by 5 gear types and scaled by Net Primary Productivity,NA,NA,AO,herring_spawn,pressure
fp_com_hb,ohibc:calc_ohibc/master/dummy_layers,fp_com_hb_gl2016.csv,TRUE,pressure_score,High bycatch due to commercial fishing,scaled 0-1,Modeled destructive commercial fishing practices by 5 gear types and scaled by Net Primary Productivity,NA,NA,FIS,NA,pressure
fp_com_hb,ohibc:calc_ohibc/master/dummy_layers,fp_com_hb_gl2016.csv,TRUE,pressure_score,High bycatch due to commercial fishing,scaled 0-1,Modeled destructive commercial fishing practices by 5 gear types and scaled by Net Primary Productivity,NA,NA,HAB,soft_bottom,pressure
fp_com_hb,ohibc:calc_ohibc/master/dummy_layers,fp_com_hb_gl2016.csv,TRUE,pressure_score,High bycatch due to commercial fishing,scaled 0-1,Modeled destructive commercial fishing practices by 5 gear types and scaled by Net Primary Productivity,NA,NA,HAB,ebsa,pressure
fp_com_hb,ohibc:calc_ohibc/master/dummy_layers,fp_com_hb_gl2016.csv,TRUE,pressure_score,High bycatch due to commercial fishing,scaled 0-1,Modeled destructive commercial fishing practices by 5 gear types and scaled by Net Primary Productivity,NA,NA,ICO,NA,pressure
fp_com_hb,ohibc:calc_ohibc/master/dummy_layers,fp_com_hb_gl2016.csv,TRUE,pressure_score,High bycatch due to commercial fishing,scaled 0-1,Modeled destructive commercial fishing practices by 5 gear types and scaled by Net Primary Productivity,NA,NA,SAL,NA,pressure
fp_com_hb,ohibc:calc_ohibc/master/dummy_layers,fp_com_hb_gl2016.csv,TRUE,pressure_score,High bycatch due to commercial fishing,scaled 0-1,Modeled destructive commercial fishing practices by 5 gear types and scaled by Net Primary Productivity,NA,NA,SPP,NA,pressure
fp_com_lb,ohibc:calc_ohibc/master/dummy_layers,fp_com_lb_gl2016.csv,TRUE,pressure_score,Low bycatch due to commercial fishing,scaled 0-1,Modeled destructive commercial fishing practices by 2 gear types and scaled by Net Primary Productivity,NA,NA,AO,salmon,pressure
fp_com_lb,ohibc:calc_ohibc/master/dummy_layers,fp_com_lb_gl2016.csv,TRUE,pressure_score,Low bycatch due to commercial fishing,scaled 0-1,Modeled destructive commercial fishing practices by 2 gear types and scaled by Net Primary Productivity,NA,NA,AO,fn_licenses,pressure
fp_com_lb,ohibc:calc_ohibc/master/dummy_layers,fp_com_lb_gl2016.csv,TRUE,pressure_score,Low bycatch due to commercial fishing,scaled 0-1,Modeled destructive commercial fishing practices by 2 gear types and scaled by Net Primary Productivity,NA,NA,FIS,NA,pressure
fp_com_lb,ohibc:calc_ohibc/master/dummy_layers,fp_com_lb_gl2016.csv,TRUE,pressure_score,Low bycatch due to commercial fishing,scaled 0-1,Modeled destructive commercial fishing practices by 2 gear types and scaled by Net Primary Productivity,NA,NA,HAB,soft_bottom,pressure
fp_com_lb,ohibc:calc_ohibc/master/dummy_layers,fp_com_lb_gl2016.csv,TRUE,pressure_score,Low bycatch due to commercial fishing,scaled 0-1,Modeled destructive commercial fishing practices by 2 gear types and scaled by Net Primary Productivity,NA,NA,HAB,ebsa,pressure
fp_com_lb,ohibc:calc_ohibc/master/dummy_layers,fp_com_lb_gl2016.csv,TRUE,pressure_score,Low bycatch due to commercial fishing,scaled 0-1,Modeled destructive commercial fishing practices by 2 gear types and scaled by Net Primary Productivity,NA,NA,ICO,NA,pressure
fp_com_lb,ohibc:calc_ohibc/master/dummy_layers,fp_com_lb_gl2016.csv,TRUE,pressure_score,Low bycatch due to commercial fishing,scaled 0-1,Modeled destructive commercial fishing practices by 2 gear types and scaled by Net Primary Productivity,NA,NA,SAL,NA,pressure
fp_com_lb,ohibc:calc_ohibc/master/dummy_layers,fp_com_lb_gl2016.csv,TRUE,pressure_score,Low bycatch due to commercial fishing,scaled 0-1,Modeled destructive commercial fishing practices by 2 gear types and scaled by Net Primary Productivity,NA,NA,SPP,NA,pressure
fp_fish_officers,ohibc:calc_ohibc/master/dummy_layers,fp_mora_gl2016.csv,TRUE,value,Commercial fishing management,scaled 0-1,Regulations and management of commerical fishing,NA,NA,AO,shellfish_closures,resilience
fp_fish_officers,ohibc:calc_ohibc/master/dummy_layers,fp_mora_gl2016.csv,TRUE,value,Commercial fishing management,scaled 0-1,Regulations and management of commerical fishing,NA,NA,AO,salmon,resilience
fp_fish_officers,ohibc:calc_ohibc/master/dummy_layers,fp_mora_gl2016.csv,TRUE,value,Commercial fishing management,scaled 0-1,Regulations and management of commerical fishing,NA,NA,AO,fn_licenses,resilience
fp_fish_officers,ohibc:calc_ohibc/master/dummy_layers,fp_mora_gl2016.csv,TRUE,value,Commercial fishing management,scaled 0-1,Regulations and management of commerical fishing,NA,NA,AO,herring_spawn,resilience
fp_fish_officers,ohibc:calc_ohibc/master/dummy_layers,fp_mora_gl2016.csv,TRUE,value,Commercial fishing management,scaled 0-1,Regulations and management of commerical fishing,NA,NA,FIS,NA,resilience
fp_fish_officers,ohibc:calc_ohibc/master/dummy_layers,fp_mora_gl2016.csv,TRUE,value,Commercial fishing management,scaled 0-1,Regulations and management of commerical fishing,NA,NA,HAB,ebsa,resilience
fp_fish_officers,ohibc:calc_ohibc/master/dummy_layers,fp_mora_gl2016.csv,TRUE,value,Commercial fishing management,scaled 0-1,Regulations and management of commerical fishing,NA,NA,HAB,soft_bottom,resilience
fp_fish_officers,ohibc:calc_ohibc/master/dummy_layers,fp_mora_gl2016.csv,TRUE,value,Commercial fishing management,scaled 0-1,Regulations and management of commerical fishing,NA,NA,ICO,NA,resilience
fp_fish_officers,ohibc:calc_ohibc/master/dummy_layers,fp_mora_gl2016.csv,TRUE,value,Commercial fishing management,scaled 0-1,Regulations and management of commerical fishing,NA,NA,SPP,NA,resilience
fp_fish_officers,ohibc:calc_ohibc/master/dummy_layers,fp_mora_gl2016.csv,TRUE,value,Commercial fishing management,scaled 0-1,Regulations and management of commerical fishing,NA,NA,SAL,NA,resilience
fp_mpa_coast,ohibc:prep/lsp/v2017/output,mpa_pct_3nm.csv,TRUE,pct_prot,Coastal protected marine areas to protect fishery resources,scaled 0-1,Protected marine areas within 3nm of coastline,Mon Aug 21 17:09:27 2017 -0700,ohibc:prep/lsp/v2017/data_prep_lsp.Rmd,AO,shellfish_closures,resilience
fp_mpa_coast,ohibc:prep/lsp/v2017/output,mpa_pct_3nm.csv,TRUE,pct_prot,Coastal protected marine areas to protect fishery resources,scaled 0-1,Protected marine areas within 3nm of coastline,Mon Aug 21 17:09:27 2017 -0700,ohibc:prep/lsp/v2017/data_prep_lsp.Rmd,AO,salmon,resilience
fp_mpa_coast,ohibc:prep/lsp/v2017/output,mpa_pct_3nm.csv,TRUE,pct_prot,Coastal protected marine areas to protect fishery resources,scaled 0-1,Protected marine areas within 3nm of coastline,Mon Aug 21 17:09:27 2017 -0700,ohibc:prep/lsp/v2017/data_prep_lsp.Rmd,AO,fn_licenses,resilience
fp_mpa_coast,ohibc:prep/lsp/v2017/output,mpa_pct_3nm.csv,TRUE,pct_prot,Coastal protected marine areas to protect fishery resources,scaled 0-1,Protected marine areas within 3nm of coastline,Mon Aug 21 17:09:27 2017 -0700,ohibc:prep/lsp/v2017/data_prep_lsp.Rmd,AO,herring_spawn,resilience
fp_mpa_eez,ohibc:prep/lsp/v2017/output,mpa_pct_eez.csv,TRUE,pct_prot,EEZ protected marine areas to protect fishery resources,scaled 0-1,Protected marine areas within EEZ to protect fishery resource,Mon Aug 21 17:09:27 2017 -0700,ohibc:prep/lsp/v2017/data_prep_lsp.Rmd,FIS,NA,resilience
fp_mpa_eez,ohibc:prep/lsp/v2017/output,mpa_pct_eez.csv,TRUE,pct_prot,EEZ protected marine areas to protect fishery resources,scaled 0-1,Protected marine areas within EEZ to protect fishery resource,Mon Aug 21 17:09:27 2017 -0700,ohibc:prep/lsp/v2017/data_prep_lsp.Rmd,HAB,ebsa,resilience
fp_mpa_eez,ohibc:prep/lsp/v2017/output,mpa_pct_eez.csv,TRUE,pct_prot,EEZ protected marine areas to protect fishery resources,scaled 0-1,Protected marine areas within EEZ to protect fishery resource,Mon Aug 21 17:09:27 2017 -0700,ohibc:prep/lsp/v2017/data_prep_lsp.Rmd,HAB,soft_bottom,resilience
fp_mpa_eez,ohibc:prep/lsp/v2017/output,mpa_pct_eez.csv,TRUE,pct_prot,EEZ protected marine areas to protect fishery resources,scaled 0-1,Protected marine areas within EEZ to protect fishery resource,Mon Aug 21 17:09:27 2017 -0700,ohibc:prep/lsp/v2017/data_prep_lsp.Rmd,ICO,NA,resilience
fp_mpa_eez,ohibc:prep/lsp/v2017/output,mpa_pct_eez.csv,TRUE,pct_prot,EEZ protected marine areas to protect fishery resources,scaled 0-1,Protected marine areas within EEZ to protect fishery resource,Mon Aug 21 17:09:27 2017 -0700,ohibc:prep/lsp/v2017/data_prep_lsp.Rmd,SPP,NA,resilience
fp_mpa_eez,ohibc:prep/lsp/v2017/output,mpa_pct_eez.csv,TRUE,pct_prot,EEZ protected marine areas to protect fishery resources,scaled 0-1,Protected marine areas within EEZ to protect fishery resource,Mon Aug 21 17:09:27 2017 -0700,ohibc:prep/lsp/v2017/data_prep_lsp.Rmd,SAL,NA,resilience
fp_trawl_reduction,ohibc:calc_ohibc/master/dummy_layers,fp_habitat_gl2016.csv,TRUE,resilience_score,Management and protection of habitat to preserve biodiversity (fisheries),scaled 0-1,Survey responses by country to the Convention on Biologicial Diversity (CBD) Third National Report: habitat related questions,NA,NA,AO,shellfish_closures,resilience
fp_trawl_reduction,ohibc:calc_ohibc/master/dummy_layers,fp_habitat_gl2016.csv,TRUE,resilience_score,Management and protection of habitat to preserve biodiversity (fisheries),scaled 0-1,Survey responses by country to the Convention on Biologicial Diversity (CBD) Third National Report: habitat related questions,NA,NA,AO,salmon,resilience
fp_trawl_reduction,ohibc:calc_ohibc/master/dummy_layers,fp_habitat_gl2016.csv,TRUE,resilience_score,Management and protection of habitat to preserve biodiversity (fisheries),scaled 0-1,Survey responses by country to the Convention on Biologicial Diversity (CBD) Third National Report: habitat related questions,NA,NA,AO,fn_licenses,resilience
fp_trawl_reduction,ohibc:calc_ohibc/master/dummy_layers,fp_habitat_gl2016.csv,TRUE,resilience_score,Management and protection of habitat to preserve biodiversity (fisheries),scaled 0-1,Survey responses by country to the Convention on Biologicial Diversity (CBD) Third National Report: habitat related questions,NA,NA,AO,herring_spawn,resilience
fp_trawl_reduction,ohibc:calc_ohibc/master/dummy_layers,fp_habitat_gl2016.csv,TRUE,resilience_score,Management and protection of habitat to preserve biodiversity (fisheries),scaled 0-1,Survey responses by country to the Convention on Biologicial Diversity (CBD) Third National Report: habitat related questions,NA,NA,FIS,NA,resilience
fp_trawl_reduction,ohibc:calc_ohibc/master/dummy_layers,fp_habitat_gl2016.csv,TRUE,resilience_score,Management and protection of habitat to preserve biodiversity (fisheries),scaled 0-1,Survey responses by country to the Convention on Biologicial Diversity (CBD) Third National Report: habitat related questions,NA,NA,HAB,ebsa,resilience
fp_trawl_reduction,ohibc:calc_ohibc/master/dummy_layers,fp_habitat_gl2016.csv,TRUE,resilience_score,Management and protection of habitat to preserve biodiversity (fisheries),scaled 0-1,Survey responses by country to the Convention on Biologicial Diversity (CBD) Third National Report: habitat related questions,NA,NA,HAB,soft_bottom,resilience
fp_trawl_reduction,ohibc:calc_ohibc/master/dummy_layers,fp_habitat_gl2016.csv,TRUE,resilience_score,Management and protection of habitat to preserve biodiversity (fisheries),scaled 0-1,Survey responses by country to the Convention on Biologicial Diversity (CBD) Third National Report: habitat related questions,NA,NA,ICO,NA,resilience
fp_trawl_reduction,ohibc:calc_ohibc/master/dummy_layers,fp_habitat_gl2016.csv,TRUE,resilience_score,Management and protection of habitat to preserve biodiversity (fisheries),scaled 0-1,Survey responses by country to the Convention on Biologicial Diversity (CBD) Third National Report: habitat related questions,NA,NA,SPP,NA,resilience
fp_trawl_reduction,ohibc:calc_ohibc/master/dummy_layers,fp_habitat_gl2016.csv,TRUE,resilience_score,Management and protection of habitat to preserve biodiversity (fisheries),scaled 0-1,Survey responses by country to the Convention on Biologicial Diversity (CBD) Third National Report: habitat related questions,NA,NA,SAL,NA,resilience
fp_wildcaught_weight,calc_ohibc/master/dummy_layers,fp_wildcaught_wt.csv,TRUE,fp_weight,Food provision weights,proportion,Proportion of non-salmon wild caught fisheries to mariculture to salmon,Fri Sep 22 14:54:22 2017,wildcaught weighting layer is generated within functions.R,FP,NA,status
hab_ebsa_health,ohibc:prep/hab_cs_cp/v2017/output,hab_ebsa_trawl.csv,TRUE,trawled_area,EBSA habitat condition,trawled area,Current condition of EBSA habitat based on trawled area,Wed Aug 23 11:30:55 2017 -0700,ohibc:prep/hab_cs_cp/v2017/3_data_prep_hab_ebsa_sb.Rmd,HAB,NA,status
hab_ebsa_health,ohibc:prep/hab_cs_cp/v2017/output,hab_ebsa_trawl.csv,TRUE,trawled_area,EBSA habitat condition,trawled area,Current condition of EBSA habitat based on trawled area,Thu Apr 6 09:10:31 2017 -0700,ohibc:prep/hab_cs_cp/v2017/data_prep_hab_ebsa_sb.Rmd,HAB,NA,status
hab_sb_health,ohibc:prep/hab_cs_cp/v2017/output,hab_soft_btm_trawl.csv,TRUE,mean_hr_area,Soft Bottom habitat condition,proportion,Current condition of soft bottom habitat based on trawl effort,Wed Aug 23 11:30:55 2017 -0700,ohibc:prep/hab_cs_cp/v2017/3_data_prep_hab_ebsa_sb.Rmd,HAB,NA,status
hab_sm_health,ohibc:prep/hab_cs_cp/v2017/output,hab_sm_area.csv,TRUE,sm_area_km2,Saltmarsh habitat condition,proportion,Current condition of saltmarsh habitat relative to historical condition,Tue Aug 22 16:36:27 2017 -0700,ohibc:prep/hab_cs_cp/v2017/2_data_prep_hab_sm_cf.Rmd,HAB,NA,status
hab_sm_health,ohibc:prep/hab_cs_cp/v2017/output,hab_sm_area.csv,TRUE,sm_area_km2,Saltmarsh habitat condition,proportion,Current condition of saltmarsh habitat relative to historical condition,Thu Apr 6 09:10:31 2017 -0700,ohibc:prep/hab_cs_cp/v2017/data_prep_hab_sm_cf.Rmd,HAB,NA,status
hd_intertidal,ohibc:prep/_pressures/v2017/output,prs_hd_intertidal.csv,TRUE,pressure,Intertidal habitat destruction,scaled 0-1,Coastal population density (25 mi from shore)  as a proxy for intertidal habitat destruction,Mon Aug 28 17:32:30 2017 -0700,ohibc:prep/_pressures/v2017/pressures_hd_intertidal_prep.Rmd,AO,shellfish_closures,pressure
hd_intertidal,ohibc:prep/_pressures/v2017/output,prs_hd_intertidal.csv,TRUE,pressure,Intertidal habitat destruction,scaled 0-1,Coastal population density (25 mi from shore)  as a proxy for intertidal habitat destruction,Mon Aug 28 17:32:30 2017 -0700,ohibc:prep/_pressures/v2017/pressures_hd_intertidal_prep.Rmd,AO,fn_licenses,pressure
hd_intertidal,ohibc:prep/_pressures/v2017/output,prs_hd_intertidal.csv,TRUE,pressure,Intertidal habitat destruction,scaled 0-1,Coastal population density (25 mi from shore)  as a proxy for intertidal habitat destruction,Mon Aug 28 17:32:30 2017 -0700,ohibc:prep/_pressures/v2017/pressures_hd_intertidal_prep.Rmd,AO,herring_spawn,pressure
hd_intertidal,ohibc:prep/_pressures/v2017/output,prs_hd_intertidal.csv,TRUE,pressure,Intertidal habitat destruction,scaled 0-1,Coastal population density (25 mi from shore)  as a proxy for intertidal habitat destruction,Mon Aug 28 17:32:30 2017 -0700,ohibc:prep/_pressures/v2017/pressures_hd_intertidal_prep.Rmd,CPP,coastal_forest,pressure
hd_intertidal,ohibc:prep/_pressures/v2017/output,prs_hd_intertidal.csv,TRUE,pressure,Intertidal habitat destruction,scaled 0-1,Coastal population density (25 mi from shore)  as a proxy for intertidal habitat destruction,Mon Aug 28 17:32:30 2017 -0700,ohibc:prep/_pressures/v2017/pressures_hd_intertidal_prep.Rmd,CPP,saltmarsh,pressure
hd_intertidal,ohibc:prep/_pressures/v2017/output,prs_hd_intertidal.csv,TRUE,pressure,Intertidal habitat destruction,scaled 0-1,Coastal population density (25 mi from shore)  as a proxy for intertidal habitat destruction,Mon Aug 28 17:32:30 2017 -0700,ohibc:prep/_pressures/v2017/pressures_hd_intertidal_prep.Rmd,CSS,coastal_forest,pressure
hd_intertidal,ohibc:prep/_pressures/v2017/output,prs_hd_intertidal.csv,TRUE,pressure,Intertidal habitat destruction,scaled 0-1,Coastal population density (25 mi from shore)  as a proxy for intertidal habitat destruction,Mon Aug 28 17:32:30 2017 -0700,ohibc:prep/_pressures/v2017/pressures_hd_intertidal_prep.Rmd,CSS,saltmarsh,pressure
hd_intertidal,ohibc:prep/_pressures/v2017/output,prs_hd_intertidal.csv,TRUE,pressure,Intertidal habitat destruction,scaled 0-1,Coastal population density (25 mi from shore)  as a proxy for intertidal habitat destruction,Mon Aug 28 17:32:30 2017 -0700,ohibc:prep/_pressures/v2017/pressures_hd_intertidal_prep.Rmd,FIS,NA,pressure
hd_intertidal,ohibc:prep/_pressures/v2017/output,prs_hd_intertidal.csv,TRUE,pressure,Intertidal habitat destruction,scaled 0-1,Coastal population density (25 mi from shore)  as a proxy for intertidal habitat destruction,Mon Aug 28 17:32:30 2017 -0700,ohibc:prep/_pressures/v2017/pressures_hd_intertidal_prep.Rmd,HAB,saltmarsh,pressure
hd_intertidal,ohibc:prep/_pressures/v2017/output,prs_hd_intertidal.csv,TRUE,pressure,Intertidal habitat destruction,scaled 0-1,Coastal population density (25 mi from shore)  as a proxy for intertidal habitat destruction,Mon Aug 28 17:32:30 2017 -0700,ohibc:prep/_pressures/v2017/pressures_hd_intertidal_prep.Rmd,ICO,NA,pressure
hd_intertidal,ohibc:prep/_pressures/v2017/output,prs_hd_intertidal.csv,TRUE,pressure,Intertidal habitat destruction,scaled 0-1,Coastal population density (25 mi from shore)  as a proxy for intertidal habitat destruction,Mon Aug 28 17:32:30 2017 -0700,ohibc:prep/_pressures/v2017/pressures_hd_intertidal_prep.Rmd,LSP,NA,pressure
hd_intertidal,ohibc:prep/_pressures/v2017/output,prs_hd_intertidal.csv,TRUE,pressure,Intertidal habitat destruction,scaled 0-1,Coastal population density (25 mi from shore)  as a proxy for intertidal habitat destruction,Mon Aug 28 17:32:30 2017 -0700,ohibc:prep/_pressures/v2017/pressures_hd_intertidal_prep.Rmd,SPP,NA,pressure
hd_intertidal,ohibc:prep/_pressures/v2017/output,prs_hd_intertidal.csv,TRUE,pressure,Intertidal habitat destruction,scaled 0-1,Coastal population density (25 mi from shore)  as a proxy for intertidal habitat destruction,Mon Aug 28 17:32:30 2017 -0700,ohibc:prep/_pressures/v2017/pressures_hd_intertidal_prep.Rmd,TR,NA,pressure
hd_logging,NA,NA,NA,NA,NA,NA,NA,NA,NA,AO,shellfish_closures,pressure
hd_logging,NA,NA,NA,NA,NA,NA,NA,NA,NA,AO,salmon,pressure
hd_logging,NA,NA,NA,NA,NA,NA,NA,NA,NA,AO,fn_licenses,pressure
hd_logging,NA,NA,NA,NA,NA,NA,NA,NA,NA,AO,herring_spawn,pressure
hd_logging,NA,NA,NA,NA,NA,NA,NA,NA,NA,CPP,coastal_forest,pressure
hd_logging,NA,NA,NA,NA,NA,NA,NA,NA,NA,CPP,saltmarsh,pressure
hd_logging,NA,NA,NA,NA,NA,NA,NA,NA,NA,CSS,coastal_forest,pressure
hd_logging,NA,NA,NA,NA,NA,NA,NA,NA,NA,CSS,saltmarsh,pressure
hd_logging,NA,NA,NA,NA,NA,NA,NA,NA,NA,CW,NA,pressure
hd_logging,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIS,NA,pressure
hd_logging,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAB,saltmarsh,pressure
