am_sid,am_category,reviewed,sciname,name_verified,iucn_sid,iucn_category,popn_trend,parent_sid,subpop_sid,popn_category,info_source,spp_group,id_no,iucn_subpop,presence,spatial_source,category_score,trend_score,status_gl,status_pr,status_gl_score,status_pr_score,iucn_score
Fis-24724,NA,null,Lactophrys bicaudalis,TRUE,190106,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23578,NA,null,Lactophrys trigonus,TRUE,193816,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30181,NA,null,Laemonema laureysi,TRUE,15522233,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-132758,LC,null,Laemonema rhodochir,TRUE,155142,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-34043,LC,null,Laeops guentheri,TRUE,154615,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-64430,NA,null,Lagocephalus guentheri,TRUE,193718,LC,Unknown,NA,NA,LC,iucn,PUFFERFISH,193718,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-26839,NA,null,Lagocephalus inermis,TRUE,193717,LC,Unknown,NA,NA,LC,iucn,PUFFERFISH,193717,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-23579,NA,null,Lagocephalus laevigatus,TRUE,190380,LC,Unknown,NA,NA,LC,iucn,PUFFERFISH,190380,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-136019,NA,null,Lagocephalus lagocephalus,TRUE,190464,LC,Unknown,NA,NA,LC,iucn,PUFFERFISH,190464,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-26935,NA,null,Lagocephalus lunaris,TRUE,193664,LC,Unknown,NA,NA,LC,iucn,PUFFERFISH,193664,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-25293,NA,null,Lagocephalus sceleratus,TRUE,166947,LC,Unknown,NA,NA,LC,iucn,PUFFERFISH,166947,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-26889,NA,null,Lagocephalus spadiceus,TRUE,193622,LC,Decreasing,NA,NA,LC,iucn,PUFFERFISH,193622,NA,1,iucn,0,-0.5,NA,NA,NA,NA,0
Fis-55217,NA,null,Lagocephalus wheeleri,TRUE,193622,LC,Decreasing,NA,NA,LC,iucn,PUFFERFISH,193622,NA,1,iucn,0,-0.5,NA,NA,NA,NA,0
Fis-24727,NA,null,Lagodon rhomboides,TRUE,170250,LC,Stable,NA,NA,LC,iucn,SEABREAMS_PORGIES,170250,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-32417,NA,null,Laiphognathus multimaculatus,TRUE,48342362,LC,Stable,NA,NA,LC,iucn,COMBTOOTHBLENNIES,48342362,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-29426,LC,1,Lamna ditropis,TRUE,39342,LC,Stable,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,0,GNR,SNR,NA,NA,0
Fis-22768,VU,1,Lamna nasus,TRUE,11200,VU,Decreasing,NA,61420,VU,iucn,NA,NA,NA,NA,am,0.4,-0.5,NA,NA,NA,NA,0.4
Fis-22768,VU,1,Lamna nasus,TRUE,11200,VU,Decreasing,NA,39343,VU,iucn,NA,NA,NA,NA,am,0.4,-0.5,NA,NA,NA,NA,0.4
Fis-22768,VU,1,Lamna nasus,TRUE,11200,VU,Decreasing,NA,39344,VU,iucn,NA,NA,NA,NA,am,0.4,-0.5,NA,NA,NA,NA,0.4
Fis-28187,LC,null,Lamnostoma orientalis,TRUE,196426,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-49983,NA,null,Lampadena chavesi,TRUE,15598951,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-26532,NA,null,Lampadena luminosa,TRUE,15598957,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-49987,LC,null,Lampadena pontifex,TRUE,154859,LC,Stable,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-49988,NA,null,Lampadena speculigera,TRUE,60471855,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-22887,NA,null,Lampanyctodes hectoris,TRUE,15598976,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-29427,NA,null,Lampanyctus alatus,TRUE,15599060,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-32122,NA,null,Lampanyctus australis,TRUE,15599064,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23165,NA,null,Lampanyctus crocodilus,TRUE,198618,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-50009,NA,null,Lampanyctus festivus,TRUE,15599067,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-32123,NA,null,Lampanyctus intricarius,TRUE,15599070,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-52896,LC,null,Lampanyctus jordani,TRUE,154674,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-32344,NA,null,Lampanyctus nobilis,TRUE,190369,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-48156,NA,null,Lampanyctus photonotus,TRUE,60471860,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23167,NA,null,Lampanyctus pusillus,TRUE,198619,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-50023,NA,null,Lampanyctus tenuiformis,TRUE,15599078,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-50028,NA,null,Lampanyctus vadulus,TRUE,60471865,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-48267,LC,null,Lampetra ayresii,TRUE,202625,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0.2,NA,G4,S4,0.2,0.2,0
Fis-25147,LC,1,Lampetra fluviatilis,TRUE,NA,NA,NA,NA,NA,LC,am,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-26367,NA,null,Lampichthys procerus,TRUE,15599092,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23580,NA,null,Lampris guttatus,TRUE,195038,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-27226,NA,null,Lamprogrammus brunswigi,TRUE,60471877,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-31218,NA,null,Lamprogrammus exutus,TRUE,60471883,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-33110,NA,null,Lamprogrammus niger,TRUE,60471901,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-52009,LC,null,Lappanella fasciata,TRUE,187678,LC,Stable,NA,NA,LC,iucn,WRASSE,187678,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-35702,LC,null,Larimus acclivis,TRUE,184032,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-29043,LC,null,Larimus argenteus,TRUE,183471,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-22275,NA,null,Larimus breviceps,TRUE,46105306,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-35701,LC,null,Larimus effulgens,TRUE,183386,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30188,NA,null,Larimus fasciatus,TRUE,47147749,LC,Stable,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-35700,LC,null,Larimus pacificus,TRUE,183380,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30189,CR,null,Latimeria chalumnae,TRUE,11375,CR,Unknown,NA,NA,CR,iucn,NA,NA,NA,NA,am,0.8,NA,NA,NA,NA,NA,0.8
Fis-23170,NA,1,Lebetus scorpioides,TRUE,18159823,LC,Stable,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-25123,LC,null,Leiognathus equulus,TRUE,196417,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-29428,NA,null,Leiostomus xanthurus,TRUE,193267,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23171,LC,null,Lepadogaster lepadogaster,TRUE,194812,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-24088,LC,null,Lepidion lepidion,TRUE,194838,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-114639,NA,null,Lepidoblennius haplodactylus,TRUE,179055,LC,Stable,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-114644,NA,null,Lepidoblennius marmoratus,TRUE,178947,LC,Stable,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-113453,LC,null,Lepidonectes clarkhubbsi,TRUE,183280,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-58278,VU,null,Lepidonectes corallicola,TRUE,155156,VU,Stable,NA,NA,VU,iucn,NA,NA,NA,NA,am,0.4,0,NA,NA,NA,NA,0.4
Fis-150366,LC,null,Lepidoperca filamenta,TRUE,155264,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23166,NA,null,Lepidophanes gaussi,TRUE,15599123,LC,Stable,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-26208,NA,null,Lepidophanes guentheri,TRUE,15599136,LC,Stable,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-32952,NA,null,Lepidopus dubius,TRUE,21132679,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-64113,NA,null,Lepidotrigla bispinosa,TRUE,154618,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-31174,NA,null,Lepidotrigla cadmani,TRUE,15623265,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-31175,NA,null,Lepidotrigla carolae,TRUE,15623268,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-128241,LC,null,Lepidotrigla kishinouyi,TRUE,155049,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-35476,LC,null,Lepidotrigla omanensis,TRUE,154618,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-32412,NA,null,Lepophidium aporrhox,TRUE,190263,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-26590,NA,null,Lepophidium brevibarbe,TRUE,16501868,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-167943,NA,null,Lepophidium cultratum,FALSE,20675306,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30202,NA,null,Lepophidium jeannae,TRUE,190244,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-138180,NA,null,Lepophidium marmoratum,TRUE,20664969,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-35677,LC,null,Lepophidium negropinna,TRUE,183377,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-29016,LC,null,Lepophidium pardale,TRUE,184005,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-32413,NA,null,Lepophidium pheromystax,TRUE,16502064,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-25617,NA,null,Lepophidium profundorum,TRUE,16501868,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-25617,NA,null,Lepophidium profundorum,TRUE,16502093,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-29017,LC,null,Lepophidium prorates,TRUE,183584,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-34976,NA,null,Lepophidium staurophor,TRUE,16503587,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-167945,NA,null,Lepophidium wileyi,FALSE,20675416,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-24089,NT,null,Leptocharias smithii,TRUE,39350,NT,Unknown,NA,NA,NT,iucn,NA,NA,NA,NA,am,0.2,NA,NA,NA,NA,NA,0.2
Fis-33227,NA,null,Leptochilichthys agassizii,TRUE,15601934,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30832,NA,null,Leptocottus armatus,TRUE,202670,LC,Stable,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,0,G5,SNR,0,NA,0
Fis-34199,NA,null,Leptoderma macrops,TRUE,15148964,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-27845,LC,null,Leptojulis cyanopleura,TRUE,187797,LC,Unknown,NA,NA,LC,iucn,WRASSE,187797,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-25083,LC,null,Leptoscarus vaigiensis,TRUE,190756,LC,Unknown,NA,NA,LC,iucn,WRASSE,190756,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-142342,LC,null,Leptostomias bermudensis,TRUE,154745,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-33791,NA,null,Leptostomias gracilis,TRUE,60471973,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-34826,NA,null,Leptostomias longibarba,TRUE,21133039,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-49812,NA,null,Lestidiops affinis,TRUE,13485398,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-48224,NA,null,Lestidiops jayakari,TRUE,189818,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-28135,LC,null,Lestidiops ringens,TRUE,154635,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-49828,NA,null,Lestidiops similis,TRUE,82125112,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23586,NA,null,Lestidiops sphyrenoides,TRUE,194998,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-33799,NA,null,Lestidium atlanticum,TRUE,190099,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-27697,NA,null,Lestrolepis intermedia,TRUE,13485622,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-26637,NA,null,Lesueurigobius friesii,TRUE,198665,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-52481,NA,null,Lesueurigobius koumansi,TRUE,21130837,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-150650,NA,null,Lesueurigobius sanzi,TRUE,18160428,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-35669,LC,null,Letharchus rosenblatti,TRUE,183511,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-63912,LC,null,Lethenteron camtschaticum,TRUE,135719,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30225,NA,null,Lethrinus atlanticus,TRUE,16719890,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23588,LC,null,Lethrinus conchyliatus,TRUE,155118,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30231,LC,null,Lethrinus genivittatus,TRUE,154951,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-132547,EN,null,Leucoraja circularis,TRUE,161464,EN,Decreasing,NA,NA,EN,iucn,NA,NA,NA,NA,am,0.6,-0.5,NA,NA,NA,NA,0.6
Fis-131898,NT,null,Leucoraja erinacea,TRUE,161418,NT,Decreasing,NA,NA,NT,iucn,NA,NA,NA,NA,am,0.2,-0.5,NA,NA,NA,NA,0.2
Fis-132546,NT,1,Leucoraja fullonica,TRUE,161461,VU,Decreasing,NA,NA,VU,iucn,NA,NA,NA,NA,am,0.4,-0.5,NA,NA,NA,NA,0.4
Fis-131899,LC,null,Leucoraja garmani,TRUE,161419,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-132548,LC,null,Leucoraja naevus,TRUE,161626,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-131864,EN,1,Leucoraja ocellata,TRUE,161631,EN,Decreasing,NA,NA,EN,iucn,NA,NA,NA,NA,am,0.6,-0.5,NA,NA,NA,NA,0.6
Fis-161233,LC,null,Leucoraja pristispina,TRUE,195458,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-132550,LC,null,Leucoraja wallacei,TRUE,161492,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-28651,LC,null,Leviprora inops,TRUE,154913,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23174,NA,null,Lichia amia,TRUE,198642,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23594,LC,null,Lile piquitinga,TRUE,155235,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23595,LC,null,Lile stolifera,TRUE,183336,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-16989,VU,1,Limanda ferruginea,TRUE,NA,NA,NA,NA,NA,VU,am,NA,NA,NA,NA,am,0.4,NA,NA,NA,NA,NA,0.4
Fis-12972,NA,null,Limanda limanda,TRUE,18214863,LC,Increasing,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,0.5,NA,NA,NA,NA,0
Fis-50623,NA,null,Linophryne arborifera,TRUE,21112889,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-50633,NA,null,Linophryne pennibarbata,TRUE,21112898,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-28471,NA,null,Liopropoma carmabi,TRUE,16759167,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-24740,NA,null,Liopropoma eukrines,TRUE,16759176,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-58277,LC,1,Liopropoma fasciatum,TRUE,183976,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30243,NA,null,Liopropoma mowbrayi,TRUE,16759184,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30244,NA,null,Liopropoma rubre,TRUE,16759188,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-24741,LC,null,Liopsetta glacialis,TRUE,135574,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23598,LC,null,Liparis liparis,TRUE,154644,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23599,NA,null,Liparis montagui,TRUE,18237707,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-35004,NA,null,Lipogramma anabantoides,TRUE,186025,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-35005,NA,null,Lipogramma evides,TRUE,186024,LC,Stable,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-114946,NA,null,Lipogramma trilineata,TRUE,186026,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-27330,NA,1,Lipophrys pholis,TRUE,185180,LC,Unknown,NA,NA,LC,iucn,COMBTOOTHBLENNIES,185180,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-49074,NA,1,Lipophrys trigloides,TRUE,185127,LC,Stable,NA,NA,LC,iucn,COMBTOOTHBLENNIES,185127,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-23177,NA,null,Lithognathus mormyrus,TRUE,170160,LC,Stable,NA,NA,LC,iucn,SEABREAMS_PORGIES,170160,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-23602,LC,null,Liza aurata,TRUE,135579,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-25199,LC,null,Liza ramada,TRUE,135714,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23603,LC,null,Liza saliens,TRUE,135681,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23604,NA,null,Lobianchia dofleini,TRUE,198620,LC,Stable,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-23605,NA,null,Lobianchia gemellarii,TRUE,190425,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23606,NA,null,Lobotes surinamensis,TRUE,198670,LC,Stable,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-63533,NA,null,Lonchopisthus lemur,TRUE,16545346,LC,Stable,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-23607,NA,null,Lonchurus lanceolatus,TRUE,47147979,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-28978,LC,null,Lophiodes caulinaris,TRUE,154992,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-30246,NA,null,Lophiodes reticulatus,TRUE,190186,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-28999,LC,null,Lophiodes spilurus,TRUE,183967,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-29433,NA,1,Lophius piscatorius,TRUE,198610,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-31176,NA,null,Lophius vaillanti,TRUE,198610,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-33842,NT,null,Lophius vomerinus,TRUE,154748,NT,Unknown,NA,NA,NT,iucn,NA,NA,NA,NA,am,0.2,NA,NA,NA,NA,NA,0.2
Fis-49079,NA,null,Lophodolos acanthognathus,TRUE,190157,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-50465,LC,null,Lophodolos indicus,TRUE,154698,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-24748,NA,null,Lophogobius cyprinoides,TRUE,190957,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-29435,NA,null,Lopholatilus chamaeleonticeps,TRUE,16545046,EN,Decreasing,NA,NA,EN,iucn,NA,NA,NA,NA,am,0.6,-0.5,NA,NA,NA,NA,0.6
Fis-30248,NA,null,Lophotus lacepede,TRUE,190207,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-50171,NA,null,Loweina interrupta,TRUE,60473762,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-29436,LC,null,Loxodon macrorhinus,TRUE,41831,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-24749,LC,null,Lucania parva,TRUE,191368,LC,Stable,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-49855,NA,null,Lucayablennius zingaro,TRUE,47143309,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-33111,NA,null,Luciobrotula corethromycter,TRUE,190262,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
