Species.ID,Ecol.Imp.Score,Ecol.Imp.Docu,Ecol.Imp.Sources,Ecol.Imp.Text,Scope.Score,Scope.Docu,Scope.Distribution,Scope.Sources,Scope.Text,Inv.Potl.Score,Inv.Potl.Docu,Inv.Potl.Established,Inv.Potl.Sources,Inv.Potl.Text,Mgt.Diff.Score,Mgt.Diff.Docu,Mgt.Diff.Sources,Mgt.Diff.Text
383,1,COMP PR/RE,"Ref009, Ref265","A nuisance fouler, fouling oysters in Alabama, which increases labour costs for market preparation. Balanus species may also cause significant changes to ecological processes by increasing the area and volume available for associated fauna, thereby causing changes to food webs. There is some spatial competition with other species",4,COMP PR/RE,Locally patchy,Ref009,,1,COMP PR/RE,No,Ref009,,4,PR,Ref266,Some success with slimicides in cooling water systems. Toxic chemicals unsuitable for systems harboring beneficial marine organisms.
384,1,COMP PR/RE,Ref009,Fouling species; spatial competition with other native and non-native species in high intertidal zones likely.,4,COMP PR/RE,Locally patchy,Ref009,,2,COMP PR/RE,No,"Ref009, Ref208","A fouling organism requiring assisted transport to expand alien range. Now common on many ship and barge hulls in Hawaii, and on some which travel throughout the Pacific. It seems only a matter of time until this barnacle further invades the Pacific region.
Larvae unlikely to survive long-term transport in ballast water.",U,,,
385,1,COMP PR/RE,"Ref009, Ref267","Fouling organism; 
The ecological impacts are unstudied; if it becomes established in protected coastal areas it has the potential to overgrow coral reefs.",4,COMP PR/RE,Locally patchy,Ref009,,1,COMP PR/RE,No,Ref009,Potential for transport in ships fouling communities or ballast water.,4,RE,Ref267,The control of the dispersal of this species is the only management action available.
395,1,COMP PR/RE,Ref009,"Fouling organism; ecological impact unstudied, but spatial competition in shallow water and fouling communities is likely.",4,COMP PR/RE,Locally patchy,Ref009,,1,COMP PR/RE,No,Ref009,A fouling organism requiring assisted transport to expand alien range.,U,,,
396,1,COMP PR/RE,Ref009,"Fouling organism; ecological impact unstudied, but spatial competition in shallow water and fouling communities is likely.",4,COMP PR/RE,Locally patchy,Ref009,,1,COMP PR/RE,No,Ref009,A fouling organism requiring assisted transport to expand alien range.,U,,,
397,1,COMP PR/RE,Ref009,"Fouling organism; ecological impact unstudied, but spatial competition in shallow water and fouling communities is likely.",4,COMP PR/RE,Locally patchy,Ref009,,1,COMP PR/RE,No,Ref009,A fouling organism requiring assisted transport to expand alien range.,U,,,
472,3,COMP PR/RE,"Ref016, Ref002","Voracious feeders - consume zebra mussel. Aggressive, successful competitor. Prey for sturgeon, pike, pikeperch - all commercially important in Black and Caspian Seas. Outcompete & eat eggs of most benthic competitors. Fuller and Benson (2003) state that, ""the numbers of native fish species have declined in areas where N. melanostomus has become abundant. Immediate threat to trout pops. eats bivalves that filter water, and becomes a vector of bioaccumulation, with contaminants becoming passed on to the larger game fish or humans that eat them.
Tolerant to wide ranges of salinity and oxygen levels, extremely prolific, iteroparous (3x p/season), 5K eggs @ once. In 1989 no gobies caught in St. Clair River delta - by spring 1990 they composed bulk of catch.",4,COMP PR/RE,Regionally pervasive,Ref016,Spread through Northern Europe,4,COMP PR/RE,No,Ref016,Potential to expand introduced range via streams and watercourses.,4,COMP PR/RE,"Ref016, Ref002",Considered high priority to keep from escaping Great Lakes. Effectiveness of current electronic barriers undetermined. Illegal to use as bait in Great Lakes. Little information on successful management options for this species.
473,1,COMP PR/RE,Ref016,"Active hunters/ambush predators likely to affect population size of their prey & availability of food sources for larger fish in the Atlantic.
No referenced problems w/introduction or existing populations at this time.",4,COMP PR/RE,Locally patchy,Ref016,,1,COMP PR/RE,No,"Ref016, Ref002",Mainly human assisted introductions. Ballast water and intentional aquarium release are main transport vectors. Some potential for natural expansion from introduced ranges.,U,COMP PR/RE,Ref016,No information on attempts to eradicate from non-native habitats.
474,3,COMP PR/RE,Ref016,"In 1996 Atlantic salmon escapees = 0.004% of yearly Pacific salmon catch. Fear of genetic alteration of native populations that may threaten viability, reduce fitness & disrupt genetic diversity. Possibility of interbreeding, competition, disease, parasitism, but these have not occurred yet.",4,COMP PR/RE,Regionally pervasive,Ref016,.,1,COMP PR/RE,Yes,Ref016,Repeated failures to introduce Atlantic Salmon in this region and continued high mortality suggest that there is little threat either of interbreeding or challenging indigenous populations.,2,COMP PR/RE,Ref016,
486,4,COMP PR/RE,Ref016,"Filter up to 1 liter of water per day, clearing it of plankton & bio-accumulate substances such as PCB's that can enter the food chain in dangerous levels.  Industrial: They clog water treatment/intake systems, causing slow-downs and stoppages.  Recreation: they affect docks and boat engines, sometimes causing overheating & their sharp edges make beaches less desirable. Disrupt food chains/crowd out native mussels.
Zebra mussels settle in high numbers on native mussels (Unionidaceae), causing suffocation, starvation, and energetic stress leading to death. Loss of native mussel populations has increased dramatically where zebra mussels are present, particularly in the Great Lakes and Hudson and Mississippi rivers. 
Spawning reefs of fishes such as lake trout are negatively affected by zebra mussel colonies.",4,COMP PR/RE,Regionally pervasive,Ref016,,3,COMP PR/RE,No,Ref019,"Horizontal dispersal (of veligers in plankton) is passive and dependent on water currents. Attach to floating debris/vegetation. Populations spawning upstream provide potential for downstream dispersal.
Spread worldwide in ballast.",4,COMP PR/RE,Ref016,"Experimentation w/hot water to control. Est costs to control, repair damage could be billions annually. Black goby also a native of the Black and Caspian Seas was also introduced to the Great Lakes and preys upon D. polymorpha."
282,3,COMP PR/RE,Ref006,"Economic costs to shellfish industry, toxins build up in shellfish and affect humans, causes mortatilty of other coastal fish",4,COMP PR/RE,Regionally patchy,"Ref006, Ref687",Found in two subregions within adjacent ecoregions.,3,RE,No,"Ref002, Ref687","May be transported in water currents, ballast water and solid ballast.",4,RE,Ref002,No known controls for this organism. Prevention is key to reducing toxic outbreaks.
295,2,COMP PR/RE,Ref006,Fouling; slight alteration of sediment communities. May displace native species through competition for food and space.,4,COMP PR/RE,Regionally patchy,Ref006,Occurs in two ecoregions that are distant from each other,1,COMP PR/RE,No,Ref006,"Reported as a hull fouling species, with potential for natural dispersal from introduced range, possibly attached to floating objects.",4,COMP PR/RE,Ref006,One management option listed - change in salinity. No effective eradication methods.
297,2,COMP PR/RE,Ref006,"Habitat modification; reduction in native species populations.
The New Zealand screw shell is a threat to other seafloor species because it breeds so prolifically, smothering the sea floor, down to eighty metres depth along the Continental Shelf.",3,COMP PR/RE,Regionally pervasive,Ref006,,3,COMP PR/RE,No,Ref006,"It has colonised more habitat than any other high-impact benthic marine pest in Australia and its wide temperature and depth tolerance makes further spread likely in the planktonic stage. A review of the Turritellidae (Marwick 1956) suggested that the multispiral protoconch (3-4 whorls) indicates a long pelagic existence in the veliger stage (indirect development). This stage would enable widespread current-enhanced dispersal of M. roseus.
It is not clear whether its spread up Australia’s east coast was a natural dispersal in prevailing currents, or whether its spread was facilitated by other vectors such as fishing vessels and dredges.
Now covers an area of the seafloor about the size of Tasmania.",4,COMP PR/RE,Ref006,
298,2,COMP PR/RE,Ref006,"Modifies sediment dynamics through the building of mud tubes on the sediment surface consolidating the sediments (Myers, 1977). Facilitates transmission of new pathogens. 
It is common in areas of high turbidity, especially in areas with high organic pollution levels where it can reach high densities.
Parasites have been found on C. insidiosum in German waters, but it is unknown whether these could transfer to native species and cause negative impacts.",4,COMP PR/RE,Regionally pervasive,Ref006,,1,COMP PR/RE,No,"Ref006, Ref260",An fouling organism requiring assisted transport to expand alien range. Thought to have spread to the North Pacific from the North Atlantic via commercial vessels (Bousfield and Hoover 1997).,4,COMP PR/RE,Ref006,"Eradication unlikely in marine environment with no known predators. Fouling control options include chemical (copper compounds, DDT, Hydrocarbons) and UV radiation and blue light."
299,2,COMP PR/RE,Ref006,Modifies sediment habitats; fouling,4,COMP PR/RE,Regionally pervasive,Ref006,In two different but close ecoregions,2,COMP PR/RE,No,"Ref261, Ref223","A fouling organism requiring assisted transport to expand alien range. Has not been found outside Lyttelton Harbour (New Zealand), the original site of invasion.
Washed ashore in The Netherlands on holdfasts of Himanthalia and on Bucinumeggs.",4,COMP PR/RE,Ref223,Permanently established in European and Dutch waters.
300,3,COMP PR/RE,Ref006,"Negative habitat modifications; burrowing into human-made structures; aquaculture pest
High levels of P. ciliata infestation tended to weaken the shells of Mtilus edulis.
This species is a serious oyster and mussel pest, as it burrows into shells, weakening them and making them more prone to predation by organisms such as crabs. It is also able to alter habitats by increasing the amount of mud in an area (due to burrowing activities). This mud can eliminate native flora and fauna.",4,COMP PR/RE,Regionally patchy,Ref006,,3,COMP PR/RE,No,"Ref006, Ref090","Larvae are believed to have a pelagic life from 2 -6 weeks before settling (Fish & Fish, 1996). Larvae of Polydora ciliata have been collected as far as 118km offshore (Murina, 1997) and along the Belgian coast were found in the plankton all year round with a peak in the summer (Daro & Polk 1973).",4,COMP PR/RE,Ref006,Copper compounds suggested for control of fouled surfaces. No known eradications for established populations.
301,3,COMP PR/RE,Ref006,Negatively modifies habitat with its large densitys; losses in aquaculture,4,COMP PR/RE,Regionally pervasive,Ref006,,2,PR,No,Ref099,"Larvae are planktonic for 4-47 days and could be an important transportation vector for long distance dispersal.
Drift tube recoveries and larval abundances in the plankton indicate that few Pseudopolydora larvae leave Mission Bay, (San Diego) but that longshore currents can carry those which do to other suitable bay habitats.",3,COMP PR/RE,Ref006,No known natural predators. No effective non-toxic eradication controls in marine environment. Chemical applications of copper compounds used to prevent fouling.
302,3,COMP PR/RE,"Ref006, Ref262, Ref002","There is some evidence to suggest that dense beds of S. spallanzanii may intercept settling organic material and thus interfere with nutrient cycles. At high densities, it may impact other filter feeding organisms.
This large sabellid (80-400 mm in length) forms dense colonies and markedly modifies local water currents and rates of sediment deposition.
Positive ecological roles may include providing sewage bioremediatioin (Stabilia et al. 2006), and as food for leatherjackets in aquaria.
It may also inflict economic damage by competing with mussels and oysters in aquaculture farms.",4,COMP PR/RE,Regionally patchy,Ref006,,3,COMP PR/RE,No,"Ref006, Ref068, Ref262","Possibility of range expansion through natural dispersal. The presence of a toxin in fan worm tissue may prevent native predators from controlling invasive populations.
S. spallanzanii has extended its range through out the entire 2000 km 2 (Port Phillip Bay, Australia) embayment, and has invaded most subtidal habitats. The most recent dive survey (1998) indicates that S. spallanzanii has extended its range through out the entire 2000 km 2 embayment, and has invaded most subtidal habitats.",4,COMP PR/RE,Ref002. Ref262,"Physical, manual removal effective for new, small infestations. Able to regenerate from small fragments so care to remove entire organism is key."
303,2,COMP PR/RE,"Ref006, Ref065","Loss of aquaculture/commercial/recreational harvest.
Found in high densities up to 12, 521 per square metre on heavily fouled mariculture cages (Mak et al. 1985).
May endanger habitat restoration effects.",4,COMP PR/RE,Regionally pervasive,Ref006,,1,COMP PR/RE,No,Ref065,A fouling organism requiring assisted transport to expand alien range.,U,,,
304,2,COMP PR/RE,Ref006,"Causes losses in aquaculture; resource and spatial competition with native species.
Has replaced native solitary tunicates, Pyura haustor and Ascidia ceratodes (Lambert and Lambert 1995).",4,COMP PR/RE,Regionally pervasive,Ref006,,1,COMP PR/RE,No,Ref002,Potential for short distance planktonic larval dispersal. Plankton larvae settle quickly. Long term dispersal requires human assistance.,2,COMP PR/RE,Ref006,"Established in San Diego, but 30 years after its introduction it still had not become abundant (Lambert and Lambert 1995)."
305,1,COMP PR/RE,"Ref006, Ref314","Impact is great upon man-made wooden structures, but not upon ecosystems necessarily. A single introduced organism, the shipworm Teredo navalis, caused $615 million (in 1992 dollars) of structural damage to maritime facilities in 3 years in the early part of the 20th century.
Shipworms feed on wood particles and minute organisms. They do enormous damage to piers and ships and were death to the ships that cruised the oceans of the world. They are particularly bad in the warm tropical waters of the Caribbean Sea.
Shipworms are of major ecological significance, in that they break
down organic material in the sea that has originated on land. This is
particularly important in tropical regions with mangroves, where the
large quantities of organic matter accumulating would otherwise take
much longer to decompose.",4,COMP PR/RE,Regionally pervasive,Ref006,,3,COMP PR/RE,No,"Ref006, Ref263",Shipworms release planktonic veliger larvae (larvae that have developed swimming membranes or velum). The larvae exist in the water column for two or three weeks before settling. Potential for spread through tidal or ocean currents and on driftwood.,3,COMP PR/RE,"Ref006, Ref263","Chemical, manual, physical treatments. Prevention with copper coating effective."
306,3,COMP PR/RE,Ref006,Incredibly successful competitor; dominates ecosystem and significantly reduses biodiversity.,4,COMP PR/RE,Regionally patchy,Ref006,,1,COMP PR/RE,No,"Ref006, Ref444","Introductions attrributed to ballast water and solid ballast exchange. Establishes quickly within a short time of its arrival.
Recovers quickly from disturbances, such as summer anoxic events.",U,RE,Ref264,Crab predation may control T. lubrica in New Zealand waters.
307,1,COMP PR/RE,"Ref006, Ref102","Significant fouling organism; provides suitable surface for other fouling species. Resistant to fouling paints, providing a surface for other fouling organisms, which would otherwise not be able to survive.",4,COMP PR/RE,Regionally pervasive,Ref006,,1,COMP PR/RE,No,Ref102,A fouling organism requiring assisted transport to expand alien range.,4,COMP PR/RE,Ref102,Resistant to toxic paints. Currently no established control measures.
757,3,PR,"Ref316, Ref317","A known bioeroder (e.g.Rehm and Humm 1973; Carlton 1979; Perry and Brusca1989; El-Shanshoury et al. 1994).
A threat to mangrove forests. The isopod may play an important role in determining the lower intertidal limits of (the red mangrove) Rhizophora mucronata.
It has been suggested that S. terebrans was causing an ""eco-catastrophe"" by destroying the aerial roots of red mangroves(Rhizophora mangle L.) along the southwestern coast of Floridato such an extent that the Ten Thousand Islands and mangrovefringes of the mainland were steadily shrinking (15). Similarly,it was concluded that the isopods were a serious threat to themangroves of the Kerala coast, India (16).",4,PR,Locally pervasive,Ref316,,1,PR,No,Ref317,Appear to have been spread anthropogenically around the world in or on the hulls of ships (Carlton and Iverson 1981; Morton 1987; Carlton and Ruckelshaus 1997).,4,PR,Ref316,No current permanent controls for this species.
758,2,COMP PR/RE,Ref034,"It grows in colonies formed by hundreds of individual zooids. In the competition for space, the more aggressive species stolon becomes larger when needed depending upon the thickness and size of the colony being overtaken.
It encrusts hard surfaces, excluding or inhibiting settlement by native species.",4,COMP PR/RE,Locally pervasive,Ref034,,1,COMP PR/RE,No,Ref034,"Human assisted translocations. Believed to have been brought to the Puget Sound with the Japanese Oyster, Crassostrea gigas.",4,COMP PR/RE,Ref034,No known controls in aquatic environment.
759,1,COMP PR/RE,Ref319,Feeds on arborescent bryozoans which are part of the 'fouling community'. May impact native species.,4,COMP PR/RE,Locally patchy,Ref319,,2,COMP PR/RE,No,Ref230,A fouling organism requiring assisted transport to expand alien range.,U,COMP PR/RE,,
760,1,COMP PR/RE,Ref073,Known to consume invasive Diadumene lineata in San Francisco Bay.,4,COMP PR/RE,Locally patchy,Ref073,,2,COMP PR/RE,No,Ref037,A fouling organism requiring assisted transport to expand alien range. Probably transported on ships hulls from the Caribbean area.,4,COMP PR/RE,Ref073,No known controls in aquatic environment.
761,4,COMP PR/RE,Ref321,"Dispersed by planktonic larvae, the larvae settle and construct extensive burrow systems in wooden structures (e.g., boat hulls, marinas, docks, and pilings). Cohen and Carlton (1995) report that shipworms caused $615 million in damage in San Francisco Bay during a 1920’s outbreak.",4,COMP PR/RE,Locally patchy,Ref321,,1,RE,No,Ref321,A fouling organism requiring assisted transport to expand alien range.,3,RE,Ref321,"Effective control of these pests can be accomplished by chemical treatment (e.g., creosote) or use of alternative materials (Highley 1999)."
762,1,COMP PR/RE,Ref073,"Berman and Carlton (1991) found that its diet was similar to that of the native saltmarsh snails Assiminea californica and Littorina subrotundata in Coos Bay, Oregon. They did not, however, find evidence that Myosotella myosotis is competitively superior, and concluded that its establishment was not accomplished at the expense of the native snails.",4,COMP PR/RE,Locally patchy,Ref073,"Reported as invasive along costs of South Africa, Australia, New Zealand, -no location detail provided.",1,COMP PR/RE,No,Ref073,"No pelagic larvae, so must be spread on materials, or in solid ship ballast, or with live oyster shipments.",4,COMP PR/RE,Ref073,No known controls reported. Consumed by native species in some localities.
763,1,COMP PR/RE,Ref037,The best black pearls are produced by P. margaritifera. Shells used to make jewelry and buttons. No known adverse impacts.,4,COMP PR/RE,Locally patchy,Ref037,"An Italian company imported P. margaritifera in 1860 for pearl production, but no records of escape or populations in Italy at this time.",1,COMP PR/RE,No,Ref137,Florida unintentional introduction possible as larvae in ballast or fouling communities.,2,COMP PR/RE,Ref037,No known controls in aquatic environment.
764,2,COMP PR/RE,Ref063,"Can attain high densities in non-native ecosystems and become dominant members of the benthic infauna (Larsen, 1978; Lopez Gappa et al., 2001).",4,COMP PR/RE,Locally patchy,Ref063,,1,COMP PR/RE,No,Ref063,,4,COMP PR/RE,Ref063,
765,1,COMP PR/RE,Ref323,"Since it is not known from the Gulf of Mexico other than on oil platforms, this represents a rapid range expansion following oil platform placements.",4,COMP PR/RE,Locally patchy,"Ref323, Ref233",,2,COMP PR/RE,No,"Ref323, Ref233","The range expansion into the Gulf of Mexico is likely due to a preference of this species for artificial substrates, which may be rapidly colonized.
Potential for future distribution on oil tanker fouling communities.
insensitivity to angles of recruitment and its tolerance for different depths makes it an organism with great ecological tolerance, with a potential to colonize new areas and increase its current range in Brazil's coastal waters.",4,COMP PR/RE,Ref323,No known controls in aquatic environment.
766,4,COMP PR/RE,"Ref324, Ref226","1. Competition with native flora such as Salicornia virginica (pickleweed) and S. foliosa, may lead to a loss of native plant diversity. 2. Invasion of high marsh Salicornia zone may negatively effect the habitat of the endangered salt marsh harvest mouse (Reithrodontomys raviventris), as well as the federally and state endangered California clapper rail (Rallus longirostris obso-letus). 3. Competition with the native S. foliosa and invasion of the mudflat and channel edgesof the low marsh may eliminate foraging habitat for numerous shorebirds and water-fowl, including the California clapper rail. 4. Invasion by the S. densiflora may increase marsh elevation due to the presence ofdense clusters of clones at channel and mudflat edge. These dense clones may slow the flow of water, and thus increase rate of sedimentation.
Hybridizes with local species.
Dense-flowered cordgrass grows at a slightly higher elevation than native cordgrass and thus competes and replaces native plants such as Frankenia salina, Limonium californicum, and Jaumea carnosa in the middle to high tidal zone.",4,COMP PR/RE,Regionally pervasive,Ref324,,3,COMP PR/RE,No,"Ref324, Ref226","Has spread beyond the original marsh plantings (in San Francisco Bay) to the entire two mile length of Corte Madera Creek and is spreading beyond the creek into San Francisco Bay. Potential for additional spread or unintentional translocation from invaded sites.
Over a period of several years a single clump can expand to a meter or more in diameter (Barnhart et al. 1992).
Has become the most abundant plant in many estuaries of the SW Iberian Peninsula.",4,COMP PR/RE,Ref324,No successful controls found yet. Populations thought to have been eradicated were detected in same sites years later.
767,4,COMP PR/RE,Ref226,"Since its introduction to Cox Island, it has expanded exponentially, with new outlying patches appearing in native vegetation (Frenkel and Boss 1988). Accretion coupled with expansion may rconvert low marsh to monotypic higher-elevation marsh. Seedlings easily overlooked and pose additional problems for eradication.
Threatens rare plant species.",4,COMP PR/RE,Locally pervasive,Ref226,,4,COMP PR/RE,No,Ref226,Dispersed by seed. Presence of barren or disturbed areas near established colonies also facilitate invasion. Radial expansion of cordgrass colonies is clonal.,3,COMP PR/RE,Ref226,"Unfortunately, effective means for complete eradication of this species have yet to be discovered. Physical, chemical controls used for small infestations."
772,3,COMP PR/RE,Ref035,"Can compete with native organisms for space and grow on the native organisms themselves. Locally (Washington State) invasive ascidians are partly responsible for the continued rarity of the native Olympia Oyster (Ostreola conchaphila), through space competition and smothering of juveniles. In addition, where these invaders are common, native ascidians have become less abundant.",4,COMP PR/RE,Locally patchy,Ref035,,1,COMP PR/RE,No,Ref035,"A fouling organism. Fast reproduction, short dispersal, and cloning enable these invaders to dominate small areas very quickly. Invasions can spread through areas as large as pleasure craft marinas in months. Non-brooding adults release sperm and eggs into the surrounding water, where fertilization and development of non-feeding swimming larvae occur. This reproductive trait allows for wider dispersal and transport in ballast water. Potential for future translocations on ships fouling communities.",3,COMP PR/RE,Ref035,"No known eradication methods in marine environment. Mechanisms to control the spread are unknown. Chemical, physical, mechanical methods used.  Ascidians are intolerant of freshwater and exposure to air."
699,3,COMP PR/RE,"Ref025, Ref087","Benthic-pelagic interaction, community dominance, competition, herbivory, hybridization, predation. Sever impact through competition and displacement reported. 
Outcompetes native G. zaddachi, G. duebeni and other amphipods in the oligohaline waters of the Vistula Lagoon.
In habitats that are favorable for P. robustoides, this alien amphipod species out-competes the native amphipod species Gammarus lacustris and has a negative impact on the native isopod Asellus aquaticus.
May be a vector of alien parasites and transfer then to local fish species.",4,COMP PR/RE,Locally pervasive,Ref025,,2,COMP PR/RE,No,Ref087,"Intentional introductions to reservoirs in former Soviet Union. Spread along inshore Baltic waters through shipping, as fouling organisms, as well as natural migration.",4,COMP PR/RE,Ref087,Impossible to remove. Management ineffective.
701,2,COMP PR/RE,Ref025,Community dominance. Competition with natives for resources.,4,COMP PR/RE,Regionally patchy,Ref292,,1,COMP PR/RE,No,Ref292,"Found in San Francisco Bay - presumed transported in ballast water, though ""there are other reasonably likely mechanisms, in addition to ballast water discharges, that could account for their introduction to the Pacific Coast.""",4,COMP PR/RE,Ref025,No known forms of complete eradication.
705,3,COMP PR/RE,"Ref002, Ref006","Negatively interacts with native and endangered species competing for food and resources, hastening the decline of native species. Agressively feed on smaller fish. Associated with extirpations of the endangered Tidewater goby  from certain bodies of water",4,COMP PR/RE,Locally patchy,Ref002,,3,COMP PR/RE,No,"Ref002, Ref006, Ref259","Once established, this species spread in California, probably as a result of its own dispersal abilities. Sometimes dispersal may result with the aid of currents (Nico and Fuller, 2004). 
Generalist diet gives it an advantage as a successful invader, but salinity requirements appear to limit its expansion potential.
Eggs transported attached to fouling organisms on hulls.",4,COMP PR/RE,Ref002,Have not been able to eradicate or control this species from California waters.
706,4,RE,Ref025,"Competes for food and resources with other species. In dense populations of B. improvisus, assotiated species such as midge larvae, copepod crustaceans and juvenile bivalves increase compared to adjacent sites without crusts (Leppäkoski 1999).
 Aquacultural fouling of blue mussels, oysters and cages. Anti-fouling compounds used on ships hulls to prevent establishment pollute marine environments, interferes with food web of fisheries, sharp shells cause injuries to tourists.",4,RE,Locally pervasive,Ref025,,1,RE,No,Ref025,"A facultative self-fertiliser, which may be a favourable trait when establishing and maintaining new populations (Weidema 2000). Found on ships hulls, attached to algae, crayfish, crabs.",4,RE,Ref025,No known controls in marine environment.
707,2,RE,Ref009,"Serious fouling problem on ship bottoms, buoys, and pilings.",4,RE,Locally patchy,Ref009,"Spread worldwide, through ship traffic.",2,RE,No,Ref009,,4,RE,Ref009,
708,2,COMP PR/RE,Ref012,Competes with native species for habitat and resouces.,4,RE,Locally patchy,Ref012,,1,RE,No,Ref012,"Potential for transport in ships ballast or fouling communities.
Many hydroids are substrate generalists which probably assists in their distribution on ships and other slow-moving material (such as algae) as well as establishment upon arrival in foreign ports etc.",U,RE,Ref012,
709,4,COMP PR/RE,Ref002,"Causes dramatic changes to the soft sediment communities of the area. It is thought to be responsible for the collapse of some commercial fisheries in addition to the decline in the diversity and abundance of many benthic species in the area. The clam consumes large amounts of phyto- and zooplankton and therefore changes many of the existing community dynamics, resulting in many benthic species being unable to obtain enough food for growth. The clam is also a dominant species in the bay, accounting for 95% of the biomass in some areas. This reduces the amount of available space for other species to grow and reproduce""",4,COMP PR/RE,Locally pervasive,Ref006,,4,COMP PR/RE,No,"Ref002, Ref006","Transported in ships ballast, sea water systems, live wells, or other deck basins.
With its ability to survive in polluted environments, this salinity-tolerant bivalve has a distinct advantage in invading a variety of geographic areas and habitats.",4,COMP PR/RE,Ref002,Ballast water management. Incursion in Australia triggers an emergency response. New Zealand has surveillance systems in place for early detection - classified as one of 6exotic high-impact species. Physical controls have been unsuccessful.
710,4,COMP PR/RE,Ref002,"Alters sediment characteristics (by removing a huge volume of suspended organic material from water column, depositing filtered material on bottom as pseudofeces).  Compete with native species for resources.",4,COMP PR/RE,Locally pervasive,Ref002,,2,COMP PR/RE,No,Ref002,"Can be transported in ballast water, on ship hulls, and with importation of oysters.  ""These species are also known to occur on the carapaces of horseshoe crabs (personal observation and Botton & Ropes 1988, in Collin, 2001), which could result in occasional long distance dispersal.""",4,COMP PR/RE,Ref002,"Few management options are available to combat this species. Dredging operations to clear slipper limpets from oyster beds have been attempted in some areas, but it was concluded that further spread of the species could not be prevented."
711,1,COMP PR/RE,Ref012,Competes with natives species for food and resources. Resistant to moderate and severe hypoxia.,4,RE,,Ref012,,1,RE,No,Ref012,,U,RE,Ref012,
712,3,RE,Ref002,"Responsible for the fouling of cages, boats, and ropes. This species also causes major fouling impacts in industrial cooling water systems. Competes with barnacles and other filter feeders for habitat and resources.",4,RE,Locally pervasive,Ref002,,2,RE,No,Ref002,"Transported in ship's ballast water, live wells & bilge systems & on recreational boats. Local dispersal could involve diffusion, especially transport during larval stages as veligers (Therriault, T., pers. comm., 2005).",3,RE,Ref002,"Biocides are being used to control them. To use these chemicals properly, knowledge of the lifecycle of these organisms is indispensable and monitoring is necessary. More resistant to chlorine than D. polymorpha. Pulse chlorination has been effective."
713,4,RE,Ref002,"In South Africa, the Mediterranean mussel is replacing the indigenous black mussel and the brown mussel.",4,RE,Locally pervasive,Ref002,,2,RE,No,Ref002,"Potential for transport on ships hulls or in ballast water or live wells. M. Sometimes transferred through mariculture as a food source and because it is confused with other Mytilus species. 
A realistic estimate of the rate of spread of mussel beds (as opposed to individual mussels or solitary clumps) is 5 km year-1 (T. Phillips Pers. Comm., in Branch and Stephanni 2004).
Mussel larvae are dispersed like passive particles matching the speed and direction of surface currents generated by the wind.",4,RE,Ref002,No success in eradicating any invasive populations. Ballast water management could stop the spread of its larvae.
714,2,RE,Ref006,Potential to compete for resources with native species.,4,RE,Locally patchy,Ref005,,2,RE,No,Ref005,"Human assisted transport through ships fouling, ballast, and commercial oyster plants.",U,RE,,
715,4,RE,"Ref002, Ref012","Forms dense monospecific stands. It can accumulate high biomass and may quickly become a strong competitor for space and light. Dense S. muticum stands may reduce light, dampen flow, increase sedimentation and reduce ambient nutrient concentrations available for native kelp species.
Large mats of weeds are eventually cast up on shores and cause problems when rotting, i.e. producing offensive smells on resort beaches
It blocks propellers and intakes (Critchley, Farnham & Morrell 1986). It is also a fouling organism on oyster beds and a nuisance to commercial fishermen, fouling their nets (Critchley, Farnham & Morrell 1981).",4,RE,Locally pervasive,Ref002,,4,RE,Yes,"Ref002, Ref012","It is highly fecund (Norton & Deysher 1989), producing fertile receptacles which are cast off during the summer months. These float and can survive for up to 3 months (Farnham et al. 1981). The receptacles are androgynous with self-fertilisation; viable germlings are released.
It spread rapidly along the English south coast at about 30 km/year and along the north-west American coast at an average rate of about 60 km/year, mostly by drifting, fertile adults (Farnham et al. 1981).
Higher temperatures are favourable and will encourage its spread further south.",4,RE,Ref002,"No treatments, chemical, biological, or manual have been successful in controling or eradicating this invasive. Fragmentation regenerates new plants immediately."
716,4,COMP PR/RE,Ref002,"Loss of mudflat and channel habitat may seriously impact the foraging habitat for numerous residential as well as migrating shorebirds and waterfowl, including the federally and state endangered California clapper rail; also invading high marsh habitat, degrading or eliminating pickleweed (Salicornia virginica) habitat, impacting habitat for the endangered salt marsh harvest mouse.
It can also hybridize with native non-invasive species of Spartina and offspring are known to have increased vigor and growth rates than either parent.
can cause increased rates of sedimentation, leading to the eventual clogging of flood control channels and natural sloughs, raising them to the overall elevation of the marsh plain.",4,COMP PR/RE,Locally pervasive,Ref002,,4,COMP PR/RE,No,Ref002,"Spreads by seed rhizome, or vegetative fragmentation on wind and water currents.",3,COMP PR/RE,Ref002,Have not been able to eradicate from introduced areas.
