Species.ID,SPECIES.NAME,Higher.taxa,Genus,Species,Common.name,System.FTM,System.FrLandMar,Entry.info,Database.source,Database.scope,Ecos.services,Ag.pest
611,Polydora cornuta,Invertebrate - Annelid,Polydora,cornuta,"aka Polydora ligni, mud worm",MR,Marine,RG (02/16/06),Ref005,Non-Indigenous,,No
613,Mytella charruana,Invertebrate - Mollusc,Mytella,charruana,Charru mussel,MR,Marine,RG (02/17/06),Ref005,,,
614,Ostrea edulis,Invertebrate - Mollusc,Ostrea,edulis,edible oyster,MR,Marine,RG (02/17/06),Ref005,Non-Indigenous,,No
616,Teredo bartschi,Invertebrate - Mollusc,Teredo,bartschi,Bartsch shipworm,MR,Marine,RG (02/17/06),Ref005,Non-Indigenous,,No
619,Littorina littorea,Invertebrate - Mollusc (Snail),Littorina,littorea,common periwinkle,MR,Marine,RG (02/18/06),Ref005,Non-Indigenous,,No
621,Rapana venosa,Invertebrate - Mollusc (Snail),Rapana,venosa,Asian rapa whelk,MR,Marine,RG (02/18/06),Ref005,Non-Indigenous,,No
623,Tenellia adspersa,Invertebrate - Mollusc,Tenellia,adspersa,"miniature aeolis, Embletonia pallida, lagood sea slug",MR,Marine,RG (02/18/06),Ref005,Non-Indigenous,,No
624,Tritonia plebeia,Invertebrate - Mollusc,Tritonia,plebeia,European nudibranch,MR,Marine,RG (02/18/06),Ref005,Non-Indigenous,,No
629,Callinectes bocourti,Invertebrate - Arthropod - Crustacean,Callinectes,bocourti,"Bocourt swimming crab, red-blue crab",MR,Marine,RG (02/19/06),Ref005,Non-Indigenous,,No
630,Hemigrapsus sanguineus,Invertebrate - Arthropod - Crustacean,Hemigrapsus,sanguineus,"Asian shore crab, Japanese shore crab, Pacific crab",MR,Marine,RG (02/19/06),Ref005,Non-Indigenous,,Yes
631,Rhithropanopeus harrisii,Invertebrate - Arthropod - Crustacean,Rhithropanopeus,harrisii,"estuarine mud crab, Harris mud crab, Pilumnus harrisii","FW, MR","Marine, Freshwater",RG (02/19/06),Ref005,Non-Indigenous,,No
635,Synidotea laevidorsalis,Invertebrate - Arthropod - Crustacean,Synidotea,laevidorsalis,an isopod,MR,Marine,RG (02/20/06),Ref005,Non-Indigenous,,No
677,Zizania latifolia,Plant,Zizania,latifolia,"coba, jiao-bai, kuw-sun, kwo-bai, makomo, makomo dake, Manchurian water-rice, Manchurian wild rice, Manchurian wildrice, Manchurian zizania, ricegrass, Wasserbambus, water-bamboo, wild rice stem","FW, TR, MR","Marine, Freshwater, Land","RG 04/08/06, 11/04/07",Ref002,Invasive,No,Yes
683,Cyclope neritea,Invertebrate - Mollusc (Snail),Cyclope,neritea,,MR,Marine,RG (11/08/06),Ref286,Invasive,,No
685,Strombus persicus,Invertebrate - Mollusc,Strombus,persicus,conch,MR,Marine,RG (11/09/06),Ref038,Exotic/Alien,,No
686,Rhopilema nomadica,Invertebrate - Cnidarian,Rhopilema,nomadica,Tropical jelllfish,MR,Marine,RG (11/09/06),Ref038,Exotic/Alien,,No
687,Acartia tonsa,Invertebrate - Arthropod - Crustacean,Acartia,tonsa,"akartia, akartsia","FW, MR","Marine, Freshwater",RG (11/09/06),Ref012,Invasive,,No
688,Hydroides sanctaecrucis,Invertebrate - Annelid,Hydroides,sanctaecrucis,tubeworm,MR,Marine,RG (11/09/06),Ref273,Introduced,,No
689,Ocinebrellus inornatus,Invertebrate - Mollusc (Snail),Ocinebrellus,inornatus,Asian drill,MR,Marine,RG (11/09/06),Ref038,Invasive,,Yes
690,Pseudodiaptomus inopinus,Invertebrate - Arthropod - Crustacean,Pseudodiaptomus,inopinus,"Asian copepod, holoplanktonic cladoceran","FW, MR","Marine, Freshwater",RG (11/09/06),Ref038,Invasive,,No
691,Eurytemora americana,Invertebrate - Arthropod - Crustacean,Eurytemora,americana,Calenoid copepod,MR,Marine,RG (11/09/06),Ref275,Introduced,,No
693,Victorella pavida,Bryozoan,Victorella,pavida,Trembing sea mat,MR,Marine,RG (11/15/06),Ref025,Alien,,No
694,Tubificoides pseudogaster,Invertebrate - Annelid,Tubificoides,pseudogaster,,MR,Marine,RG (11/15/06),Ref025,Alien,,No
695,Stenocuma graciloides,Invertebrate - Arthropod - Crustacean,Stenocuma,graciloides,(aka Psuedocuma graciloides) benthic cumacean,MR,Marine,RG (11/15/06),Ref025,Alien,,No
698,Callinectes sapidus,Invertebrate - Arthropod - Crustacean,Callinectes,sapidus,Blue crab,"FW, MR","Marine, Freshwater",RG (11/15/06),Ref025,Invasive,,Yes
699,Pontogammarus robustoides,Invertebrate - Arthropod - Crustacean,Pontogammarus,robustoides,Ponto-Caspian amphipod,"FW, MR","Marine, Freshwater",RG (11/16/06),Ref025,Alien,,No
701,Paranais frici,Invertebrate - Annelid,Paranais,frici,(aka Wapsa mobilis),"FW, MR","Marine, Freshwater",RG (11/16/06),Ref025,Alien,,No
705,Acanthogobius flavimanus,Vertebrate - fish,Acanthogobius,flavimanus,"Cá Bong (Viet Nam), Cá Bong hoa (Viet Nam), Japanese river goby, Mahaze (Japan), Oriental Goby, Spotted goby (Viet Nam), Yaponskii rechnoi bychok (Russian Federation), yellowfin goby, Zheltoperyi bychok (Russian Federation)","FW, MR","Marine, Freshwater",RG (05/07/06),Ref002,Invasive,,No
706,Balanus improvisus,Invertebrate - Arthropod - Crustacean,Balanus,improvisus,"Bay barnacle, acorn barnacle",MR,Marine,RG (05/07/06),Ref025,Alien,,Yes
707,Banus reticulatus,Invertebrate - Arthropod - Crustacean,Banus,reticulatus,a barnacle,MR,Marine,RG (05/07/06),Ref009,Introduced,,No
708,Clavopsella navis,Invertebrate - Cnidarian,Clavopsella,navis,a brackish hydroid,MR,Marine,RG (05/07/06),Ref012,Non-Native,,No
709,Corbula amurensis,Invertebrate - Mollusc,Corbula,amurensis,"(aka Potamocorbula amurensis), Amur river clam (English), Amur river corbula (English), Asian bivalve (English), Asian clam (English), brackish-water corbula (English), Chinese clam (English), marine clam (English), Nordpazifik-Venusmuschel (German), Numa",MR,Marine,RG (05/09/06),Ref002,Invasive,,Yes
710,Crepidula fornicata,Invertebrate - Mollusc,Crepidula,fornicata,"American limpet (Great Britain), common Atlantic slippersnail (USA), crépidule (France), oyster-pest (Great Britian), Pantoffelsnecke (Germany), slipper limpet (USA), Toffelsneg (Sweden)",MR,Marine,RG (05/09/06),Ref002,Invasive,,Yes
711,Goniadella gracilis,Invertebrate - Annelid,Goniadella,gracilis,,MR,Marine,RG (05/09/06),Ref012,Non-Native,,No
712,Mytilopsis leucophaeata,Invertebrate - Mollusc,Mytilopsis,leucophaeata,"brackish water mussel, Conrad's false mussel, dark false mussel","FW, MR","Marine, Freshwater",RG (05/09/06),Ref002,Invasive,,Yes
713,Mytilus galloprovincialis,Invertebrate - Mollusc,Mytilus,galloprovincialis,"bay mussel (English), blue mussel (English), Mediterranean mussel (English), Mittelmeer-Miesmuschel (German)",MR,Marine,RG (05/09/06),Ref002,Invasive,,Yes
714,Pseudopolydora kempi,Invertebrate - Annelid,Pseudopolydora,kempi,a spionid worm,MR,Marine,RG (05/10/06),Ref005,Non-Indigenous,,No
715,Sargassum muticum,Algae,Sargassum,muticum,"Butblæret sargassotang (Danish), Japanischer Beerentang (German), Japans bessenwier (Dutch), Japansk drivtang, Japweed, sargasse (French), sargasso (Spanish), sargassosnärje (Swedish), strangle weed, Tama-hahaki-moku (Japanese), Wireweed",MR,Marine,RG (05/10/06),Ref002,Invasive,,Yes
716,Spartina alterniflora,Plant,Spartina,alterniflora,"Atlantic cordgrass, salt-water cordgrass, saltmarsh cordgrass, smooth cordgrass","FW, TR, MR","Marine, Freshwater, Land",RG (05/10/06),Ref002,Invasive,,No
717,Spartina anglica,Plant,Spartina,anglica,"common cord grass (English), Englisches Schlickgras (German), rice grass (English), townsends grass (English)","FW, TR, MR","Marine, Freshwater, Land",RG (05/10/06),Ref002,Invasive,,No
718,Zostera japonica,Plant,Zostera,japonica,dwarf eelgrass,MR,Marine,RG (05/11/06),Ref002,Invasive,,No
719,Odontella sinensis,Algae,Odontella,sinensis,Marine centric diatom,MR,Marine,RG (08/28/07),Ref012,Non-Native,No,No
720,Orchestia cavimana,Invertebrate - Arthropod - Crustacean,Orchestia,cavimana,taltrid amphipod,"FW, TR, MR","Marine, Freshwater, Land",RG (11/21/06),Ref025,Alien,,No
724,Marenzelleria neglecta,Invertebrate - Annelid,Marenzelleria,neglecta,red-gilled mud worm (GB),MR,Marine,RG (11/22/06),Ref025,Alien,,No
725,Maeotias marginata,Invertebrate - Cnidarian,Maeotias,marginata,"Hydromedusa, Black Sea jellyfish","FW, MR","Marine, Freshwater",RG (11/24/06),Ref025,Alien,,No
726,Lithoglyphus naticoides,Invertebrate - Mollusc (Snail),Lithoglyphus,naticoides,Gravel snail,"FW, MR","Marine, Freshwater",RG (11/24/06),Ref025,Alien,,No
730,Huso huso,Vertebrate - fish,Huso,huso,Beluga sturgeon,"FW, MR","Marine, Freshwater",RG (11/29/06),Ref025,Alien,,No
731,Hemimysis anomala,Invertebrate - Arthropod - Crustacean,Hemimysis,anomala,mysid crustacean,"FW, MR","Marine, Freshwater",RG (11/29/06),Ref025,Alien,,No
733,Garveia Franciscana,Invertebrate - Cnidarian,Garveia,Franciscana,"(aka Bimeria franciscana), ""Pelo de Oso"", hydroid",MR,Marine,RG (11/29/06),Ref025,Alien,,No
734,Gammarus tigrinus,Invertebrate - Arthropod - Crustacean,Gammarus,tigrinus,amphipod,"FW, MR","Marine, Freshwater",RG (12/01/06),Ref025,Alien,,No
735,Fucus evanescens,Algae,Fucus,evanescens,"brown algae, rockweed, bladder wrack, sea wrack, langfrutet klortang (Danish)",MR,Marine,RG (12/02/06),Ref025,Alien,,No
736,Ficopomatus enigmaticus,Invertebrate - Annelid,Ficopomatus,enigmaticus,"(aka Mercierella enigmatica) a tubeworm, Australian reef-building tube worm","FW, MR","Marine, Freshwater",RG (12/02/06),Ref025,Alien,,No
737,Ensis americanus,Invertebrate - Mollusc,Ensis,americanus,"(called E. directus in certain literature) American jack knife clam, American razor clam",MR,Marine,RG (12/04/06),Ref025,Alien,,No
738,Elodea canadensis,Plant,Elodea,canadensis,"(aka Anacharis canadensis, Udora canadensis) Canadian waterweed, common elodea, anacharis, Rocky Mountain waterweed, common waterweed, Canadian pondweed, American elodea, oxygen weed, elodea, vesirutto","FW, MR","Marine, Freshwater",RG (12/04/06),Ref025,Alien,,No
741,Coscinodiscus wailesii,Phytoplankton - diatom,Coscinodiscus,wailesii,A centric diatom,MR,Marine,RG  (12/05/06),Ref025,Alien,,No
742,Colpomenia peregrina,Algae,Colpomenia,peregrina,Oyster thief,MR,Marine,RG (12/06/06),Ref025,Alien,,Yes
744,Chara connivens,Algae,Chara,connivens,convergent stonewort,"FW, MR","Marine, Freshwater",RG (12/06/06),Ref025,Alien,,No
746,Branta canadensis,Vertebrate - bird,Branta,canadensis,Canadian Goose,"FW, TR, MR","Marine, Freshwater, Land",RG 12/06/06,Ref025,Alien,,No
747,Bonnemaisonia hamifera,Algae,Bonnemaisonia,hamifera,"(aka Asparagopsis hamifera, Trailliella intricata) Japanese red alga, pink cotton wool",MR,Marine,RG (12/06/06),Ref025,Invasive,,No
748,Acipenser stellatus,Vertebrate - fish,Acipenser,stellatus,"English: starred (stellate) sturgeon, Russian: sevruga, Kazakh: shokyr, Turkmenian: tirana, Azerbaijani: uzun-burun, ag-balyg, Iranian: ozoon-boroon,","FW, MR","Marine, Freshwater",RG (12/07/06),Ref025,Alien,,No
751,Astrostole scaber,Invertebrate - Echinoderms,Astrostole,scaber,Rough seastar,MR,Marine,RG (12/08/06),Ref006,,,
752,Patiriella regularis,Invertebrate - Echinoderms,Patiriella,regularis,"New Zealand seastar, cushion star",MR,Marine,RG (12/08/06),Ref030,Introduced,,No
754,Alpheus audouini,Invertebrate - Arthropod - Crustacean,Alpheus,audouini,snapping shrimp,"FW, MR","Marine, Freshwater",RG (12/08/06),Ref037,Non-Indigenous,,No
756,Acar plicata,Invertebrate - Mollusc,Acar,plicata,"(aka Barbatia plicata and Arca divaricata), arc clam",MR,Marine,RG (12/12/06),Ref037,Non-Indigenous,,No
757,Sphaeroma terebrans,Invertebrate - Arthropod - Crustacean,Sphaeroma,terebrans,"(probably synonymous with S. destructor) An isopod, warty pillbug, mangrove isopod","FW, TR, MR","Marine, Freshwater, Land",RG (12/19/06),Ref033,Invasive,,No
758,Schizoporella unicornis,Bryozoan,Schizoporella,unicornis,Single-horn Bryozoan,MR,Marine,RG (12/19/06),Ref034,Introduced,,No
759,Thecacera pennigera,Invertebrate - Mollusc,Thecacera,pennigera,"sea slug, nudibranch, Winged Thecacaera",MR,Marine,RG (12/19/06),Ref033,Invasive,,No
760,Cuthona perca,Invertebrate - Mollusc,Cuthona,perca,Lake Merritt cuthona,MR,Marine,RG (12/21/06),Ref033,Exotic/Alien,,No
761,Lyrodus medilobatus,Invertebrate - Mollusc,Lyrodus,medilobatus,Indo-Pacific shipworm,MR,Marine,RG (12/21/06),Ref033,Exotic/Alien,,No
762,Myosotella myosotis,Invertebrate - Mollusc (Snail),Myosotella,myosotis,"(aka Ovatella myosotis), Mouse-ear ovatella, mouse-ear marsh snail, marsh snail, Salt Marsh Snail, European Ovatella","FW, TR, MR","Marine, Freshwater, Land",RG (12/22/06),Ref033,Exotic/Alien,,No
763,Pinctada margaritifera,Invertebrate - Mollusc,Pinctada,margaritifera,Black-lip pearl oyster,MR,Marine,RG (12/22/06),Ref033,Exotic/Alien,,No
764,Boccardiella ligerica,Invertebrate - Annelid,Boccardiella,ligerica,siponid worm,"FW, MR","Marine, Freshwater",RG (12/23/06),Ref033,Exotic/Alien,,No
765,Tubastraea coccinea,Invertebrate - Cnidarian,Tubastraea,coccinea,"Orange cup coral, Daisy cup coral",MR,Marine,RG (12/26/06),Ref033,Exotic/Alien,,No
766,Spartina densiflora,Plant,Spartina,densiflora,"dense-flowered cordgrass, Chilean cordgrass","FW, MR","Marine, Freshwater",RG (12/26/06),Ref035,Invasive,,Yes
767,Spartina patens,Plant,Spartina,patens,"Saltmeadow cordgrass, Saltmeadow Hay, Marsh Grass","FW, MR","Marine, Freshwater",RG (12/26/06),Ref035,Invasive,,No
772,Molgula manhattensis,Ascidian,Molgula,manhattensis,"Ascidian, common sea grape",MR,Marine,RG (12/28/06),Ref035,Invasive,,Yes
773,Sphaeroma quoyanum,Invertebrate - Arthropod - Crustacean,Sphaeroma,quoyanum,"New Zealand Isopod, Australian Isopod","TR, MR","Marine, Land",RG (12/28/06),Ref035,Invasive,,No
775,Alosa sapidissima,Vertebrate - fish,Alosa,sapidissima,"American Shad, Atlantic Shad, White Shad, Connecticut River Shad","FW, MR","Marine, Freshwater",RG (12/28/06),Ref035,Invasive,,No
782,Morone saxatilis,Vertebrate - fish,Morone,saxatilis,Striped Bass,"FW, MR","Marine, Freshwater",RG (01/03/07),Ref035,Invasive,,No
787,Cephalopholis argus,Vertebrate - fish,Cephalopholis,argus,"Peacock Hind, Blue Spotted Grouper, Argus Hind",MR,Marine,RG (01/05/07),Ref033,Exotic/Alien,,No
788,Zebrasoma veliferum,Vertebrate - fish,Zebrasoma,veliferum,Sailfin tang,MR,Marine,RG (01/07/07),Ref033,Exotic/Alien,,No
789,Haliplanella lineata,Invertebrate - Cnidarian,Haliplanella,lineata,Orange-striped sea anemone,MR,Marine,RG (01/07/07),Ref012,Non-Native,,No
790,Hydroides dianthus,Invertebrate - Annelid,Hydroides,dianthus,"(aka Eupomatus dianthus), A Tubeworm",MR,Marine,RG (01/07/07),Ref012,Non-Native,,No
791,Pleurosigma simonsenii,Phytoplankton - diatom,Pleurosigma,simonsenii,A pennate diatom,MR,Marine,RG (01/08/07),Ref012,Non-Native,,No
792,Didemnum cf. lahillei,Ascidian,Didemnum,cf. lahillei,Didemnum sp.,MR,Marine,RG (01/08/07),Ref012,Non-Native,,No
793,Antithamnionella spirographidis,Algae,Antithamnionella,spirographidis,"Red algae, a rhodophyta",MR,Marine,RG (01/09/07),Ref012,Non-Native,,No
794,Antithamnionella ternifolia,Algae,Antithamnionella,ternifolia,"(aka A. sarniensis, Antithamnion sarniensis), Red algae, a rhodophyta",MR,Marine,RG (01/09/07),Ref012,Non-Native,,No
795,Polysiphonia harveyi,Algae,Polysiphonia,harveyi,"(aka P. insidiosa, Neosiphonia harveyi) Red algae, a rhodophyta",MR,Marine,RG (01/09/07),Ref012,Non-Native,,No
796,Janua brasiliensis,Invertebrate - Annelid,Janua,brasiliensis,"(aka Neodexiospira brasiliensis, Dexiospira brasiliensis) A tubeworm",MR,Marine,RG (01/09/07),Ref012,Non-Native,,No
797,Elminius modestus,Invertebrate - Arthropod - Crustacean,Elminius,modestus,"Modest barnacle, an acorn barnacle",MR,Marine,RG (01/09/07),Ref012,Non-Native,,No
798,Mercenaria mercenaria,Invertebrate - Mollusc,Mercenaria,mercenaria,"(aka Venus mercenaria) American hard-shelled clam, little-neck clam, quahog, cherry stone clam",MR,Marine,RG (01/09/07),Ref012,Non-Native,,No
799,Petricola pholadiformis,Invertebrate - Mollusc,Petricola,pholadiformis,"(aka Petricolaria pholadiformis) False angel wing, American piddock",MR,Marine,RG (01/09/07),Ref012,Non-Native,,No
803,Hypania invalida,Invertebrate - Annelid,Hypania,invalida,(Polychaeta Sedentaria),"FW, MR","Marine, Freshwater",RG (01/11/07),Ref036,Invasive,,No
810,Percnon gibbesi,Invertebrate - Arthropod - Crustacean,Percnon,gibbesi,"Nimble Spray Crab, Urchin crab, Rock crab",MR,Marine,RG (01/16/07),Ref037,Exotic/Alien,,No
811,Dyspanopeus sayi,Invertebrate - Arthropod - Crustacean,Dyspanopeus,sayi,Say crab,MR,Marine,RG (01/16/07),Ref037,Exotic/Alien,,Yes
813,Beroe ovata,Invertebrate - Ctenophore,Beroe,ovata,"Comb jellyfish, American jellyfish","FW, MR","Marine, Freshwater",RG (01/24/07),Ref011,Invasive,,No
815,Himantura uarnak,Vertebrate - fish,Himantura,uarnak,leopard stingray,"FW, MR","Marine, Freshwater",RG (01/26/07),Ref037,Exotic/Alien,,No
816,Anadara inaequivalvis,Invertebrate - Mollusc,Anadara,inaequivalvis,(aka Scapharca inaequivalcis),"FW, MR","Marine, Freshwater",RG (01/29/07),Ref031,Introduced,,No
817,Evadne anonyx,Invertebrate - Arthropod - Crustacean,Evadne,anonyx,Predatory cladoceran,"FW, MR","Marine, Freshwater",RG (01/24/07),Ref011,Invasive,,No
818,Palaemon elegans,Invertebrate - Arthropod - Crustacean,Palaemon,elegans,Glass prawn,"FW, MR","Marine, Freshwater",RG (01/25/06),Ref011,Invasive,,No
819,Alpheus migrans,Invertebrate - Arthropod - Crustacean,Alpheus,migrans,snapping shrimp,MR,Marine,RG (01/20/07),Ref037,Exotic/Alien,,No
820,Marsupenaeus japonicus,Invertebrate - Arthropod - Crustacean,Marsupenaeus,japonicus,"(aka Penaeus japonicus) Kuruma shrimp, Kuruma prawn, Japanese tiger shrimp (English) Hardback prawn, Southern rough prawn (Australia), Saru ebi (Japan)",MR,Marine,RG (01/20/07),Ref037,Exotic/Alien,,No
821,Prorocentrum minimum,Phytoplankton - diatom,Prorocentrum,minimum,Dinoflagellate,MR,Marine,RG (01/25/07),Ref011,Invasive,,No
822,Siganus luridus,Vertebrate - fish,Siganus,luridus,"Rabbitfish, Spinefoot",MR,Marine,RG (01/21/07),Ref037,Exotic/Alien,,No
823,Thalamita poissonii,Invertebrate - Arthropod - Crustacean,Thalamita poissonii,poissonii,Swimming crab,MR,Marine,RG (01/17/07),Ref037,Exotic/Alien,,No
824,Melicertus hathor,Invertebrate - Arthropod - Crustacean,Melicertus,hathor,Penaeid shrimp,MR,Marine,RG (01/20/07),Ref037,Exotic/Alien,,No
825,Metapenaeus stebbingi,Invertebrate - Arthropod - Crustacean,Metapenaeus,stebbingi,"(aka Penaeopsis stebbing), Peregrine shrimp",MR,Marine,RG (01/20/07),Ref037,Exotic/Alien,,No
826,Metapenaeopsis aegyptia,Invertebrate - Arthropod - Crustacean,Metapenaeopsis,aegyptia,"Erythrean prawn, Penaeid prawn",MR,Marine,RG (01/21/07),Ref037,Exotic/Alien,,No
827,Thalamita gloriensis,Invertebrate - Arthropod - Crustacean,Thalamita,gloriensis,Swimming crab,MR,Marine,RG (01/17/07),Ref037,Exotic/Alien,,No
828,Portunus pelagicus,Invertebrate - Arthropod - Crustacean,Portunus,pelagicus,"(aka Cancer pelagicus, Neptunus pelagicus) Blue swimming crab (English), Etrille bleue (French), Jaiba azul (Spanish)",MR,Marine,RG (01/17/07),Ref037,Exotic/Alien,,No
829,Charybdis longicollis,Invertebrate - Arthropod - Crustacean,Charybdis,longicollis,Swimming crab,MR,Marine,RG (01/17/07),Ref037,Exotic/Alien,,Yes
830,Myra subgranulata,Invertebrate - Arthropod - Crustacean,Myra,subgranulata,Pebble crab,MR,Marine,RG (01/17/07),Ref037,Exotic/Alien,,No
831,Caprella mutica,Invertebrate - Arthropod - Crustacean,Caprella,mutica,"Japanese skeleton shrimp, a caprellid amphipod",MR,Marine,RG (01/24/07),Ref011,Invasive,,Yes
832,Hemigrapsus takanoi,Invertebrate - Arthropod - Crustacean,Hemigrapsus,takanoi,"brush-clawed shore crab (English), penseelkrab (Netherlands)",MR,Marine,RG (01/25/07),Ref347,Introduced,,No
833,Hemigrapsus penicillatus,Invertebrate - Arthropod - Crustacean,Hemigrapsus,penicillatus,Japanese shore crab,MR,Marine,RG (01/25/07),Ref011,Invasive,,No
834,Paralithodes camtschaticus,Invertebrate - Arthropod - Crustacean,Paralithodes,camtschaticus,"Red king crab,",MR,Marine,RG (01/25/07),Ref011,Invasive,,No
850,Gammarellus angulosus,Invertebrate - Arthropod - Crustacean,Gammarellus,angulosus,,"FW, MR","Marine, Freshwater",RG (12/09/07),Ref438,Introduced,No,No
851,Gammaropsis togoensis,Invertebrate - Arthropod - Crustacean,Gammaropsis,togoensis,an amphipod,"FW, MR","Marine, Freshwater",RG (12/09/07),Ref558,Alien,No,No
852,Gammarus daiberi,Invertebrate - Arthropod - Crustacean,Gammarus,daiberi,an amphipod,"FW, MR","Marine, Freshwater",RG (12/11/07),Ref005,Non-Indigenous,No,No
853,Grandidierella japonica,Invertebrate - Arthropod - Crustacean,Grandidierella,japonica,an amphipod,"FW, MR","Marine, Freshwater",RG (12/13/07),Ref005,Non-Indigenous,No,No
858,Lagocephalus sceleratus,Vertebrate - fish,Lagocephalus,sceleratus,Indo Pacific Silverstripe blaasop,"FW, MR","Marine, Freshwater",RG,Ref443,,,
882,Osmerus mordax,Vertebrate - fish,Osmerus,mordax,"Rainbow Smelt, frostfish, American smelt, freshwater smelt, ice fish, lee fish, and smelt","FW, MR","Marine, Freshwater",RG (12/29/07),Ref024,Exotic/Alien,No,No
885,Petroscirtes breviceps,Vertebrate - fish,Petroscirtes,breviceps,Striped poison-fang blenny mimic,"FW, MR","Marine, Freshwater",RG (12/29/07),Ref039,Introduced,No,No
892,Potamothrix bavaricus,Invertebrate - Annelid,Potamothrix,bavaricus,a tubificid worm,"FW, MR","Marine, Freshwater",RG (12/01/07),Ref005,Introduced,Yes,No
902,Sphaeroma quoianum,Invertebrate - Arthropod - Crustacean,Sphaeroma,quoianum,an isopod or pillbug,"TR, MR","Marine, Land",RG (12/30/07),Ref005,Non-Indigenous,No,No
915,Lagocephalus suezensis,Vertebrate - fish,Lagocephalus,suezensis,Red Sea pufferfish,MR,Marine,RG (08/13/07),Ref519,Invasive,No,
916,Spondylus spinosus,Invertebrate - Mollusc,Spondylus,spinosus,"Indo-Pacific rock oyster, Erythrean Spiny oyster",MR,Marine,RG (08/14/07),Ref519,Invasive,No,
917,Pyura stolonifera praeputialis,Ascidian,Pyura,stolonifera praeputialis,"tunicate, Australian ascidian",MR,Marine,RG (08/14/07),Ref537,Invasive,Yes,
918,Alexandrium taylori,Algae,Alexandrium,taylori,Dinoflagelatte,MR,Marine,RG (08/14/07),Ref519,Invasive,No,
919,Alexandrium peruvianum,Algae,Alexandrium,peruvianum,Dinoflagellate,MR,Marine,RG (08/14/07),Ref519,Invasive,No,
920,Alexandrium ostenfeldii,Algae,Alexandrium,ostenfeldii,Dinoflagellate,MR,Marine,RG (08/15/07),Ref539,Invasive,No,
921,Alexandrium affine,Algae,Alexandrium,affine,dinoflagellate,MR,Marine,RG (08/15/07),Ref541,Invasive,No,
922,Coolia monotis,Algae,Coolia,monotis,a diatom,MR,Marine,RG (08/15/07),Ref519,Invasive,No,
923,Ostreopsis ovata,Algae,Ostreopsis,ovata,dinoflagellate,MR,Marine,RG (08/15/07),Ref519,Invasive,No,
924,Alepes djedaba,Vertebrate - fish,Alepes,djedaba,"carangid Erythrean jack (aka Caranx djedaba)m, Shrimp scad",MR,Marine,RG (08/15/07),Ref519,Invasive,Yes,
925,Pempheris vanicolensis,Vertebrate - fish,Pempheris,vanicolensis,Vanikoro sweeper,MR,Marine,RG (08/18/07),Ref519,Invasive,No,
926,Plotosus lineatus,Vertebrate - fish,Plotosus,lineatus,"Striped eel catfish (aka P. anguillaris, P. arab)","FW, MR","Marine, Freshwater",RG (08/18/07),Ref519,Invasive,No,
927,Sargocentron rubrum,Vertebrate - fish,Sargocentron,rubrum,"Redcoat, Redcoat squirrelfish",MR,Marine,RG (08/18/07),Ref519,Invasive,No,
928,Geukensia demissa,Invertebrate - Mollusc,Geukensia,demissa,"Ribbed mussel, Ribbed horsemessel",MR,Marine,RG (08/18/07),Ref073,Exotic/Alien,No,No
929,Seriola fasciata,Vertebrate - fish,Seriola,fasciata,Lesser amberjack,MR,Marine,RG (08/18/07),Ref519,Invasive,No,No
930,Sphoeroides pachygaster,Vertebrate - fish,Sphoeroides,pachygaster,Blunthead Puffer,MR,Marine,RG (08/18/07),Ref519,Invasive,No,No
931,Sphyraena chrysotaenia,Vertebrate - fish,Sphyraena,chrysotaenia,Yellowstripe barracuda,MR,Marine,RG (08/18/07),Ref519,Invasive,No,No
932,Bursatella leachi,Invertebrate - Mollusc,Bursatella,leachi,Ragged sea hare,MR,Marine,RG (08/19/07),Ref519,Invasive,No,No
933,Chama pacifica,Invertebrate - Mollusc,Chama,pacifica,Large Pacific Chama,MR,Marine,RG (08/19/07),Ref519,Invasive,No,No
934,Cerithium scabridum,Invertebrate - Mollusc,Cerithium,scabridum,A gastropod,MR,Marine,RG (08/19/07),Ref519,Invasive,No,No
935,Mya arenaria,Invertebrate - Mollusc,Mya,arenaria,"soft-shelled clam, eastern soft-shell clam, long-necked clam, steamer clam, sand gaper",MR,Marine,RG (08/19/07),Ref519,Invasive,No,No
936,Ruditapes philippinarum,Invertebrate - Mollusc,Ruditapes,philippinarum,"Manila clam, Japanese carpetshell",MR,Marine,RG (08/19/07),Ref519,Invasive,No,No
937,Xenostrobus securis,Invertebrate - Mollusc,Xenostrobus,securis,"Little Brown Mussel, Black-pygmy mussell (aka Limnoperna fortunei kikuchii)",MR,Marine,RG (08/19/07),Ref519,Invasive,No,No
938,Pyromaia tuberculata,Invertebrate - Arthropod - Crustacean,Pyromaia,tuberculata,a spider crab,MR,Marine,RG (08/28/07),Ref572,Invasive,No,No
939,Cliona thoosina,Invertebrate - Porifera (Sponges),Cliona,thoosina,"Boring Sponge, sulfur sponge",MR,Marine,RG (08/29/07),Ref485,Invasive,No,No
940,Fucus cottoni,Algae,Fucus,cottoni,Rockweed,MR,Marine,RG (08/29/07),Ref578,Non-Indigenous,No,No
942,Batillaria attramentaria,Invertebrate - Mollusc,Batillaria,attramentaria,"Asian estaurine mudsnail, Asian hornsnail, Japanese false cerith, Japanese mud snail, Japanese snail","FW, MR","Marine, Freshwater",RG (08/30/07),Ref002,Invasive,Yes,No
