taxon_key,taxon_scientific_name,taxon_common_name
605429,Halobatrachus didactylus,Lusitanian toadfish
400208,Scomberesocidae,Sauries
600131,Scomberomorus niphonius,Japanese Spanish mackerel
500124,Ammodytes,Sand eels
690356,Metapenaeus joyneri,Shiba shrimp
601627,Ilisha elongata,Elongate ilisha
601947,Parastromateus niger,Black pomfret
606426,Pagrus auratus,Silver seabream
608556,Pseudopleuronectes herzensteini,Yellow striped flounder
590091,Metapenaeus,Indo-Pacific prawns
690055,Portunus pelagicus,Blue swimming crab
690143,Portunus trituberculatus,Gazami crab
690151,Penaeus monodon,Giant tiger prawn
690199,Meretrix lusoria,Japanese hard clam
690201,Apostichopus japonicus,Japanese sea cucumber
400504,Muraenesocidae,Pike congers
600113,Sarda chiliensis,Eastern Pacific bonito
600422,Genyonemus lineatus,White croaker
600493,Peprilus simillimus,Pacific pompano
590269,Tresus,Gaper clams
600255,Hypomesus pretiosus,Surf smelt
604796,Sarda chiliensis lineolata,Pacific bonito
690628,Sicyonia ingentis,Ridgeback rock shrimp
690658,Doryteuthis opalescens,California market squid
690598,Scyllarides latus,Mediterranean slipper lobster
609217,Epinephelus caninus,Dogtooth grouper
602500,Thalassoma pavo,Ornate wrasse
300028,Clupeiformes,"Herrings, shads, anchovies"
500912,Priacanthus,Bigeyes
624115,Liparis tanakae,Tanaka's snailfish
600142,Thunnus alalunga,Albacore
690190,Scylla serrata,Indo-Pacific swamp crab
603915,Tetrapturus angustirostris,Shortbill spearfish
600014,Epinephelus adscensionis,Rock hind
601208,Hyporthodus niveatus,Snowy grouper
601486,Opisthonema oglinum,Atlantic thread herring
600141,Scomberomorus tritor,West African Spanish mackerel
590242,Patella,Limpets
600670,Deania calcea,Birdbeak dogfish
600917,Sphyrna zygaena,Smooth hammerhead
601002,Pseudocaranx dentex,White trevally
601692,Anthias anthias,Swallowtail seaperch
605008,Promethichthys prometheus,Roudi escolar
300026,Anguilliformes,"Eels, morays"
400180,Moridae,"Codlings, moras"
606531,Acanthopagrus schlegelii,Blackhead seabream
600384,Megalaspis cordyla,Torpedo scad
690228,Panulirus longipes,Longlegged spiny lobster
601912,Carangoides talamparoides,Imposter trevally
690383,Metapenaeus monoceros,Speckled shrimp
600217,Istiompax indica,Black marlin
690379,Trachysalambria curvirostris,Southern rough shrimp
600116,Scomber australasicus,Blue mackerel
601061,Holocentrus adscensionis,Squirrelfish
690343,Plesiopenaeus edwardsianus,Scarlet shrimp
520007,Pampus,Silver pomfrets
600305,Hyporhamphus sajori,Japanese halfbeak
400425,Stromateidae,Butterfishes
500384,Gymnothorax,Morays
603539,Caulolatilus princeps,Ocean whitefish
602540,Mustelus henlei,Brown smoothhound
601899,Caranx rhonchus,False scad
500816,Carcharhinus,Sharp-nosed sharks
600090,Cetorhinus maximus,Basking shark
590272,Charybdis,Whirlpool swimming crabs
690218,Mytilus coruscus,Korean mussel
500116,Coryphaena,Dolphinfishes
400475,Hemiramphidae,"Halfbeaks, garfishes"
400627,Lateolabracidae,Asian seaperches
600488,Hypoptychus dybowskii,Korean sandeel
600302,Conger myriaster,Whitespotted conger
606532,Oplegnathus fasciatus,Barred knifejaw
612128,Niphon spinosus,Ara
690798,Oratosquilla oratoria,Japanese squillid mantis shrimp
600228,Albula vulpes,Bonefish
603310,Stereolepis gigas,Giant seabass
604540,Pagrus caeruleostictus,Bluespotted seabream
400514,Paralichthyidae,Largetooth flounders
590046,Haliotis,Abalones
690163,Penaeus semisulcatus,Green tiger prawn
690897,Rapana venosa,Purple whelk
601458,Spratelloides gracilis,Silverstriped round herring
601519,Sardinella zunasi,Japanese sardinella
500891,Sillago,Smelt-whitings
600416,Larimichthys polyactis,Yellow croaker
400206,Exocoetidae,Flyingfishes
606465,Epinephelus coioides,Orangespotted grouper
400307,Sillaginidae,Smelt-whitings
590111,Rapana,Rapa whelks
400018,Torpedinidae,Electric rays
400163,Chlorophthalmidae,Greeneyes
400360,Sphyraenidae,Barracudas
504212,Liza,Mullets
600333,Macroramphosus scolopax,Longspine snipefish
600641,Echinorhinus brucus,Bramble shark
600687,Etmopterus spinax,Velvet belly
600718,Oxynotus centrina,Angular roughshark
600864,Carcharhinus brachyurus,Copper shark
604997,Nezumia aequalis,Common Atlantic grenadier
601198,Stromateus fiatola,Blue butterfish
400249,Zeidae,Dories
601203,Diplectrum formosum,Sand perch
607618,Mobula mobular,Devil fish
605007,Pontinus kuhlii,Offshore rockfish
601730,Gymnothorax unicolor,Brown moray
501552,Nemipterus,Threadfin breams
600396,Nemipterus virgatus,Golden threadfin bream
400324,Nemipteridae,"Threadfins, whiptail breams"
400328,Lethrinidae,"Emperors, scavengers"
503580,Gymnocranius,Largeeye breams
600099,Alepisaurus ferox,Long snouted lancetfish
500646,Dasyatis,Rough whip stingrays
601706,Chromis chromis,Damselfish
400364,Scaridae,Parrotfishes
600491,Pampus argenteus,Silver pomfret
690050,Tegillarca granosa,Granular ark
501551,Calamus,Porgies
600185,Lutjanus vivanus,Silk snapper
601047,Sardinella maderensis,Madeiran sardinella
500467,Caranx,Jacks
500476,Plectorhinchus,Sweetlips
509274,Torpedo,Torpedoes
500598,Trachinotus,Pompanos
600653,Centrophorus squamosus,Leafscale gulper shark
400421,Centrolophidae,Medusafishes
600341,Galeoides decadactylus,Lesser African threadfin
605014,Raja miraletus,Brown ray
617286,Trachyscorpia cristulata echinata,Spiny scorpionfish
601888,Alectis alexandrina,Alexandria pompano
601214,Mycteroperca rubra,Mottled grouper
600868,Carcharhinus falciformis,Silky shark
190196,Cnidaria,"Cnidarians, coelenterates"
600121,Scomberomorus commerson,Narrowbarred Spanish mackerel
500642,Etmopterus,Lanternsharks
600875,Carcharhinus longimanus,Oceanic whitetip shark
600077,Istiophorus platypterus,Indo-Pacific sailfish
400160,Synodontidae,"Lizardfishes, sauries"
690683,Aristaeomorpha foliacea,Giant red shrimp
600436,Pagellus bellottii,Red pandora
400145,Ariidae,"Sea catfishes, coblers"
400303,Priacanthidae,"Bigeyes, catalufas"
500048,Paralichthys,Paralichthyid flounders
400326,Gerreidae,"Mojarras, silverbellies"
400446,Ostraciidae,"Box-, cow-, trunkfishes"
501143,Haemulon,Grunts
400243,Holocentridae,"Squirrel-, soldierfishes"
600015,Epinephelus guttatus,Red hind
600017,Epinephelus morio,Red grouper
502102,Decapterus,Scads
502403,Eucinostomus,Mojarras
500854,Aluterus,Aluterid filefishes
400056,Muraenidae,Moray eels
600154,Lutjanus jocu,Dog snapper
600897,Negaprion brevirostris,Lemon shark
600181,Lutjanus synagris,Lane snapper
600188,Ocyurus chrysurus,Yellowtail snapper
509125,Sphoeroides,Puffers
509207,Acanthurus,Surgeonfishes
600378,Selene setapinnis,Atlantic moonfish
600411,Menticirrhus littoralis,Gulf kingcroaker
600406,Cynoscion regalis,Squeteague
600385,Chloroscombrus chrysurus,Atlantic bumper
600412,Elagatis bipinnulata,Rainbow runner
600387,Selar crumenophthalmus,Bigeye scad
601004,Selene vomer,Lookdown
600134,Scomberomorus regalis,Cero
601012,Uraspis secunda,Cottonmouth jack
590401,Stomolophus,Cannonball jellies
601216,Mycteroperca venenosa,Yellowfin grouper
601403,Lutjanus analis,Mutton snapper
601217,Paranthias furcifer,Creolefish
601404,Lutjanus apodus,Schoolmaster snapper
600873,Carcharhinus leucas,Bull shark
602579,Gymnura micrura,Smooth butterfly ray
601049,Eucinostomus argenteus,Silver mojarra
601222,Calamus calamus,Saucereye porgy
601059,Hemiramphus brasiliensis,Ballyhoo halfbeak
601205,Hyporthodus flavolimbatus,Yellowedge grouper
601236,Sphyraena guachancho,Guachanche barracuda
601207,Hyporthodus nigritus,Warsaw grouper
601209,Mycteroperca bonaci,Black grouper
600912,Sphyrna lewini,Scalloped hammerhead
600915,Sphyrna tiburo,Bonnethead
600972,Ablennes hians,Flat needlefish
600988,Alectis ciliaris,African pompano
601480,Harengula jaguana,Scaled herring
690272,Litopenaeus setiferus,Northern white shrimp
690047,Menippe mercenaria,Black stone crab
601918,Caranx ruber,Bar jack
690334,Sicyonia brevirostris,Rock shrimp
601935,Caranx latus,Horseeye jack
602498,Kyphosus sectatrix,Bermuda sea chub
601110,Polydactylus octonemus,Atlantic threadfin
601133,Anchoa hepsetus,Broadstriped anchovy
602532,Ginglymostoma cirratum,Nurse shark
690071,Panulirus argus,Caribbean spiny lobster
608816,Cephalopholis fulva,Coney
628143,Peprilus paru,American harvestfish
600012,Cephalopholis cruentata,Graysby
601071,Lachnolaimus maximus,Hogfish
601141,Haemulon sciurus,Bluestriped grunt
690335,Pleoticus robustus,Royal red shrimp
601889,Alepes djedaba,Shrimp scad
400517,Monacanthidae,Filefishes
600428,Larimichthys crocea,Large yellow croaker
657506,Liza haematocheila,So-iny mullet
600507,Chelidonichthys kumu,Bluefin gurnard
600941,Atrobucca nibe,Blackmouth croaker
601454,Dussumieria elopsoides,Slender rainbow sardine
600445,Pagrus major,Red seabream
607931,Crenidens crenidens,Karenteen seabream
600016,Epinephelus itajara,Goliath grouper
400308,Malacanthidae,Tilefishes
490137,Diogenidae,Hermit crabs
600218,Makaira mazara,Indo-Pacific blue marlin
502224,Porichthys,Midshipman
600548,Cetengraulis mysticetus,Pacific anchoveta
503028,Mycteroperca,"Scamps, gags"
690100,Farfantepenaeus brevirostris,Crystal shrimp
690206,Dosidicus gigas,Jumbo flying squid
690444,Farfantepenaeus californiensis,Yellowleg shrimp
601062,Holocentrus rufus,Longspine squirrelfish
600321,Merluccius senegalensis,Senegalese hake
600123,Scomberomorus guttatus,Indo-Pacific king mackerel
690180,Turbo cornutus,Horned turban
601300,Ariomma indicum,Indian driftfish
604029,Prionotus stephanophrys,Lumptail searobin
690054,Litopenaeus stylirostris,Blue shrimp
600346,Lates calcarifer,Barramundi
500537,Achirus,Soles
600152,Lutjanus guttatus,Spotted rose snapper
600348,Epinephelus analogus,Spotted grouper
601408,Lutjanus argentiventris,Yellow snapper
601484,Opisthonema libertate,Pacific thread herring
603334,Mycteroperca xenarcha,Broomtail grouper
603671,Semicossyphus pulcher,California sheephead
606317,Totoaba macdonaldi,Totoaba
613978,Syacium ovale,Oval flounder
614248,Diplectrum pacificum,Inshore sand perch
501345,Tylosurus,Needlefishes
601237,Sphyraena picudilla,Southern sennet
601211,Mycteroperca interstitialis,Yellowmouth grouper
601150,Heteropriacanthus cruentatus,Glasseye
604544,Sillago sihama,Silver sillago
390017,Stomatopoda,Mantis shrimps
600434,Pennahia argentata,Silver croaker
600356,Priacanthus macracanthus,Red bigeye
600427,Nibea mitsukurii,Honnibe croaker
600497,Psenopsis anomala,Pacific rudderfish
600531,Stephanolepis cirrhifer,Thread-sail filefish
600950,Platycephalus indicus,Bartail flathead
190277,Echinodermata,"Sea urchins, stars, cucumbers"
601393,Hoplopagrus guentherii,Mexican barred snapper
601072,Lampris guttatus,Opah
601054,Gerres cinereus,Yellow fin mojarra
607708,Pomadasys stridens,Striped piggy
400317,Menidae,Moonfishes
502364,Paralabrax,Sand basses
400186,Ophidiidae,Cuskeels
500477,Kyphosus,Sea chubs
500732,Ogcocephalus,Batfishes
600747,Carcharias taurus,Sand tiger shark
601239,Lagocephalus laevigatus,Smooth puffer
601589,Brevoortia patronus,Gulf menhaden
690032,Xiphopenaeus kroyeri,Atlantic seabob
601079,Megalops atlanticus,Tarpon
603920,Hyperoglyphe bythites,Black driftfish
509232,Thryssa,Thryssas
600260,Harpadon nehereus,Bombay duck
400016,Pristidae,Sawfishes
500154,Diodon,Porcupinefishes
400449,Diodontidae,"Porcupine-, burrfishes"
601250,Aetobatus narinari,Spotted eagle ray
601391,Etelis oculatus,Queen snapper
607547,Gymnothorax moringa,Spotted moray
509289,Hemiramphus,Halfbeaks
600111,Rastrelliger kanagurta,Indian mackerel
600261,Lutjanus fulviflamma,Dory snapper
600264,Lutjanus johnii,Johns snapper
600390,Mene maculata,Moonfish
601452,Chirocentrus nudus,Whitefin wolf-herring
601453,Dussumieria acuta,Rainbow sardine
601596,Tenualosa ilisha,Hilsa shad
601616,Nematalosa nasus,Blochs gizzard shad
601863,Lethrinus lentjan,Pink ear emperor
601893,Atule mate,Yellowtail scad
601924,Carangoides coeruleopinnatus,Coastal trevally
604443,Carangoides malabaricus,Malabar trevally
604458,Terapon jarbua,Jarbua terapon
604465,Diagramma pictum,Painted sweetlips
604559,Nemipterus japonicus,Japanese threadfin bream
604824,Otolithes ruber,Tigertoothed croaker
605503,Rhynchobatus djiddensis,Giant guitarfish
605889,Scolopsis taeniata,Blackstreaked monocle bream
606006,Pomadasys kaakan,Javelin grunter
606356,Acanthopagrus latus,Yellowfin seabream
628128,Grammoplites suppositus,Spotfin flathead
690681,Thenus orientalis,Flathead lobster
601846,Lethrinus nebulosus,Spangled emperor
601895,Caranx ignobilis,Giant trevally
603542,Rachycentron canadum,Cobia
604543,Acanthopagrus bifasciatus,Twobar seabream
605659,Moolgarda seheli,Bluespot mullet
614303,Hemiramphus archipelagicus,Jumping halfbeak
600176,Lutjanus russellii,Russell's snapper
600098,Euthynnus lineatus,Black skipjack
601170,Cynoscion arenarius,Sand weakfish
601206,Hyporthodus mystacinus,Misty grouper
600983,Caulolatilus chrysops,Atlantic goldeye tilefish
603574,Diplodus argenteus argenteus,South American silver porgy
601936,Caranx lugubris,Black jack
400066,Ophichthidae,Snake eels
400361,Polynemidae,Threadfins
400578,Synanceiidae,Stonefishes
500240,Siganus,Spinefoots
500516,Pomadasys,Grunters
501055,Gerres,Silver biddies
501132,Upeneus,Upeneid goatfishes
502057,Saurida,Lizardfishes
502100,Carangoides,Trevallies
600162,Lutjanus malabaricus,Malabar blood snapper
600172,Lutjanus quinquelineatus,Fivelined snapper
600513,Psettodes erumei,Indian halibut
601508,Sardinella gibbosa,Goldstripe sardinella
601619,Anodontostoma chacunda,Chacunda gizzard shad
601950,Scomberoides commersonnianus,Talang queenfish
604493,Sphyraena obtusata,Obtuse barracuda
600884,Carcharhinus sorrah,Spottail shark
606479,Saurida tumbil,Greater lizardfish
610220,Netuma thalassina,Giant catfish
614383,Scarus persicus,Gulf parrotfish
600096,Euthynnus affinis,Kawakawa
600442,Argyrops spinifer,King soldierbream
605524,Epinephelus chlorostigma,Brownspotted grouper
604445,Upeneus sulphureus,Sulphur goatfish
607699,Gerres longirostris,Strongspine silver-biddy
500114,Trichiurus,Hairtails
500913,Terapon,Terapons
600399,Pomadasys argenteus,Silver grunt
600556,Encrasicholina heteroloba,Shorthead anchovy
601321,Bothus pantherinus,Leopard flounder
601844,Lethrinus borbonicus,Snubnose emperor
604461,Epinephelus tauvina,Greasy grouper
605996,Gerres oyena,Common silverbiddy
400273,Platycephalidae,Flatheads
690328,Penaeus penicillatus,Redtail prawn
604460,Epinephelus fuscoguttatus,Brownmarbled grouper
600156,Lutjanus kasmira,Common bluestripe snapper
600265,Lutjanus gibbus,Humpback red snapper
600374,Decapterus russelli,Indian scad
601265,Naso unicornis,Bluespine unicornfish
604740,Acanthurus sohal,Sohal surgeonfish
601417,Lutjanus bohar,Two-spot red snapper
605353,Epinephelus morrhua,Comet grouper
605367,Epinephelus areolatus,Areolate grouper
605526,Acanthopagrus berda,Goldsilk seabream
605537,Bolbometopon muricatum,Green humphead parrotfish
605548,Scarus ghobban,Bluebarred parrotfish
601845,Lethrinus microdon,Smalltooth emperor
601851,Lethrinus harak,Thumbprint emperor
606082,Plectropomus areolatus,Squaretail coralgrouper
601869,Monotaxis grandoculis,Humpnose bigeye bream
606441,Aethaloperca rogaa,Redmouth grouper
606447,Cephalopholis hemistiktos,Yellowfin hind
601906,Caranx melampygus,Bluefin trevally
601917,Caranx sexfasciatus,Bigeye trevally
601926,Carangoides fulvoguttatus,Yellowspotted trevally
606450,Cephalopholis miniata,Coral hind
601951,Scomberoides lysan,Doublespotted queenfish
607354,Epinephelus multinotatus,White-blotched grouper
601953,Scomberoides tol,Needlescaled queenfish
607366,Epinephelus summana,Summan grouper
607430,Plectropomus pessuliferus,Roving coralgrouper
607703,Plectorhinchus gaterinus,Blackspotted rubberlips
607706,Plectorhinchus schotaf,Minstrel sweetlip
607903,Pomacanthus maculosus,Yellowbar angelfish
608166,Rhabdosargus haffara,Haffara seabream
600083,Aphareus rutilans,Rusty jobfish
600045,Atherina presbyter,Sand smelt
611820,Abudefduf luridus,Canary damsel
601055,Saurida undosquamis,Brushtooth lizardfish
501327,Micropogonias,American croakers
400343,Chaetodontidae,Butterflyfishes
600175,Elops saurus,Ladyfish
600486,Brotula barbata,Bearded brotula
600345,Centropomus undecimalis,Common snook
604499,Sparidentex hasta,Sobaity seabream
605354,Variola louti,Yellow-edged lyretail
606396,Cephalopholis argus,Peacock hind
607358,Epinephelus polylepis,Smallscaled grouper
601159,Sparisoma chrysopterum,Redtail parrotfish
690690,Callista chione,Smooth callista
604464,Gnathanodon speciosus,Golden trevally
605983,Mulloidichthys flavolineatus,Yellowstripe goatfish
606507,Sargocentron spiniferum,Sabre squirrelfish
400412,Acanthuridae,"Surgeons, tangs, unicornfishes"
400459,Caesionidae,Fusiliers
600106,Gymnosarda unicolor,Dogtooth tuna
601939,Decapterus maruadsi,Japanese scad
602081,Rhincodon typus,Whale shark
605987,Parupeneus barberinus,Dash-and-dot goatfish
623049,Cheilopogon unicolor,Limpidwing flyingfish
690155,Metapenaeus ensis,Greasyback shrimp
690611,Ibacus ciliatus,Sand Crayfish
600170,Lutjanus peru,Pacific red snapper
601964,Trachinotus mookalee,Indian pompano
600371,Trachurus trecae,Cunene horse mackerel
590107,Lepas,Goose barnacles
601843,Lethrinus mahsena,Sky emperor
400318,Leiognathidae,"Slipmouths, ponyfishes"
601847,Lethrinus obsoletus,Orangestriped emperor
400479,Inermiidae,Bonnetmouths
590076,Scylla,Mud crabs
600940,Dasyatis akajei,Whip stingray
606416,Polydactylus sexfilis,Sixfinger threadfin
600018,Epinephelus striatus,Nassau grouper
690304,Lobatus gigas,Pink conch
646376,Liza klunzingeri,Klunzingers mullet
501634,Cypselurus,Cypselurid flyingfishes
601385,Etelis coruscans,Deepwater longtail red snapper
601135,Haemulon flavolineatum,French grunt
400413,Siganidae,Rabbitfishes
601962,Seriolina nigrofasciata,Blackbanded trevally
604827,Sphyraena jello,Pickhandle barracuda
607938,Sphyraena putnamae,Sawtooth barracuda
607945,Pelates quadrilineatus,Fourlined terapon
600454,Drepane punctata,Spotted sicklefish
500468,Scomberoides,Queenfishes
400299,Terapontidae,"Grunters, tigerperches"
600400,Brachydeuterus auritus,Bigeye grunt
601963,Trachinotus blochii,Snubnose pompano
490041,Sergestidae,Sergestid shrimp
590085,Acetes,Acetes shrimps
613015,Nibea albiflora,Yellow drum
690765,Tripneustes gratilla,Shortspine urchin
690912,Parapenaeopsis hardwickii,Spear shrimp
600379,Selene dorsalis,African moonfish
400439,Bothidae,Lefteye flounders
600994,Decapterus punctatus,Round scad
605350,Epinephelus maculatus,Highfin grouper
400287,Centropomidae,Snooks
600338,Joturus pichardi,Bobo mullet
600401,Conodon nobilis,Barred grunt
590124,Anadara,"Arks, blood cockles"
690265,Farfantepenaeus aztecus,Northern brown shrimp
690268,Farfantepenaeus duorarum,Northern pink shrimp
690327,Farfantepenaeus brasiliensis,Redspotted shrimp
600993,Decapterus macarellus,Mackerel scad
608315,Plectorhinchus pictus,Trout sweetlips
600340,Eleutheronema tetradactylum,Fourfinger threadfin
600444,Cheimerius nufar,Santer seabream
604569,Miichthys miiuy,Mi-iuy croaker
606439,Epinephelus malabaricus,Malabar grouper
600388,Selaroides leptolepis,Yellowstripe scad
500515,Leiognathus,Ponyfishes
501241,Drepane,Sicklefishes
601511,Sardinella longiceps,Indian oil sardine
605368,Rhabdosargus sarba,Goldlined seabream
605895,Nebrius ferrugineus,Tawny nurse shark
690250,Panulirus polyphagus,Mud spiny lobster
600201,Pristipomoides filamentosus,Crimson jobfish
600114,Sarda orientalis,Striped bonito
606358,Chirocentrus dorab,Dorab wolfherring
608187,Pampus chinensis,Chinese silver pomfret
501144,Lethrinus,Emperors
601407,Lutjanus argentimaculatus,Mangrove red snapper
300008,Carcharhiniformes,Ground sharks
604821,Upeneus vittatus,Yellowstriped goatfish
601858,Lethrinus miniatus,Trumpet emperor
601608,Clupanodon thrissa,Chinese gizzard shad
613664,Pennahia anea,Bigeye croaker
611713,Congresox talabonoides,Indian pike conger
601852,Lethrinus xanthochilus,Yellowlip emperor
601923,Carangoides bajad,Orangespotted trevally
601048,Diapterus rhombeus,Caitipa mojarra
607620,Micropogonias furnieri,Whitemouth croaker
614155,Synodus scituliceps,Shorthead lizardfish
601594,Ethmalosa fimbriata,Bonga shad
490056,Arcidae,Ark clams
500856,Chirocentrus,Wolf herrings
600858,Carcharhinus albimarginatus,Silvertip shark
505586,Anchoviella,Anchovies
601258,Acanthurus lineatus,Lined surgeonfish
608421,Bregmaceros mcclellandi,Unicorn cod
609648,Zenarchopterus dispar,Feathered river garfish
400631,Latidae,Lates perches
690341,Panulirus homarus,Scalloped spiny lobster
500657,Hippocampus,Seahorses
501941,Harengula,False herrings
607553,Lepophidium brevibarbe,Shortbeard cusk-eel
690666,Cardisoma guanhumi,Blue land crab
600877,Carcharhinus melanopterus,Blacktip reef shark
600171,Lutjanus purpureus,Southern red snapper
600227,Megalops cyprinoides,Indo-Pacific tarpon
600363,Lactarius lactarius,False trevally
601507,Sardinella fimbriata,Fringescale sardinella
601595,Hilsa kelee,Kelee shad
500125,Uranoscopus,Stargazers
507720,Stolephorus,Garment anchovies
601600,Tenualosa toli,Toli shad
690042,Fenneropenaeus merguiensis,Banana prawn
690189,Fenneropenaeus indicus,Indian white prawn
690670,Sepioteuthis lessoniana,Bigfin reef squid
500808,Scolopsis,Monocle breams
690903,Octopus maya,Mexican foureyed octopus
501130,Myripristis,Soldierfishes
400352,Cirrhitidae,Hawkfishes
600084,Aprion virescens,Green jobfish
600087,Etelis carbunculus,Deepwater red snapper
600200,Pristipomoides auricilla,Goldflag jobfish
600209,Pristipomoides sieboldii,Lavender jobfish
600211,Pristipomoides zonatus,Oblique-banded snapper
601256,Acanthurus dussumieri,Eyestripe surgeonfish
601260,Acanthurus triostegus,Convict surgeonfish
601261,Acanthurus xanthopterus,Yellowfin surgeonfish
601263,Naso hexacanthus,Sleek unicornfish
601264,Naso lituratus,Orangespine unicornfish
601309,Aulostomus chinensis,Chinese trumpetfish
601909,Carangoides orthogrammus,Island trevally
601494,Herklotsichthys quadrimaculatus,Bluestripe herring
604355,Calotomus carolinus,Carolines parrotfish
604739,Acanthurus nigrofuscus,Brown surgeonfish
604744,Acanthurus olivaceus,Orangespot surgeonfish
604750,Acanthurus blochii,Ringtail surgeonfish
605553,Scarus psittacus,Common parrotfish
605555,Scarus rubroviolaceus,Ember parrotfish
605556,Chlorurus sordidus,Daisy parrotfish
605605,Oxycheilinus unifasciatus,Ringtail maori wrasse
605613,Iniistius pavo,Peacock wrasse
600262,Lutjanus fulvus,Blacktail snapper
605652,Neomyxus leuciscus,Acutejawed mullet
605689,Abudefduf sordidus,Blackspot sergeant
605831,Cirrhitus pinnulatus,Stocky hawkfish
605985,Mulloidichthys pfluegeri,Orange goatfish
606018,Zebrasoma flavescens,Yellow tang
607773,Myripristis amaena,Brick soldierfish
608280,Pontinus macrocephalus,Largeheaded scorpionfish
612596,Myripristis chryseres,Yellowfin soldierfish
501242,Scatophagus,Scats
690790,Holothuria atra,Lollyfish
690791,Holothuria edulis,Pinkfish
690819,Bohadschia marmorata,Chalky cucumber
600148,Thunnus tonggol,Longtail tuna
600125,Scomberomorus lineolatus,Streaked seerfish
690440,Litopenaeus vannamei,Whiteleg shrimp
400012,Sphyrnidae,"Hammer, bonnet, scoophead sharks"
501826,Muraenesox,Congers
503152,Pseudotolithus,African croakers
590252,Cymbium,Volutes
602577,Gymnura altavela,Spiny butterfly ray
604538,Dentex maroccanus,Morocco dentex
605068,Psettodes bennettii,Spiny turbot
600432,Pseudotolithus senegalensis,Cassava croaker
600440,Dentex angolensis,Angola dentex
600453,Pseudupeneus prayensis,West African goatfish
601800,Acanthurus monroviae,Monrovia doctorfish
600977,Tylosurus crocodilus,Hound needlefish
690431,Chaceon maritae,West African geryon
690232,Crassostrea rhizophorae,Mangrove cupped oyster
601092,Mulloidichthys martinicus,Yellow goatfish
601161,Sparisoma viride,Stoplight parrotfish
604279,Canthidermis sufflamen,Ocean triggerfish
690382,Litopenaeus schmitti,Southern white shrimp
400253,Aulostomidae,Trumpetfishes
400334,Pempheridae,Sweepers
500504,Centropomus,Fat snooks
601219,Archosargus rhomboidalis,Western Atlantic seabream
604708,Pomadasys jubelini,Sompat grunt
601867,Lethrinus atlanticus,Atlantic emperor
600109,Rastrelliger brachysoma,Short mackerel
601938,Decapterus macrosoma,Shortfin scad
690060,Perna viridis,Brown mussel
690883,Ranina ranina,Kona crab 
500475,Caesio,Caesios
500488,Istiophorus,Sailfishes
500538,Makaira,Blue marlins
501945,Dussumieria,Rainbow sardines
502124,Pristipomoides,Jobfishes
502666,Macolor,Snappers
505469,Rastrelliger,Indian mackerels
604961,Epinephelus goreensis,Dungat grouper
610190,Schedophilus pemarco,Pemarco blackfish
600206,Pristipomoides macrophthalmus,Cardinal snapper
601625,Ilisha africana,West African ilisha
600081,Aphareus furca,Small toothed jobfish
600166,Lutjanus monostigma,Onespot snapper
400509,Ambassidae,Asiatic glassfishes
400340,Ephippidae,"Spade-, batfishes, scats"
600903,Rhizoprionodon porosus,Caribbean sharpnose shark
600208,Pristipomoides multidens,Goldbanded jobfish
501677,Cantherhines,Mideye spined filefishes
690898,Carpilius corallinus,Batwing coral crab
604959,Elops lacerta,West African ladyfish
605002,Polydactylus quadrifilis,Giant African threadfin
690378,Farfantepenaeus notialis,Southern pink shrimp
601146,Pomadasys corvinaeformis,Roughneck grunt
600086,Apsilus fuscus,African forktail snapper
601149,Priacanthus arenatus,Atlantic bigeye
690432,Melicertus latisulcatus,Western king prawn
601011,Trachinotus goodei,Great pompano
601063,Myripristis jacobus,Blackbar soldierfish
600423,Pteroscion peli,Boe drum
609907,Gerres nigri,Guinean striped mojarra
590062,Callinectes,Beautiful swimming crabs
600942,Acanthurus bahianus,Ocean surgeon
601158,Sparisoma aurofrenatum,Redband parrotfish
601160,Sparisoma rubripinne,Redfin parrotfish
500351,Rhinobatos,Guitarfishes
400017,Rhinobatidae,"Guitarfishes, fanrays"
690376,Farfantepenaeus subtilis,Southern brown shrimp
602061,Manta birostris,Giant manta
500099,Brotula,Brotulas
600547,Cetengraulis edentulus,Atlantic anchoveta
690403,Aristeus varidens,Striped red shrimp
690619,Panulirus gracilis,Blue spiny lobster
600136,Scomberomorus sierra,Pacific sierra
600433,Pseudotolithus elongatus,Bobo croaker
609908,Plectorhinchus macrolepis,Biglip grunt
690913,Parapenaeopsis sculptilis,Rainbow shrimp
400304,Apogonidae,Cardinalfishes
605804,Kyphosus bigibbus,Brown chub
605984,Mulloidichthys vanicolensis,Yellowfin goatfish
690044,Hippopus hippopus,Bear paw clam
690134,Tridacna squamosa,Fluted giant clam
690673,Tridacna maxima,Maxima clam
690816,Asaphis violascens,Pacific asaphis
400442,Cynoglossidae,Tonguefishes
660984,Lobotes pacificus,Pacific tripletail
601022,Diodon hystrix,Spot-fin porcupinefish
613558,Engyophrys sanctilaurentii,Speckled-tail flounder
613738,Pomadasys macracanthus,Longspine grunt
613954,Cyclopsetta querna,Toothed flounder
614009,Larimus pacificus,Pacific drum
614146,Peprilus snyderi,Salema butterfish
614220,Scorpaena russula,Reddish scorpionfish
614296,Pronotogrammus eos,Bigeye bass
600342,Pentanemus quinquarius,Royal threadfin
600650,Centrophorus lusitanicus,Lowfin gulper shark
605009,Pseudotolithus senegallus,Law croaker
600861,Carcharhinus amblyrhynchos,Blacktail reef shark
590148,Tridacna,Tridacnid clams
