am_sid,iucn_sid,sciname,map_iucn_sid,map_subpop,spp_group,spatial_source
Fis-23192,190452,Naucrates ductor,NA,NA,NA,am
Fis-136019,190464,Lagocephalus lagocephalus,190464,NA,PUFFERFISH,am
Fis-139729,190485,Melanolagus bericoides,NA,NA,NA,am
Fis-29881,192929,Cymatogaster aggregata,NA,NA,NA,am
Fis-27300,194989,Dysomma brevirostre,NA,NA,NA,am
Fis-136946,194997,Arctozenus risso,NA,NA,NA,am
Fis-23580,195038,Lampris guttatus,NA,NA,NA,am
Fis-29523,195097,Seriola lalandi,NA,NA,NA,am
Fis-27254,195838,Aldrovandia phalacra,NA,NA,NA,am
Fis-30362,195852,Notacanthus chemnitzii,NA,NA,NA,am
Fis-24017,196019,Eptatretus deani,NA,NA,NA,am
Fis-131623,196032,Eptatretus mcconnaugheyi,NA,NA,NA,am
Fis-24018,196044,Eptatretus stoutii,NA,NA,NA,am
Fis-32714,196052,Myxine circifrons,NA,NA,NA,am
Fis-131582,196058,Myxine hubbsi,NA,NA,NA,am
Fis-29731,198578,Beryx decadactylus,NA,NA,NA,am
Fis-31166,198579,Hoplostethus mediterraneus,NA,NA,NA,am
Fis-26531,198614,Diogenichthys atlanticus,NA,NA,NA,am
Fis-23484,198615,Electrona risso,NA,NA,NA,am
Fis-23637,198628,Microstoma microstoma,NA,NA,NA,am
Fis-24929,198650,Remora australis,NA,NA,NA,am
Fis-23759,198651,Remora remora,NA,NA,NA,am
Fis-30711,198716,Tetragonurus cuvieri,NA,NA,NA,am
Fis-29880,198757,Cyclothone braueri,NA,NA,NA,am
Fis-23888,198758,Vinciguerria attenuata,NA,NA,NA,am
Fis-33178,199068,Ilyophis brunneus,NA,NA,NA,am
Fis-32379,199187,Stemonidium hypomelas,NA,NA,NA,am
Fis-26350,199249,Histiobranchus bathybius,NA,NA,NA,am
Fis-22922,202413,Osmerus mordax,NA,NA,NA,am
Fis-22963,202415,Thaleichthys pacificus,NA,NA,NA,am
Fis-48267,202625,Lampetra ayresii,NA,NA,NA,am
Fis-30832,202670,Leptocottus armatus,NA,NA,NA,am
Fis-13152,13462250,Guentherus altivela,NA,NA,NA,am
Fis-49902,13462713,Evermannella melanoderma,NA,NA,NA,am
Fis-49909,13462731,Odontostomops normalops,NA,NA,NA,am
Fis-47643,13485635,Magnisudis atlantica,NA,NA,NA,am
Fis-49913,13485675,Benthalbella infans,NA,NA,NA,am
Fis-27598,15147816,Bajacalifornia megalops,NA,NA,NA,am
Fis-126093,15148566,Conocara salmoneum,NA,NA,NA,am
Fis-27984,15148858,Herwigia kreffti,NA,NA,NA,am
Fis-26352,15149121,Rouleina attrita,NA,NA,NA,am
Fis-50841,15522140,Coryphaenoides leptolepis,NA,NA,NA,am
Fis-26206,15598524,Benthosema suborbitale,NA,NA,NA,am
Fis-25165,15598887,Hygophum reinhardtii,NA,NA,NA,am
Fis-24154,15601872,Notoscopelus resplendens,NA,NA,NA,am
Fis-32350,15601909,Neoscopelus macrolepidotus,NA,NA,NA,am
Fis-33227,15601934,Leptochilichthys agassizii,NA,NA,NA,am
Fis-31237,15622831,Ectreposebastes imus,NA,NA,NA,am
Fis-30341,16509242,Nealotus tripes,NA,NA,NA,am
Fis-25421,16509297,Promethichthys prometheus,NA,NA,NA,am
Fis-23904,18123960,Anoplogaster cornuta,NA,NA,NA,am
Fis-25475,18125776,Coryphaenoides armatus,NA,NA,NA,am
Fis-31020,18127741,Ceratias holboelli,NA,NA,NA,am
Fis-64697,18127840,Melanocetus johnsonii,NA,NA,NA,am
Fis-50491,18128749,Oneirodes eschrichtii,NA,NA,NA,am
Fis-27245,18139045,Spectrunculus grandis,NA,NA,NA,am
Fis-26351,18140291,Narcetes stomias,NA,NA,NA,am
Fis-32336,18155920,Opisthoproctus soleatus,NA,NA,NA,am
Fis-28109,18155933,Barbantus curvifrons,NA,NA,NA,am
Fis-32421,18158583,Nesiarchus nasutus,NA,NA,NA,am
Fis-57570,18180983,Pachycara bulbiceps,NA,NA,NA,am
Fis-33181,18227109,Cyema atrum,NA,NA,NA,am
Fis-31004,18227119,Eurypharynx pelecanoides,NA,NA,NA,am
Fis-31240,18252612,Cyclothone acclinidens,NA,NA,NA,am
Fis-32102,18252619,Cyclothone pallida,NA,NA,NA,am
Fis-32103,18252629,Cyclothone pseudopallida,NA,NA,NA,am
Fis-32330,18253296,Sternoptyx diaphana,NA,NA,NA,am
Fis-28170,18253303,Valenciennellus tripunctulatus,NA,NA,NA,am
Fis-33821,18256560,Echiostoma barbatum,NA,NA,NA,am
Fis-34827,18257303,Melanostomias bartonbeani,NA,NA,NA,am
Fis-28178,18257501,Rhadinesthes decimus,NA,NA,NA,am
Fis-24899,19014407,Platichthys stellatus,NA,NA,NA,am
Fis-28451,20431538,Decapterus muroadsi,NA,NA,NA,am
Fis-49921,20662028,Scopelarchoides danae,NA,NA,NA,am
Fis-28112,21104612,Holtbyrnia innesi,NA,NA,NA,am
Fis-27275,21110056,Diretmoides pauciradiatus,NA,NA,NA,am
Fis-30920,21110276,Barbourisia rufa,NA,NA,NA,am
Fis-50370,21112867,Caulophryne polynema,NA,NA,NA,am
Fis-50569,21112879,Ceratias uranoscopus,NA,NA,NA,am
Fis-50633,21112898,Linophryne pennibarbata,NA,NA,NA,am
Fis-50301,21132822,Melamphaes simus,NA,NA,NA,am
Fis-34782,21133028,Heterophotus ophistoma,NA,NA,NA,am
Fis-49750,21133058,Neonesthes microcephalus,NA,NA,NA,am
ITS-175160,22680409,Somateria spectabilis,22680409,NA,BOTW_marine,am
ITS-175153,22680415,Polysticta stelleri,22680415,NA,BOTW_marine,am
ITS-660062,22694218,Catharacta maccormicki,22694218,NA,BOTW_marine,am
ITS-176793,22694245,Stercorarius parasiticus,22694245,NA,BOTW_marine,am
ITS-176794,22694251,Stercorarius longicaudus,22694251,NA,BOTW_marine,am
ITS-176808,22694343,Larus hyperboreus,22694343,NA,BOTW_marine,am
ITS-176811,22694346,Larus glaucoides,22694346,NA,BOTW_marine,am
ITS-176866,22694479,Xema sabini,22694479,NA,BOTW_marine,am
ITS-176931,22694552,Thalasseus elegans,22694552,NA,BOTW_marine,am
ITS-176890,22694629,Sterna paradisaea,22694629,NA,BOTW_marine,am
ITS-176887,22694646,Sterna forsteri,22694646,NA,BOTW_marine,am
ITS-824103,22694716,Onychoprion aleuticus,22694716,NA,BOTW_marine,am
ITS-177021,22694918,Aethia pygmaea,22694918,NA,BOTW_marine,am
ITS-174728,22696887,Phalacrocorax urile,22696887,NA,BOTW_marine,am
ITS-174684,22697611,Pelecanus erythrorhynchos,22697611,NA,BOTW_marine,am
ITS-174763,22697724,Fregata magnificens,22697724,NA,BOTW_marine,am
ITS-174594,22697852,Macronectes giganteus,22697852,NA,BOTW_marine,am
ITS-174550,22698175,Ardenna pacifica,22698175,NA,BOTW_marine,am
ITS-174525,22698305,Diomedea exulans,22698305,NA,BOTW_marine,am
ITS-554453,22698375,Thalassarche melanophris,22698375,NA,BOTW_marine,am
ITS-175163,22724836,Melanitta fusca,22724836,NA,BOTW_marine,am
ITS-175171,22724879,Melanitta nigra,22724879,NA,BOTW_marine,am
Fis-50380,42830239,Melanocetus murrayi,NA,NA,NA,am
Fis-139531,42830260,Dolopichthys allector,NA,NA,NA,am
Fis-50469,42830277,Microlophichthys microlophus,NA,NA,NA,am
Fis-50636,42830286,Photocorynus spiniceps,NA,NA,NA,am
Fis-34595,57453720,Maulisia argipalla,NA,NA,NA,am
Fis-50764,60469175,Abyssobrotula galatheae,NA,NA,NA,am
Fis-29601,60469186,Alepisaurus brevirostris,NA,NA,NA,am
Fis-132165,60469264,Bassozetus levistomatus,NA,NA,NA,am
Fis-143859,60469615,Caulophryne pelagica,NA,NA,NA,am
Fis-50462,60470361,Dolopichthys pullatus,NA,NA,NA,am
Fis-50600,60470687,Gigantactis vanhoeffeni,NA,NA,NA,am
Fis-50614,60470770,Haplophryne mollis,NA,NA,NA,am
Fis-50466,60471825,Kali macrura,NA,NA,NA,am
Fis-112702,60471850,Laemonema robustum,NA,NA,NA,am
Fis-27226,60471877,Lamprogrammus brunswigi,NA,NA,NA,am
Fis-50635,60472409,Linophryne racemifera,NA,NA,NA,am
Fis-33155,60477122,Melamphaes longivelis,NA,NA,NA,am
Fis-51000,60477337,Melamphaes polylepis,NA,NA,NA,am
Fis-49729,60479648,Mentodus facilis,NA,NA,NA,am
Fis-168166,60482374,Pentherichthys atratus,NA,NA,NA,am
Fis-139713,60482562,Phyllorhinichthys micractis,NA,NA,NA,am
Fis-150167,60483137,Regalecus russelii,NA,NA,NA,am
Fis-30919,60483273,Rondeletia loricata,NA,NA,NA,am
ITS-176824,62030608,Larus argentatus,62030608,NA,BOTW_marine,am
Fis-29704,65134524,Aulorhynchus flavidus,NA,NA,NA,am
Fis-30693,65374916,Syngnathus leptorhynchus,NA,NA,NA,am
Fis-27745,67899637,Ostichthys kaianus,NA,NA,NA,am
Fis-55752,69743659,Chascanopsetta prorigera,NA,NA,NA,am
Fis-47586,69778452,Parabothus coarctatus,NA,NA,NA,am
ITS-96967,NA,Pandalus borealis,NA,NA,NA,am
Fis-22919,NA,Oncorhynchus mykiss,NA,NA,NA,am
Fis-22915,NA,Oncorhynchus gorbuscha,NA,NA,NA,am
Fis-22916,NA,Oncorhynchus keta,NA,NA,NA,am
Fis-22921,NA,Oncorhynchus tshawytscha,NA,NA,NA,am
Fis-22917,NA,Oncorhynchus kisutch,NA,NA,NA,am
Fis-22900,NA,Mallotus villosus,NA,NA,NA,am
Fis-22880,NA,Hypomesus pretiosus,NA,NA,NA,am
Fis-22864,NA,Cololabis saira,NA,NA,NA,am
Fis-29393,NA,Gadus macrocephalus,NA,NA,NA,am
Fis-22874,NA,Eleginus gracilis,NA,NA,NA,am
Fis-22964,NA,Theragra chalcogramma,NA,NA,NA,am
Fis-23014,NA,Arctoscopus japonicus,NA,NA,NA,am
Fis-23264,NA,Sebastes entomelas,NA,NA,NA,am
Fis-23265,NA,Sebastes flavidus,NA,NA,NA,am
Fis-23262,NA,Sebastes alutus,NA,NA,NA,am
Fis-29457,NA,Ophiodon elongatus,NA,NA,NA,am
Fis-22996,NA,Anoplopoma fimbria,NA,NA,NA,am
Fis-29418,NA,Hippoglossus stenolepis,NA,NA,NA,am
Fis-23237,NA,Reinhardtius hippoglossoides,NA,NA,NA,am
Fis-23030,NA,Atheresthes stomias,NA,NA,NA,am
Fis-29299,NA,Atheresthes evermanni,NA,NA,NA,am
Fis-29417,NA,Hippoglossoides elassodon,NA,NA,NA,am
Fis-11256,NA,Limanda aspera,NA,NA,NA,am
Fis-153539,NA,Clupea pallasii,NA,NA,NA,am
Fis-23635,NA,Microgadus proximus,NA,NA,NA,am
Fis-30085,NA,Halargyreus johnsonii,NA,NA,NA,am
Fis-24151,NA,Nomeus gronovii,NA,NA,NA,am
Fis-48258,NA,Entosphenus tridentatus,NA,NA,NA,am
Fis-156254,NA,Oncorhynchus clarkii,NA,NA,NA,am
Fis-24332,NA,Salvelinus malma,NA,NA,NA,am
Fis-23897,NA,Allosmerus elongatus,NA,NA,NA,am
Fis-24353,NA,Spirinchus starksi,NA,NA,NA,am
Fis-29725,NA,Leuroglossus stilbius,NA,NA,NA,am
Fis-30273,NA,Macropinna microstoma,NA,NA,NA,am
Fis-30707,NA,Tactostoma macropus,NA,NA,NA,am
Fis-29800,NA,Chauliodus macouni,NA,NA,NA,am
Fis-23929,NA,Benthalbella dentata,NA,NA,NA,am
Fis-23950,NA,Ceratoscopelus townsendi,NA,NA,NA,am
Fis-24003,NA,Diogenichthys laternatus,NA,NA,NA,am
Fis-149472,NA,Nannobrachium regale,NA,NA,NA,am
Fis-24300,NA,Protomyctophum crockeri,NA,NA,NA,am
Fis-24371,NA,Tarletonbeania crenularis,NA,NA,NA,am
Fis-24636,NA,Gobiesox maeandricus,NA,NA,NA,am
Fis-24935,NA,Rimicola muscarum,NA,NA,NA,am
Fis-57562,NA,Nezumia stelgidolepis,NA,NA,NA,am
Fis-24471,NA,Brosmophycis marginata,NA,NA,NA,am
Fis-24432,NA,Lycodes cortezianus,NA,NA,NA,am
Fis-24469,NA,Bothrocara pusillum,NA,NA,NA,am
Fis-30256,NA,Lycodapus fierasfer,NA,NA,NA,am
Fis-30257,NA,Lycodapus mandibularis,NA,NA,NA,am
Fis-30258,NA,Lycodapus parviceps,NA,NA,NA,am
Fis-30259,NA,Lycodes brevipes,NA,NA,NA,am
Fis-30260,NA,Lycodes diapterus,NA,NA,NA,am
Fis-30263,NA,Lycodes palearis,NA,NA,NA,am
Fis-24756,NA,Lycodes polaris,NA,NA,NA,am
Fis-30268,NA,Lycodes turneri,NA,NA,NA,am
Fis-14540,NA,Lycodes pacificus,NA,NA,NA,am
Fis-30269,NA,Lyconema barbatum,NA,NA,NA,am
Fis-30736,NA,Trachipterus altivelis,NA,NA,NA,am
Fis-30737,NA,Trachipterus fukuzakii,NA,NA,NA,am
Fis-29736,NA,Brama japonica,NA,NA,NA,am
Fis-30708,NA,Taractes asper,NA,NA,NA,am
Fis-24418,NA,Amphistichus rhodoterus,NA,NA,NA,am
Fis-29735,NA,Brachyistius frenatus,NA,NA,NA,am
Fis-29938,NA,Embiotoca lateralis,NA,NA,NA,am
Fis-30134,NA,Hyperprosopon argenteum,NA,NA,NA,am
Fis-30480,NA,Phanerodon furcatus,NA,NA,NA,am
Fis-25031,NA,Trichodon trichodon,NA,NA,NA,am
Fis-29727,NA,Bathymaster leurolepis,NA,NA,NA,am
Fis-29728,NA,Bathymaster signatus,NA,NA,NA,am
Fis-24938,NA,Ronquilus jordani,NA,NA,NA,am
Fis-24399,NA,Acantholumpenus mackayi,NA,NA,NA,am
Fis-24407,NA,Alectrias alectrolophus,NA,NA,NA,am
Fis-29639,NA,Anoplarchus insignis,NA,NA,NA,am
Fis-29640,NA,Anoplarchus purpurescens,NA,NA,NA,am
Fis-24472,NA,Bryozoichthys lysimus,NA,NA,NA,am
Fis-29743,NA,Bryozoichthys marjorius,NA,NA,NA,am
Fis-24483,NA,Cebidichthys violaceus,NA,NA,NA,am
Fis-24495,NA,Chirolophis decoratus,NA,NA,NA,am
Fis-24496,NA,Chirolophis nugator,NA,NA,NA,am
Fis-24610,NA,Eumesogrammus praecisus,NA,NA,NA,am
Fis-24750,NA,Lumpenella longirostris,NA,NA,NA,am
Fis-24751,NA,Lumpenus fabricii,NA,NA,NA,am
Fis-49057,NA,Leptoclinus maculatus,NA,NA,NA,am
Fis-24753,NA,Anisarchus medius,NA,NA,NA,am
Fis-30250,NA,Lumpenus sagitta,NA,NA,NA,am
Fis-24897,NA,Phytichthys chirus,NA,NA,NA,am
Fis-30496,NA,Plectobranchus evides,NA,NA,NA,am
Fis-30516,NA,Poroclinus rothrocki,NA,NA,NA,am
Fis-144084,NA,Stichaeus punctatus punctatus,NA,NA,NA,am
Fis-25045,NA,Xiphister atropurpureus,NA,NA,NA,am
Fis-25046,NA,Xiphister mucosus,NA,NA,NA,am
Fis-29659,NA,Apodichthys flavidus,NA,NA,NA,am
Fis-30485,NA,Pholis clemensi,NA,NA,NA,am
Fis-24891,NA,Rhodymenichthys dolichogaster,NA,NA,NA,am
Fis-24894,NA,Pholis laeta,NA,NA,NA,am
Fis-30487,NA,Pholis schultzi,NA,NA,NA,am
Fis-10690,NA,Apodichthys fucorum,NA,NA,NA,am
Fis-29627,NA,Anarhichas orientalis,NA,NA,NA,am
Fis-29628,NA,Anarrhichthys ocellatus,NA,NA,NA,am
Fis-30556,NA,Ptilichthys goodei,NA,NA,NA,am
Fis-24758,NA,Cryptacanthodes aleutensis,NA,NA,NA,am
Fis-30630,NA,Scytalina cerdale,NA,NA,NA,am
Fis-30757,NA,Zaprora silenus,NA,NA,NA,am
Fis-29620,NA,Ammodytes hexapterus,NA,NA,NA,am
Fis-24510,NA,Clevelandia ios,NA,NA,NA,am
Fis-57210,NA,Rhinogobiops nicholsii,NA,NA,NA,am
Fis-24728,NA,Lepidogobius lepidus,NA,NA,NA,am
Fis-30146,NA,Icichthys lockingtoni,NA,NA,NA,am
Fis-30147,NA,Icosteus aenigmaticus,NA,NA,NA,am
Fis-24947,NA,Sebastes aleutianus,NA,NA,NA,am
Fis-30631,NA,Sebastes auriculatus,NA,NA,NA,am
Fis-24949,NA,Sebastes aurora,NA,NA,NA,am
Fis-24950,NA,Sebastes babcocki,NA,NA,NA,am
Fis-30632,NA,Sebastes borealis,NA,NA,NA,am
Fis-24951,NA,Sebastes brevispinis,NA,NA,NA,am
Fis-24952,NA,Sebastes carnatus,NA,NA,NA,am
Fis-30633,NA,Sebastes caurinus,NA,NA,NA,am
Fis-24953,NA,Sebastes chlorostictus,NA,NA,NA,am
Fis-24954,NA,Sebastes chrysomelas,NA,NA,NA,am
Fis-24955,NA,Sebastes ciliatus,NA,NA,NA,am
Fis-24957,NA,Sebastes crameri,NA,NA,NA,am
Fis-24959,NA,Sebastes diploproa,NA,NA,NA,am
Fis-30634,NA,Sebastes elongatus,NA,NA,NA,am
Fis-24960,NA,Sebastes emphaeus,NA,NA,NA,am
Fis-24963,NA,Sebastes goodei,NA,NA,NA,am
Fis-30637,NA,Sebastes helvomaculatus,NA,NA,NA,am
Fis-24965,NA,Sebastes jordani,NA,NA,NA,am
Fis-24968,NA,Sebastes maliger,NA,NA,NA,am
Fis-30639,NA,Sebastes melanops,NA,NA,NA,am
Fis-24970,NA,Sebastes miniatus,NA,NA,NA,am
Fis-24971,NA,Sebastes mystinus,NA,NA,NA,am
Fis-30641,NA,Sebastes nebulosus,NA,NA,NA,am
Fis-30642,NA,Sebastes nigrocinctus,NA,NA,NA,am
Fis-24974,NA,Sebastes pinniger,NA,NA,NA,am
Fis-24975,NA,Sebastes polyspinis,NA,NA,NA,am
Fis-24976,NA,Sebastes proriger,NA,NA,NA,am
Fis-24977,NA,Sebastes rastrelliger,NA,NA,NA,am
Fis-24978,NA,Sebastes reedi,NA,NA,NA,am
Fis-30644,NA,Sebastes rosaceus,NA,NA,NA,am
Fis-24979,NA,Sebastes ruberrimus,NA,NA,NA,am
Fis-24982,NA,Sebastes saxicola,NA,NA,NA,am
Fis-24984,NA,Sebastes serranoides,NA,NA,NA,am
Fis-30887,NA,Sebastes variegatus,NA,NA,NA,am
Fis-24987,NA,Sebastes wilsoni,NA,NA,NA,am
Fis-24988,NA,Sebastes zacentrus,NA,NA,NA,am
Fis-30889,NA,Sebastolobus altivelis,NA,NA,NA,am
Fis-24562,NA,Erilepis zonifer,NA,NA,NA,am
Fis-24672,NA,Hexagrammos decagrammus,NA,NA,NA,am
Fis-24673,NA,Hexagrammos lagocephalus,NA,NA,NA,am
Fis-24674,NA,Hexagrammos octogrammus,NA,NA,NA,am
Fis-30817,NA,Hexagrammos stelleri,NA,NA,NA,am
Fis-30854,NA,Oxylebius pictus,NA,NA,NA,am
Fis-24901,NA,Pleurogrammus monopterygius,NA,NA,NA,am
Fis-30910,NA,Zaniolepis latipinnis,NA,NA,NA,am
Fis-150528,NA,Archistes biseriatus,NA,NA,NA,am
Fis-30764,NA,Artediellus scaber,NA,NA,NA,am
Fis-24437,NA,Artedius corallinus,NA,NA,NA,am
Fis-30765,NA,Artedius fenestralis,NA,NA,NA,am
Fis-24439,NA,Artedius harringtoni,NA,NA,NA,am
Fis-24440,NA,Artedius lateralis,NA,NA,NA,am
Fis-30766,NA,Ruscarius meanyi,NA,NA,NA,am
Fis-30768,NA,Ascelichthys rhodorus,NA,NA,NA,am
Fis-30769,NA,Asemichthys taylori,NA,NA,NA,am
Fis-30774,NA,Blepsias bilobus,NA,NA,NA,am
Fis-24467,NA,Blepsias cirrhosus,NA,NA,NA,am
Fis-24498,NA,Chitonotus pugetensis,NA,NA,NA,am
Fis-24511,NA,Clinocottus acuticeps,NA,NA,NA,am
Fis-24513,NA,Clinocottus embryum,NA,NA,NA,am
Fis-30807,NA,Dasycottus setiger,NA,NA,NA,am
Fis-24552,NA,Enophrys bison,NA,NA,NA,am
Fis-24553,NA,Enophrys diceraus,NA,NA,NA,am
Fis-24554,NA,Enophrys lucasi,NA,NA,NA,am
Fis-14939,NA,Psychrolutes sigalutes,NA,NA,NA,am
Fis-24652,NA,Gymnocanthus galeatus,NA,NA,NA,am
Fis-24668,NA,Hemilepidotus hemilepidotus,NA,NA,NA,am
Fis-115192,NA,Hemilepidotus spinosus,NA,NA,NA,am
Fis-24671,NA,Hemitripterus bolini,NA,NA,NA,am
Fis-30821,NA,Icelinus borealis,NA,NA,NA,am
Fis-30822,NA,Icelinus burchami,NA,NA,NA,am
Fis-30825,NA,Icelinus fimbriatus,NA,NA,NA,am
Fis-30827,NA,Icelinus tenuis,NA,NA,NA,am
Fis-30828,NA,Icelus spatula,NA,NA,NA,am
Fis-30829,NA,Icelus spiniger,NA,NA,NA,am
Fis-30830,NA,Jordania zonope,NA,NA,NA,am
Fis-30843,NA,Malacocottus kincaidi,NA,NA,NA,am
Fis-24767,NA,Megalocottus platycephalus,NA,NA,NA,am
Fis-24773,NA,Microcottus sellaris,NA,NA,NA,am
Fis-24808,NA,Myoxocephalus polyacanthocephalus,NA,NA,NA,am
Fis-24812,NA,Nautichthys oculofasciatus,NA,NA,NA,am
Fis-24813,NA,Nautichthys pribilovius,NA,NA,NA,am
Fis-30851,NA,Oligocottus maculosus,NA,NA,NA,am
Fis-24825,NA,Oligocottus rimensis,NA,NA,NA,am
Fis-30852,NA,Oligocottus snyderi,NA,NA,NA,am
Fis-30857,NA,Paricelinus hopliticus,NA,NA,NA,am
Fis-30881,NA,Psychrolutes paradoxus,NA,NA,NA,am
Fis-30882,NA,Radulinus asprellus,NA,NA,NA,am
Fis-30883,NA,Radulinus boleoides,NA,NA,NA,am
Fis-14977,NA,Rhamphocottus richardsonii,NA,NA,NA,am
Fis-155578,NA,Scorpaenichthys marmoratus,NA,NA,NA,am
Fis-30901,NA,Synchirus gilli,NA,NA,NA,am
Fis-25035,NA,Triglops macellus,NA,NA,NA,am
Fis-62940,NA,Triglops pingelii,NA,NA,NA,am
Fis-30905,NA,Triglops scepticus,NA,NA,NA,am
Fis-30759,NA,Agonomalus mozinoi,NA,NA,NA,am
Fis-24404,NA,Agonopsis vulsa,NA,NA,NA,am
Fis-147788,NA,Podothecus accipenserinus,NA,NA,NA,am
Fis-24421,NA,Anoplagonus inermis,NA,NA,NA,am
Fis-24441,NA,Aspidophoroides monopterygius,NA,NA,NA,am
Fis-30771,NA,Aspidophoroides olrikii,NA,NA,NA,am
Fis-24456,NA,Bathyagonus alascanus,NA,NA,NA,am
Fis-24457,NA,Bathyagonus infraspinatus,NA,NA,NA,am
Fis-30773,NA,Bathyagonus nigripinnis,NA,NA,NA,am
Fis-24458,NA,Bathyagonus pentacanthus,NA,NA,NA,am
Fis-24468,NA,Bothragonus swanii,NA,NA,NA,am
Fis-24693,NA,Hypsagonus quadricornis,NA,NA,NA,am
Fis-125929,NA,Chesnonia verrucosa,NA,NA,NA,am
Fis-30850,NA,Odontopyxis trispinosa,NA,NA,NA,am
Fis-24846,NA,Pallasina barbata,NA,NA,NA,am
Fis-24941,NA,Sarritor leptorhynchus,NA,NA,NA,am
Fis-25004,NA,Stellerina xyosterna,NA,NA,NA,am
Fis-25041,NA,Xeneretmus latifrons,NA,NA,NA,am
Fis-30906,NA,Xeneretmus leiops,NA,NA,NA,am
Fis-30907,NA,Xeneretmus ritteri,NA,NA,NA,am
Fis-25042,NA,Xeneretmus triacanthus,NA,NA,NA,am
Fis-24433,NA,Aptocyclus ventricosus,NA,NA,NA,am
Fis-30777,NA,Careproctus melanurus,NA,NA,NA,am
Fis-24611,NA,Eumicrotremus orbis,NA,NA,NA,am
Fis-24744,NA,Liparis callyodon,NA,NA,NA,am
Fis-30834,NA,Liparis cyclopus,NA,NA,NA,am
Fis-30835,NA,Liparis gibbus,NA,NA,NA,am
Fis-30836,NA,Liparis dennyi,NA,NA,NA,am
Fis-24745,NA,Liparis florae,NA,NA,NA,am
Fis-30837,NA,Liparis fucensis,NA,NA,NA,am
Fis-30840,NA,Liparis mucosus,NA,NA,NA,am
Fis-30841,NA,Liparis pulchellus,NA,NA,NA,am
Fis-24746,NA,Liparis rutteri,NA,NA,NA,am
Fis-30856,NA,Paraliparis deani,NA,NA,NA,am
Fis-8227,NA,Polypera greeni,NA,NA,NA,am
Fis-24507,NA,Citharichthys sordidus,NA,NA,NA,am
Fis-30787,NA,Citharichthys stigmaeus,NA,NA,NA,am
Fis-24545,NA,Embassichthys bathybius,NA,NA,NA,am
Fis-10768,NA,Glyptocephalus zachirus,NA,NA,NA,am
Fis-30819,NA,Hippoglossoides robustus,NA,NA,NA,am
Fis-24715,NA,Isopsetta isolepis,NA,NA,NA,am
Fis-17283,NA,Limanda proboscidea,NA,NA,NA,am
Fis-24786,NA,Microstomus pacificus,NA,NA,NA,am
Fis-30858,NA,Parophrys vetulus,NA,NA,NA,am
Fis-30864,NA,Pleuronectes quadrituberculatus,NA,NA,NA,am
Fis-30865,NA,Pleuronichthys coenosus,NA,NA,NA,am
Fis-30866,NA,Pleuronichthys decurrens,NA,NA,NA,am
Fis-30880,NA,Psettichthys melanostictus,NA,NA,NA,am
Fis-1099,NA,Sarda lineolata,NA,NA,NA,am
Fis-31255,NA,Melanostigma pammelas,NA,NA,NA,am
Fis-31256,NA,Borostomias panamensis,NA,NA,NA,am
Fis-25573,NA,Symbolophorus californiensis,NA,NA,NA,am
Fis-139602,NA,Nannobrachium ritteri,NA,NA,NA,am
Fis-32138,NA,Lycodapus pachysoma,NA,NA,NA,am
Fis-32327,NA,Cyclothone atraria,NA,NA,NA,am
Fis-26523,NA,Danaphos oculatus,NA,NA,NA,am
Fis-32343,NA,Lampadena urophaos,NA,NA,NA,am
Fis-32387,NA,Nettastoma solitarium,NA,NA,NA,am
Fis-26609,NA,Trachonurus villosus,NA,NA,NA,am
Fis-32495,NA,Symphurus strictus,NA,NA,NA,am
Fis-26926,NA,Gnathophis nystromi,NA,NA,NA,am
Fis-27016,NA,Albatrossia pectoralis,NA,NA,NA,am
Fis-27025,NA,Coryphaenoides acrolepis,NA,NA,NA,am
Fis-27028,NA,Coryphaenoides cinereus,NA,NA,NA,am
Fis-32896,NA,Benthodesmus pacificus,NA,NA,NA,am
Fis-33019,NA,Acanthopsetta nadeshnyi,NA,NA,NA,am
Fis-27194,NA,Clidoderma asperrimum,NA,NA,NA,am
Fis-33124,NA,Xyelacyba myersi,NA,NA,NA,am
Fis-33191,NA,Bathylychnops exilis,NA,NA,NA,am
Fis-33413,NA,Leuroglossus schmidti,NA,NA,NA,am
Fis-27841,NA,Bathycongrus guttulatus,NA,NA,NA,am
Fis-34636,NA,Xenomystax atrarius,NA,NA,NA,am
Fis-34639,NA,Serrivomer sector,NA,NA,NA,am
Fis-34692,NA,Argyropelecus lychnus,NA,NA,NA,am
Fis-34702,NA,Bathophilus flemingi,NA,NA,NA,am
Fis-28129,NA,Aristostomias scintillans,NA,NA,NA,am
Fis-34713,NA,Alepocephalus tenebrosus,NA,NA,NA,am
Fis-28136,NA,Scopelosaurus harryi,NA,NA,NA,am
Fis-28156,NA,Bothrocara brunneum,NA,NA,NA,am
Fis-57568,NA,Lycenchelys crotalinus,NA,NA,NA,am
Fis-34768,NA,Allocyttus folletti,NA,NA,NA,am
Fis-28175,NA,Sebastolobus macrochir,NA,NA,NA,am
Fis-34787,NA,Eurymen gyrinus,NA,NA,NA,am
Fis-28181,NA,Gymnocanthus pistilliger,NA,NA,NA,am
Fis-28186,NA,Hemitripterus villosus,NA,NA,NA,am
Fis-34794,NA,Malacocottus zonurus,NA,NA,NA,am
Fis-34795,NA,Psychrolutes phrictus,NA,NA,NA,am
Fis-28189,NA,Zesticelus profundorum,NA,NA,NA,am
